T1,T2
0.016666,6.533
9.9161,10.399
11.966,14.499
14.533,18.849
19.416,20.049
22.465,23.432
24.499,24.982
25.332,29.915
30.882,31.398
31.798,32.432
34.032,34.532
43.098,44.181
48.514,49.064
53.847,54.997
57.697,61.18
64.813,65.597
68.463,69.213
75.546,76.613
76.829,79.412
81.846,87.779
90.979,91.878
99.878,100.48
103.34,103.83
106.03,112.69
118.04,118.84
120.66,121.56
126.54,128.89
128.93,130.19
131.23,131.91
132.68,133.21
133.91,134.43
135.59,146.89
155.14,155.81
156.83,160.89
161.69,162.37
163.77,164.42
169.36,171.57
177.02,177.51
177.54,182.44
197.29,198.56
199.32,200.96
205.74,207.32
207.77,208.84
210.12,213.52
213.56,215.07
217.81,218.46
220.12,220.99
221.92,226.37
226.4,228.52
228.55,230.84
232.62,234.84
241.42,242.94
243.22,248.14
248.94,252.77
253.04,254.39
254.42,255.02
257.04,257.52
258.85,259.44
259.85,261.55
261.59,265.19
265.82,267.77
267.8,268.3
268.34,269.79
276.45,277.04
282.8,283.35
287.95,289.4
293.83,294.85
