T1,T2
2.3833,2.8333
9.9167,10.35
19.417,19.683
22.2,22.683
24.333,24.633
27.35,27.817
33.567,33.833
45.417,45.65
52.95,53.233
64.267,64.483
68.667,68.95
73.1,73.367
75.1,75.433
77.633,77.883
82.183,82.5
87.967,88.183
95.933,96.267
100.88,101.22
101.77,102.18
102.98,103.38
120.78,121.13
124.1,124.35
136.32,136.8
143.1,143.45
145.05,145.38
149.18,149.45
150.57,150.77
154.85,155.18
159.53,159.95
186.13,186.38
189.63,190
201,201.4
224.2,224.48
234.85,235.08
243.2,243.62
245.27,245.62
247.23,247.42
256.88,257.13
270.7,270.87
288.95,289.35
290.45,290.83
292.35,292.58
298.5,298.65
