T1,T2
5.8,6.5
7.6,11.167
14.633,15.7
17.783,18.267
18.917,21
26.267,26.85
28.233,29.383
31.75,32.317
35.267,36.383
45.083,45.733
47.867,49.017
51.233,51.9
56.533,57.067
59.267,59.767
59.817,61.45
67.05,67.6
71.333,72.55
81.967,83.133
91.1,92.333
96.683,97.3
99.367,100.13
105.67,106.15
111.47,112.07
116.67,117.47
124.92,125.52
136.58,137.22
139.13,139.95
144.52,145.13
147.87,148.92
151.43,152.03
154.35,155.28
157.05,157.67
160.48,161.2
163.25,163.92
168.37,170.1
175.48,176.2
179.92,180.47
182.47,183.22
186.1,186.67
190.58,192.48
199.53,200.32
207.67,208.15
213.88,214.53
222.27,222.98
225.52,226
230.6,231.15
234.08,234.63
236.47,237.17
238.73,239.3
241.48,242.07
244.15,244.63
246.77,247.33
249.28,249.93
251.72,252.47
254.55,255.15
257.48,258.25
262,262.68
273.93,274.48
276.47,277.03
279.35,279.92
283.4,284.43
290.8,291.33
296.43,296.98
