T1,T2
2.3833,2.7
9.2167,9.5
22.5,22.917
31.033,31.417
34.35,34.7
37.15,37.467
39.783,40.167
41.65,42.033
43.367,43.7
47.3,47.483
50.25,50.633
57.967,58.233
60.25,60.533
66.433,66.867
82.85,83.283
88.35,88.667
98.667,98.983
102.62,102.83
106.02,106.2
116.47,116.77
172.78,173.13
179.27,179.57
186.73,186.95
188.07,188.32
199.95,200.32
209.67,209.93
212.08,212.48
218.28,218.57
219.05,219.42
220.6,221.05
225.45,225.92
234.93,235.18
246.3,246.65
252.55,252.78
259.65,260.1
261.35,261.65
264.68,265
265.58,265.92
267.83,268.15
272.67,273.1
275.15,275.58
288.08,288.3
293.28,293.6
296.83,297.25
