T1,T2
6.4166,12.65
13.416,22.866
23.55,31.2
33.583,46.316
70.666,74.932
90.049,97.632
98.349,127.68
132.6,162.03
162.51,168.03
168.65,180.83
181.53,187.8
188.38,199.55
200.18,210.23
210.96,218.51
219.23,236.11
242.48,279.9
280.41,285.61
286.11,298.16
