0,1.5075,1.6117,1.4131,0.86486,1.5252,1.5692,1.2058,0.98443
0.10111,1.5432,1.6934,1.4292,0.84137,1.5584,1.5593,1.2398,1.0379
0.20222,1.525,1.7095,1.3575,0.94923,1.6303,1.6272,1.1402,0.86023
0.30333,1.5523,1.7332,1.3527,0.8009,1.728,1.6841,1.1326,0.95762
0.40444,1.5526,1.8437,1.3056,0.83187,1.6626,1.6697,1.1869,0.9856
0.50556,1.6555,1.8391,1.2877,0.76877,1.6368,1.6566,1.1207,1.082
0.60667,1.6391,1.7507,1.1957,0.88583,1.6551,1.6435,1.1033,1.1469
0.70778,1.6719,1.8007,1.2651,0.84424,1.68,1.7751,1.0933,0.92282
0.80889,1.5722,1.8115,1.1905,0.84879,1.6919,1.6142,1.1086,1.0325
0.91,1.7003,1.8204,1.1924,0.89901,1.7489,1.7834,1.1033,0.94631
1.0111,1.6037,1.7853,1.1184,0.87772,1.7568,1.7084,1.1799,0.95155
1.1122,1.6634,1.6952,1.1551,0.74077,1.7697,1.6218,1.1657,1.0002
1.2133,1.658,1.7167,1.1704,0.7268,1.739,1.5778,1.2494,0.93488
1.3144,1.6699,1.6962,1.2429,0.71166,1.6895,1.5705,1.3109,0.98132
1.4156,1.5846,1.6523,1.1567,0.79498,1.5982,1.5678,1.3431,0.94168
1.5167,1.6049,1.5838,1.235,0.88703,1.6519,1.5277,1.3384,1.0825
1.6178,1.6048,1.7157,1.1848,0.85936,1.7648,1.636,1.2696,0.99696
1.7189,1.57,1.7262,1.1684,0.86171,1.6383,1.5642,1.3077,1.0579
1.82,1.6216,1.6397,1.2366,0.76514,1.5973,1.5172,1.2759,1.0901
1.9211,1.7528,1.6784,1.2554,0.76913,1.6641,1.6457,1.2803,1.0784
2.0222,1.6114,1.7126,1.1782,0.88227,1.6687,1.5997,1.3048,1.0064
2.1233,1.6053,1.6852,1.1687,0.83193,1.6769,1.6268,1.2316,1.0603
2.2244,1.6213,1.6534,1.2706,0.81509,1.5459,1.5932,1.2048,1.0686
2.3256,1.5035,1.6036,1.2683,0.82479,1.6488,1.5869,1.3052,0.94452
2.4267,1.5401,1.4995,1.3149,0.88132,1.6193,1.5885,1.2332,1.0051
2.5278,1.5478,1.5273,1.416,0.81689,1.6027,1.5163,1.2841,0.91378
2.6289,1.518,1.5864,1.4165,0.87664,1.621,1.5505,1.3746,0.97213
2.73,1.5372,1.4653,1.3718,0.86365,1.6048,1.5219,1.4715,1.0193
2.8311,1.491,1.5528,1.4325,0.77079,1.5225,1.4365,1.403,0.9831
2.9322,1.4982,1.4308,1.3483,0.86829,1.567,1.507,1.3517,0.91823
3.0333,1.5338,1.4145,1.2897,0.83982,1.4704,1.4698,1.3563,0.95316
3.1344,1.4494,1.5328,1.293,0.78822,1.4962,1.3939,1.2752,1.0473
3.2356,1.4704,1.426,1.2805,0.8913,1.4497,1.4221,1.2911,0.89749
3.3367,1.4758,1.3955,1.3211,0.85946,1.5272,1.4366,1.3358,0.99478
3.4378,1.4588,1.3642,1.3277,0.81872,1.5043,1.4169,1.3516,0.91379
3.5389,1.4674,1.42,1.3466,0.83752,1.4456,1.3369,1.3158,0.93049
3.64,1.3515,1.4099,1.5797,0.89287,1.4579,1.3596,1.4508,0.92032
3.7411,1.3646,1.3807,1.4207,0.92948,1.4323,1.2728,1.3912,0.89747
3.8422,1.3533,1.3628,1.5037,0.81506,1.4504,1.4871,1.3914,1.0138
3.9433,1.2877,1.408,1.4411,0.81835,1.4564,1.3816,1.326,0.94704
4.0444,1.4355,1.3002,1.4183,0.80212,1.4109,1.3196,1.3204,0.95518
4.1456,1.3852,1.2704,1.416,0.77268,1.4273,1.227,1.3485,0.92598
4.2467,1.4018,1.2289,1.2777,0.88574,1.4608,1.2813,1.2939,1.0473
4.3478,1.3948,1.2751,1.3376,0.80203,1.4568,1.2961,1.2361,0.98112
4.4489,1.4731,1.3221,1.2108,0.94342,1.4423,1.1827,1.2336,0.93477
4.55,1.5238,1.1722,1.1979,0.73815,1.4914,1.209,1.1648,0.85854
4.6511,1.486,1.2368,1.1999,0.78667,1.4947,1.2,1.1882,0.9783
4.7522,1.4063,1.2846,1.1767,0.73024,1.4522,1.1308,1.2568,0.90221
4.8533,1.4423,1.1614,1.3184,0.78866,1.456,1.2138,1.3752,0.8886
4.9544,1.35,1.1072,1.268,0.76063,1.4514,1.2269,1.3869,0.86175
5.0556,1.3196,1.1352,1.3386,0.78254,1.353,1.2228,1.4839,0.84582
5.1567,1.2099,1.2369,1.3857,0.82769,1.2967,1.1545,1.4461,0.9459
5.2578,1.2498,1.2191,1.3673,0.8035,1.2551,1.1561,1.511,0.9724
5.3589,1.235,1.2691,1.4768,0.80223,1.2426,1.175,1.5756,0.9676
5.46,1.2944,1.284,1.4327,0.74303,1.2468,1.2361,1.5583,0.82707
5.5611,1.3533,1.2721,1.4942,0.81538,1.2826,1.1967,1.5077,0.88959
5.6622,1.3331,1.3238,1.4008,0.78793,1.2876,1.2128,1.5677,0.87846
5.7633,1.2357,1.2445,1.4748,0.77318,1.3213,1.2572,1.536,0.91376
5.8644,1.1717,1.2792,1.4592,0.74444,1.3305,1.2685,1.5844,0.83622
5.9656,1.2376,1.2799,1.4909,0.74982,1.3017,1.265,1.6282,0.8388
6.0667,1.2093,1.3055,1.5012,0.77669,1.3379,1.2488,1.6715,0.89428
6.1678,1.2175,1.3038,1.3744,0.7778,1.2277,1.2186,1.5884,0.79881
6.2689,1.3034,1.1921,1.3438,0.74628,1.2473,1.1107,1.5233,0.87274
6.37,1.244,1.1821,1.3302,0.74962,1.2754,1.1512,1.4541,0.87452
6.4711,1.2039,1.1191,1.2794,0.72378,1.2966,1.1225,1.5302,0.82058
6.5722,1.1842,1.1325,1.2817,0.79114,1.2474,1.0905,1.4567,0.87335
6.6733,1.241,1.0883,1.2536,0.76176,1.2941,1.153,1.5363,0.88209
6.7744,1.2195,1.1394,1.2645,0.70501,1.2666,1.1128,1.5098,0.81973
6.8756,1.2716,1.0899,1.2743,0.7126,1.3404,1.1002,1.546,0.87191
6.9767,1.2437,1.117,1.3104,0.72944,1.2488,1.1295,1.5483,0.88335
7.0778,1.1871,1.1273,1.3746,0.75201,1.2665,1.1713,1.4554,0.83024
7.1789,1.1889,1.1345,1.3747,0.71781,1.2216,1.167,1.3808,0.81829
7.28,1.2057,1.2306,1.3531,0.73341,1.2324,1.1906,1.4344,0.91515
7.3811,1.2691,1.2939,1.2472,0.70197,1.3059,1.1564,1.4353,0.94323
7.4822,1.2366,1.25,1.3093,0.69208,1.3248,1.1766,1.4975,0.88905
7.5833,1.2813,1.3389,1.3304,0.73594,1.3218,1.2763,1.4749,0.8372
7.6844,1.2217,1.3417,1.3456,0.68219,1.2864,1.2098,1.5819,0.81583
7.7856,1.2186,1.2782,1.3889,0.79645,1.2139,1.2098,1.6059,0.85478
7.8867,1.2264,1.2792,1.4732,0.75799,1.2446,1.3136,1.6321,0.87387
7.9878,1.218,1.2326,1.532,0.70923,1.3385,1.2232,1.7949,0.90307
8.0889,1.1735,1.2878,1.6747,0.77345,1.2104,1.1636,1.7286,0.95246
8.19,1.1504,1.2824,1.5721,0.7593,1.225,1.1393,1.7124,0.96067
8.2911,1.0974,1.194,1.545,0.74577,1.2217,1.1639,1.6952,0.96417
8.3922,1.1597,1.1582,1.3805,0.75638,1.2249,1.1375,1.5554,0.79844
8.4933,1.2313,1.1854,1.3876,0.68005,1.2529,1.1551,1.6242,0.88848
8.5944,1.1755,1.217,1.3847,0.75601,1.2187,1.1394,1.5239,0.8299
8.6956,1.2473,1.1699,1.3381,0.68954,1.17,1.0732,1.5637,0.8097
8.7967,1.189,1.1592,1.3479,0.69551,1.2044,1.1247,1.5261,0.8641
8.8978,1.2093,1.1566,1.3028,0.74038,1.2749,1.0506,1.4446,0.90138
8.9989,1.2796,1.1078,1.2414,0.68746,1.3244,1.0374,1.4138,0.80266
9.1,1.3157,1.1308,1.1969,0.73461,1.3806,1.0551,1.3061,0.84882
9.2011,1.4067,1.0513,1.1877,0.66711,1.3704,1.1139,1.2631,0.75956
9.3022,1.3894,1.2094,1.1008,0.78813,1.4729,1.1152,1.2745,0.87758
9.4033,1.5053,1.187,1.0652,0.65603,1.5185,1.1374,1.2075,0.786
9.5044,1.3631,1.1409,0.98814,0.71814,1.4965,1.1035,1.1913,0.73315
9.6056,1.4168,1.0868,1.029,0.67477,1.4086,1.0214,1.1857,0.76974
9.7067,1.3527,1.085,1.0883,0.68944,1.4327,1.046,1.1827,0.8495
9.8078,1.3994,1.162,1.0626,0.73991,1.3735,1.0817,1.1885,0.77781
9.909,1.287,1.1514,1.1579,0.65439,1.3351,1.0609,1.3176,0.88786
10.01,1.3139,1.2012,1.1518,0.72924,1.2952,1.1357,1.3665,0.86813
10.111,1.37,1.2249,1.2607,0.83873,1.3742,1.1703,1.3296,0.88294
10.212,1.3686,1.3182,1.1517,0.68688,1.3889,1.2877,1.3373,0.86834
10.313,1.3175,1.3809,1.2129,0.75165,1.3933,1.3068,1.2729,0.91339
10.414,1.328,1.3292,1.2207,0.78892,1.3786,1.3366,1.2188,0.99913
10.516,1.2932,1.3653,1.2656,0.83347,1.2908,1.1796,1.3223,0.89278
10.617,1.3466,1.3422,1.3185,0.77632,1.3045,1.2733,1.3518,0.97368
10.718,1.3186,1.2574,1.3122,0.67878,1.2936,1.2473,1.3096,0.94087
10.819,1.3499,1.213,1.3084,0.82206,1.3555,1.238,1.3148,0.95445
10.92,1.3793,1.2408,1.261,0.84804,1.3117,1.1751,1.268,0.86922
11.021,1.3275,1.3058,1.233,0.70033,1.3895,1.213,1.1881,0.85978
11.122,1.3164,1.2615,1.2132,0.76291,1.4102,1.1022,1.197,0.89399
11.223,1.3235,1.3016,1.1793,0.76526,1.3978,1.1889,1.2409,0.83121
11.324,1.3406,1.3286,1.2028,0.81641,1.3078,1.2531,1.2248,0.94513
11.426,1.3143,1.2986,1.2698,0.74874,1.2845,1.2325,1.2662,0.86612
11.527,1.249,1.2788,1.3311,0.76902,1.2836,1.2004,1.3788,1.0024
11.628,1.2833,1.3676,1.2721,0.79041,1.3236,1.1912,1.3933,0.78044
11.729,1.3342,1.2883,1.2931,0.75292,1.326,1.2137,1.2944,0.82974
11.83,1.3443,1.3783,1.3646,0.75649,1.4489,1.3517,1.3656,0.83372
11.931,1.35,1.3855,1.3417,0.68611,1.4091,1.4228,1.4054,0.81041
12.032,1.4614,1.4224,1.2848,0.68931,1.3989,1.2469,1.4275,0.84747
12.133,1.3771,1.3467,1.315,0.736,1.4578,1.3356,1.3854,0.79557
12.234,1.3626,1.4211,1.2773,0.70162,1.3895,1.2489,1.4564,0.80217
12.336,1.3814,1.4686,1.2838,0.70124,1.4754,1.3148,1.3686,0.78929
12.437,1.3778,1.3521,1.3299,0.73839,1.4362,1.2963,1.3928,0.7962
12.538,1.4551,1.3416,1.286,0.77818,1.473,1.2181,1.402,0.84408
12.639,1.4291,1.3354,1.2723,0.69959,1.4401,1.2673,1.3928,0.85016
12.74,1.4483,1.3488,1.1916,0.66176,1.4251,1.2784,1.3512,0.89866
12.841,1.4676,1.2998,1.2808,0.8011,1.4577,1.2349,1.4356,0.75528
12.942,1.4153,1.259,1.2951,0.65585,1.4043,1.1559,1.3431,0.79464
13.043,1.4609,1.3005,1.2142,0.66476,1.4745,1.2069,1.3236,0.85898
13.144,1.5247,1.2097,1.1519,0.6859,1.4079,1.1105,1.3309,0.76655
13.246,1.473,1.1387,1.1532,0.70121,1.4799,1.1154,1.2328,0.65651
13.347,1.5085,1.1761,1.1211,0.59753,1.4199,1.0103,1.2862,0.74673
13.448,1.4667,1.162,1.0514,0.65758,1.4728,1.029,1.1753,0.7528
13.549,1.439,1.1038,1.1609,0.66576,1.4725,1.1248,1.2418,0.7466
13.65,1.4719,1.1746,1.236,0.70227,1.5209,1.1244,1.3628,0.77801
13.751,1.4392,1.176,1.1901,0.67629,1.4842,1.057,1.2906,0.72581
13.852,1.4112,1.1462,1.1985,0.63253,1.4021,1.0679,1.3348,0.74967
13.953,1.3996,1.1236,1.1797,0.64838,1.3744,1.0899,1.3616,0.75355
14.054,1.3759,1.1721,1.1837,0.68406,1.388,1.0904,1.4166,0.72265
14.156,1.2668,1.1502,1.2481,0.65781,1.3961,1.1411,1.3862,0.72323
14.257,1.3281,1.2277,1.195,0.67955,1.2637,1.1145,1.4476,0.87854
14.358,1.2689,1.2029,1.2347,0.7085,1.246,1.1528,1.4963,0.88419
14.459,1.3521,1.3349,1.2495,0.67225,1.2407,1.2088,1.5141,0.807
14.56,1.2572,1.3225,1.2061,0.73832,1.2624,1.2661,1.4541,0.80923
14.661,1.3398,1.3655,1.2638,0.75285,1.2492,1.2715,1.3958,0.88213
14.762,1.3487,1.2818,1.1317,0.71631,1.2633,1.3059,1.3264,0.89707
14.863,1.3154,1.435,1.1968,0.65939,1.2944,1.2226,1.3807,0.77789
14.964,1.2949,1.5089,1.1942,0.63314,1.2861,1.3404,1.3329,0.84272
15.066,1.3202,1.4453,1.1997,0.70781,1.3204,1.3141,1.3273,0.74228
15.167,1.2492,1.542,1.1567,0.68917,1.3083,1.3591,1.2984,0.81172
15.268,1.3704,1.5057,1.2183,0.68508,1.3452,1.3963,1.2259,0.8114
15.369,1.4671,1.5655,1.1729,0.68301,1.4037,1.5005,1.2832,0.79515
15.47,1.4177,1.5161,1.1682,0.60671,1.4608,1.4539,1.19,0.79368
15.571,1.4066,1.6106,1.1457,0.69114,1.5101,1.5342,1.2814,0.80854
15.672,1.3842,1.5015,1.0982,0.62831,1.4532,1.4226,1.2151,0.801
15.773,1.354,1.4975,1.1536,0.68583,1.3746,1.4127,1.2188,0.70583
15.874,1.2793,1.4712,1.1655,0.63156,1.3587,1.4168,1.3226,0.86542
15.976,1.3524,1.4197,1.1395,0.69859,1.3371,1.2779,1.3246,0.9128
16.077,1.3892,1.4817,1.2055,0.62124,1.3659,1.4209,1.244,0.77035
16.178,1.342,1.4768,1.2089,0.73622,1.4383,1.3817,1.2644,0.82611
16.279,1.3878,1.4526,1.2589,0.69267,1.3275,1.3616,1.3179,0.84469
16.38,1.3049,1.4044,1.2188,0.64682,1.3687,1.4352,1.2765,0.80931
16.481,1.3991,1.4598,1.2233,0.58442,1.3964,1.3921,1.3503,0.7842
16.582,1.4168,1.428,1.2523,0.66571,1.4899,1.347,1.2496,0.70857
16.683,1.5498,1.6176,1.2729,0.66518,1.4745,1.3946,1.2426,0.74855
16.784,1.4944,1.495,1.1882,0.64942,1.4795,1.5799,1.2084,0.79809
