Time,xpos,ypos,ForVel,AngVel,LatVel,Motion,AbsHeading,ForVel_Conv,AngVel_Conv,LatVel_Conv,Motion_Conv,G2_Red_R,G3_Red_R,G4_Red_R,G5_Red_R,G2_Red_L,G3_Red_L,G4_Red_L,G5_Red_L,G2_Green_R,G3_Green_R,G4_Green,G5_Green_R,G2_Green_L,G3_Green_L,G4_Green_L,G5_Green_L,G2_R,G3_R,G4_R,G5_R,G2_L,G3_L,G4_L,G5_L,G2_avg,G3_avg,G4_avg,G5_avg
0.0,-0.0017827275,0.0037265999999999996,-0.000772925,0.00167182,-0.0026333675,0.005981025,1.030175,8.460325000000001e-05,0.00022332,-0.0004534275,0.0006840275,2917.0,1945.5,1666.1,1443.1,1091.5,1914.6,2128.5,2094.6,3504.3,3449.4,2301.0,998.43,1121.1,3934.4,2630.1,1361.9,1.2013,1.7731,1.381,0.69188,1.0271,2.0549,1.2357,0.65018,1.1142,1.9140000000000001,1.3084,0.67103
0.1,-0.0228645333333333,-0.0309876333333333,-0.0220105566666667,0.000985548333333333,3.77e-05,0.024812200000000003,1.03385,-0.000901276166666667,0.000538901666666667,-0.00194241666666667,0.00602658333333333,3081.9,2131.4,1790.9,1611.7,1239.9,2037.4,2381.2,2321.4,4204.1,3850.4,2439.4,1092.6,1383.7,4282.2,2862.3,1570.6,1.3641,1.8065,1.3621,0.67791,1.1159999999999999,2.1018,1.2021,0.67655,1.2401,1.9542,1.2821,0.67723
0.2,-0.0424165,-0.24978833333333303,-0.0242428166666667,0.11249466666666699,0.0353636666666667,0.122071166666667,0.667088333333333,-0.02514745,0.0222506033333333,0.0041903825,0.0536703333333333,3143.9,2098.3,1840.8,1558.2,1214.3,2133.8,2368.4,2375.2,4750.5,4006.8,2433.2,1149.0,1496.8,4496.2,2841.2,1625.1,1.511,1.9095,1.3218,0.73739,1.2327,2.1072,1.1997,0.68418,1.3719,2.0084,1.2607,0.7107899999999999
0.3,-0.19762616666666696,-0.5573916666666671,-0.0501018333333333,0.0943185,0.052146500000000005,0.12001266666666699,0.137467,-0.0792566666666667,0.1574915,0.0500253333333333,0.22387333333333304,3112.4,2142.0,1820.6,1522.6,1209.4,2070.9,2419.1,2366.4,5061.9,4076.4,2344.1,1190.5,1649.8,4648.1,2719.0,1688.4,1.6264,1.9031,1.2875,0.78186,1.3641,2.2445,1.124,0.71349,1.4952,2.0738,1.2057,0.74768
0.4,-0.4263033333333329,-0.726651666666667,-0.0223550666666667,0.0775335,0.0292978666666667,0.0885551666666667,0.4749583333333329,-0.159645,0.349536666666667,0.1298925,0.4593283333333329,3132.1,2090.1,1824.7,1547.5,1222.0,2104.3,2418.3,2310.4,5244.2,4029.3,2289.6,1339.3,1674.1,4578.3,2768.8,1788.6,1.6744,1.9278,1.2548,0.86541,1.37,2.1757,1.145,0.7741600000000001,1.5222,2.0517,1.1999,0.81978
0.5,-0.690126666666667,-0.8313950000000001,-0.0112447333333333,0.0576623333333333,0.0322414666666667,0.0707106666666667,0.925091666666667,-0.23565333333333302,0.5490566666666671,0.218993333333333,0.699628333333333,3133.2,2055.4,1812.5,1561.5,1215.5,2087.8,2357.8,2332.4,5281.8,4024.6,2259.2,1418.9,1709.2,4580.9,2807.4,1909.3,1.6858,1.9581,1.2465,0.90865,1.4062,2.1941,1.1907,0.8185899999999999,1.546,2.0761,1.2186,0.86362
0.6,-0.799676666666667,-0.919485,0.000863666666666668,0.0151837833333333,0.0204788333333333,0.035145499999999996,1.07116666666667,-0.28333333333333305,0.712043333333333,0.30414333333333304,0.90044,3144.1,2121.8,1810.6,1511.5,1229.8,2018.2,2352.4,2337.8,5357.5,3913.0,2309.7,1502.9,1734.9,4473.0,2884.7,2126.7,1.704,1.8442,1.2756,0.99434,1.4107,2.2163,1.2263,0.90969,1.5573,2.0302,1.251,0.9520200000000001
0.7,-0.8865299999999999,-0.992113333333333,0.0111793166666667,0.030875,0.0186209833333333,0.0424208333333333,1.23806666666667,-0.298013333333333,0.808848333333333,0.3687933333333329,1.03345166666667,3130.1,2045.9,1809.7,1498.8,1228.5,2076.6,2337.0,2272.6,5386.9,3769.4,2380.6,1538.4,1690.1,4320.5,2887.7,2177.4,1.7209999999999999,1.8424,1.3155,1.0264,1.3757,2.0806,1.2356,0.9580799999999999,1.5483,1.9615,1.2755,0.99225
0.8,-1.00986166666667,-1.0590000000000002,-0.00551836666666667,0.0323176333333333,0.0347294,0.057772500000000004,1.37965,-0.283925,0.8687,0.4159816666666671,1.12515,3169.2,2071.8,1820.5,1565.5,1223.9,2112.5,2382.8,2322.1,5360.4,3750.7,2322.6,1617.3,1700.0,4308.5,2856.9,2276.6,1.6914,1.8104,1.2758,1.033,1.3891,2.0395,1.199,0.9804,1.5402,1.9249,1.2374,1.0067
0.9,-1.28986666666667,-1.0266950000000001,0.0105698166666667,0.0759378333333333,0.0434630666666667,0.0945933333333333,1.78225,-0.26961333333333304,0.921618333333333,0.4708733333333329,1.21361666666667,3118.9,2019.7,1784.1,1553.0,1181.6,2028.6,2359.6,2280.6,5529.8,3631.2,2253.7,1675.4,1762.1,4287.3,2794.8,2232.7,1.7730000000000001,1.7979,1.2632,1.0788,1.4912,2.1134,1.1844,0.97901,1.6321,1.9557,1.2238,1.0289
1.0,-1.4952,-1.10918333333333,0.0303571166666667,0.0117031333333333,0.014953399999999999,0.054600499999999996,2.03561666666667,-0.24062333333333302,0.999915,0.536121666666667,1.3287,3179.5,2063.0,1840.1,1543.4,1250.5,2023.0,2413.7,2285.5,5341.6,3554.4,2238.5,1667.2,1775.7,4162.9,2715.7,2316.8,1.68,1.7229,1.2165,1.0802,1.42,2.0578,1.1251,1.0137,1.55,1.8903,1.1708,1.047
1.1,-1.6142833333333302,-1.26598333333333,0.0284236,-0.000915866666666666,0.0076765833333333295,0.0329248333333333,2.01105,-0.17638,1.02586666666667,0.570858333333333,1.41295,3102.2,2071.4,1809.1,1536.7,1250.6,2042.9,2375.4,2301.7,5295.1,3498.2,2491.4,1672.5,1707.8,4078.4,3184.0,2319.8,1.7069,1.6888,1.3772,1.0883,1.3655,1.9963,1.3404,1.0079,1.5362,1.8426,1.3588,1.0481
1.2,-1.7897666666666698,-1.4185833333333302,0.0426351666666667,0.02511335,0.015988,0.0566636666666667,2.10801666666667,-0.091209,1.00543666666667,0.58209,1.4564,3077.9,2043.2,1832.7,1532.7,1208.0,1998.4,2392.2,2297.4,5140.5,3403.9,2891.1,1671.1,1679.4,4007.1,3802.2,2340.5,1.6702,1.666,1.5775,1.0903,1.3902,2.0051,1.5894,1.0188,1.5302,1.8355,1.5835,1.0546
