T1,T2
8.8002,9.2002
28.534,28.901
39.034,39.284
40.734,41.018
50.718,51.051
54.635,54.968
57.218,57.518
62.718,62.968
64.035,64.268
65.035,65.385
75.068,75.502
94.202,94.452
104.29,104.62
108.72,109.05
112.9,113.14
113.97,114.39
117.47,117.94
118.52,118.9
120.45,120.9
132.4,132.69
136.07,136.37
149.6,149.84
150.64,150.85
152.72,153
158.55,159.04
162.65,163.14
174.14,174.34
178.32,178.54
182.8,183.09
183.74,184.12
192.04,192.35
199.62,199.87
202.8,203
204.09,204.45
209.14,209.37
210.89,211.15
213.04,213.34
215.87,216.22
220.84,221.05
224.89,225.24
227.89,228.21
229.32,229.61
234.37,234.72
237.22,237.71
244.06,244.32
249.17,249.37
262.11,262.46
269.52,269.86
271.14,271.46
272.32,272.56
277.52,277.74
278.76,279.22
288.14,288.52
290.82,291.29
292.87,293.17
295.39,295.67
