0,715.46,774.19,911.86,1124.4,728.02,909.05,1436.2,1484,561.21,751.59,522.37,404.26,632.84,811.35,826.61,507.77
0.10121,710.4,865.72,1059.3,1254.3,793.52,977.55,1655,1767.7,636,795.19,574.49,455.58,710.29,837.79,947.89,567.6
0.20242,743.56,893.84,1053.4,1232.4,864.83,985.09,1628.5,1778.6,637.1,803.58,583.04,434.54,747.65,911.03,923.48,576.3
0.30363,712.21,819.94,1055.1,1203.9,851.24,1014.8,1642.5,1783.3,694.8,920.06,586.07,446.91,794.91,958.57,886.44,565.43
0.40484,748.33,867,1058.7,1272.3,857.06,1029.2,1642.5,1785.3,738.64,935.8,579.5,464.3,837.93,966.59,905.56,575.32
0.50606,794.58,860.95,1025.9,1285.1,852.95,1010.5,1622.4,1731.5,712.85,945.58,565.89,422.97,840.99,992.02,841.8,593.63
0.60727,759.12,842.69,1094.6,1326.3,859.79,1002.7,1621.8,1781.9,731.73,869.49,554.44,434.57,818.74,1016.7,826.13,548.1
0.70848,735.53,867.24,1032.8,1338.4,836.17,1035.6,1667,1780.5,711.99,906.09,588.08,417.01,802.42,988.76,826.25,540.37
0.80969,783.47,870.72,1029.9,1252.1,854.18,1028,1649.6,1756.4,662.16,903.47,588.57,411.54,785.29,913.64,845.77,565.12
0.9109,776.44,910.99,1062.2,1275.9,893.48,1042.5,1667.3,1702.8,658.72,870.14,613.23,463.67,722.21,847.97,888.16,557.79
1.0121,739.46,830.01,1069.3,1248.3,844.19,1025.7,1682.7,1683.6,659.51,837.2,604.25,448.53,722.69,843.69,878.06,595.95
1.1133,777.85,904.6,1077.5,1194.7,839.86,1073.8,1670.9,1769.7,651.5,853.73,585.58,449.17,693.16,876.7,871.23,642.54
1.2145,736.71,902.04,1070.6,1231,821.44,991.15,1659.6,1816,627.48,795.26,613.57,503.3,697.48,871.52,928.8,619.06
1.3157,758.34,826.43,1047.8,1207.3,808.39,1056.9,1639.5,1695.1,622.2,788.08,612.98,504.46,696.55,890.2,913.75,674.76
1.417,775.56,917.15,1072.9,1291.9,829.8,1000,1617.7,1744.8,636.93,822.32,606.3,533.1,717.54,828.34,922.68,639.3
