T1,T2
5.45,14.75
15.35,23.75
25.667,32.133
34.567,35.983
39.133,50.783
51.967,71.517
72,74.317
74.833,81.917
82.467,83.133
83.683,84.333
88.4,91.417
92.717,119.08
119.62,121.42
121.95,124.28
124.97,125.73
127.3,133.63
135.43,146.05
146.6,156.13
156.78,160.6
161.28,162.38
162.98,166.08
167.82,181.75
182.37,184.15
184.82,185.67
186.17,189.87
190.35,197.08
197.63,202.48
203.02,206.73
207.82,209.93
210.53,218.48
219.02,220.42
221.02,225.7
226.22,228.85
229.6,239.9
240.45,241.12
244.27,263.27
263.87,273.32
273.87,274.07
278.25,278.95
281.48,288.15
289.28,289.87
290.65,292.9
294.18,298.62
