T1,T2
6.8667,7.3
10.75,10.983
13.033,13.4
17.7,17.933
19.7,20.067
27.95,28.283
30.783,31.183
40.767,41.033
41.733,42.033
45.733,46
47.883,48.1
63.833,64.283
67.517,67.817
75.133,75.433
80.783,81.05
101.77,101.95
108.72,108.97
112.05,112.3
115.92,116.22
142.27,142.55
145.27,145.57
146.9,147.15
154.03,154.35
170.43,170.8
172.18,172.52
175.08,175.57
179.7,179.97
192.52,192.83
196.27,196.52
197.82,198.17
210.77,211.15
211.8,212.18
217.72,218.03
221.32,221.62
229.82,230.25
258.28,258.6
264.03,264.43
265.28,265.63
267,267.42
295.68,296.02
297.48,297.7
