T1,T2
14.3,15.983
47.467,53.15
53.717,54.133
54.667,54.7
55.383,55.417
56.433,57.417
58.917,59.483
60.533,61.2
62.233,62.9
74.833,75.6
76.2,76.683
85.25,86.533
87.417,87.45
90.717,90.75
103.73,103.77
108.97,110.37
111.17,111.7
112.95,113.78
114.27,117.9
118.53,120.33
121.57,121.6
122.22,122.25
156.93,157.57
158.4,159.98
169.68,171.5
172.05,172.37
173.45,174.27
184.02,185.48
186.5,186.53
195.6,196.43
197.87,198.65
200.3,200.33
207.87,208.58
209.25,210.22
211.1,211.13
213.02,213.5
220.73,221.98
222.72,223.85
224.72,227.58
237.58,239.87
243.9,243.93
248.65,250.47
260.05,262.02
262.65,262.68
263.97,264
267.83,267.87
270.12,272.68
273.17,274.52
275.05,275.08
280.17,280.2
281.5,282.27
283.13,283.72
284.37,286.32
287,287.88
290.2,290.35
292.43,296.82
298.92,299.02
300.82,300.85
