T1,T2
2.15,2.2
4,4.5
5.3333,5.8
8.6833,8.7667
11.733,11.767
13.017,13.05
16.133,16.167
17.033,17.067
19.1,19.133
20.8,57.533
60.383,60.417
65.117,73.05
74.483,74.517
77.933,77.967
81.333,81.367
85.233,85.267
93.65,93.683
96.333,96.5
98.683,106.87
107.52,107.58
111.22,111.28
118.38,122.78
123.37,123.62
124.13,124.17
125.32,126.27
130.18,138.68
139.17,139.2
139.85,158.77
159.3,176.22
176.78,220.18
220.73,220.77
221.62,221.65
222.67,222.7
223.2,223.23
223.9,223.93
224.93,225.23
226.2,226.75
227.65,227.68
229.92,230.05
231.67,231.7
236.28,236.32
239.77,240.22
240.83,250.22
251.08,252.67
253.72,255.75
256.98,258.67
260.03,261
262.37,262.52
264.17,265.67
266.63,266.78
268.5,270.38
271.17,271.2
272.48,272.82
273.9,279.25
281.25,281.28
283.63,284.25
285.1,285.13
286.03,286.07
287.03,287.48
290.13,290.17
292.25,292.28
293.13,298.93
300.02,300.05
