T1,T2
5.5167,6
8.0833,8.6333
11.467,11.983
14.867,15.383
18.417,18.933
21.083,21.7
28.883,31.45
43.433,44.017
52.233,52.783
53.4,53.9
59.517,60.033
65.733,66.467
68.883,69.383
71.333,72.083
75.133,75.7
78.35,78.933
81.217,81.817
86.233,86.8
91.5,94.333
100.33,100.85
101.03,101.6
104.15,104.68
107.33,108.18
114.02,116.87
123.42,123.93
127.38,127.9
136.08,136.62
151.38,152.2
157.4,157.9
158.98,159.65
159.68,162.38
170.88,171.38
174.9,175.5
186.18,186.88
191.33,192.12
199.32,202.22
209.05,209.53
212.53,213.1
216.48,216.97
218.9,219.62
224.38,225.02
227.37,228.15
230.27,230.78
232.2,234.87
243.38,243.88
249.18,249.92
254.6,255.32
257.13,257.88
266.73,269.98
273.98,274.48
275.03,275.78
278.18,279.35
283.9,284.47
285.2,285.88
286.42,286.9
290.57,291.17
