,TIME,MOTION,FORVEL,ANGVEL,ABSANGVEL,G2,G3,G4,G5,G2_FROM_MOTION,G2_FROM_FORVEL,G2_FROM_ANGVEL,G2_FROM_ABSANGVEL,G3_FROM_MOTION,G3_FROM_FORVEL,G3_FROM_ANGVEL,G3_FROM_ABSANGVEL,G4_FROM_MOTION,G4_FROM_FORVEL,G4_FROM_ANGVEL,G4_FROM_ABSANGVEL,G5_FROM_MOTION,G5_FROM_FORVEL,G5_FROM_ANGVEL,G5_FROM_ABSANGVEL
0.0,0.0,0.18481321419513663,-0.18707287599007616,-0.9018070437089015,0.815621688814259,-3.2790559825995547,-0.33829834100442785,2.131411275185552,0.7058111183296549,,,,,,,,,,,,,,,,
0.1,0.1,1.182264117685474,0.28637429780588014,-1.4820014148456853,1.505570993110485,-3.2886083595291984,0.045107760626476534,1.824587221838655,0.2515564091405342,,,,,,,,,,,,,,,,
0.2,0.2,1.1350261366155083,0.15524766081330343,-1.6646876510576114,1.7228158473340003,-3.2312981107356378,0.09474654070663582,1.5198758032587734,0.5080778429536736,,,,,,,,,,,,,,,,
0.3,0.3,0.5880624451404527,0.3958930806610136,-1.0471954700984516,0.9885131345614023,-2.771903355242706,0.7566987903504192,1.1299994327311902,0.3781789393197631,,,,,,,,,,,,,,,,
0.4,0.4,0.1656895482864429,0.6314989987985324,-0.05078236314201492,-0.19639069101218154,-2.910492680885487,1.2383791213262347,0.8541331374031519,0.17584725856537983,,,,,,,,,,,,,,,,
0.5,0.5,-0.060038239560878746,0.5409412882981839,1.005295364447084,-0.4167553636551318,-2.5857649501700664,1.5218387916554972,0.5299365418314663,0.1167867257297314,,,,,,,,,,,,,,,,
0.6,0.6,-0.749919832958639,-0.5978412128143169,1.2210335560232157,-0.1602061405104169,-2.288085810906795,1.6297115591491922,0.35564454932311124,0.1418180621684522,,,,,,,,,,,,,,,,
0.7,0.7,-1.1849366494085227,-1.2012680434510037,0.9102572331602274,-0.5297717868143305,-2.0171238705290033,1.2710071670470813,0.12688248242454586,-0.06876013522410938,,,,,,,,,,,,,,,,
0.8,0.8,-1.3330343213400668,-1.2423787210898598,0.5638935817353082,-0.9273444224398035,-2.1064518147517153,1.473798184285927,-0.09451057939822971,-0.4035812866580582,,,,,,,,,,,,,,,,
0.9,0.9,-1.2555918244389674,-1.2257121904186152,0.3780775974625299,-0.7063777680668377,-1.6576276703706279,1.1557970339113384,-0.28712811803299115,-0.6505274127289515,,,,,,,,,,,,,,,,
1.0,1.0,-0.3049756174986064,-0.9923706672206352,0.10708947639044067,-0.3841270277849213,-1.243599902445482,1.3998651306667302,-0.3768234846869332,-0.4820018360051337,,,,,,,,,,,,,,,,
1.1,1.1,1.1891413593576898,0.06762197584399966,-1.6591924354114786,1.7162811058738605,-1.0304927299250313,1.2053192568194162,-0.4427597866506908,-0.7681295779555469,,,,,,,,,,,,,,,,
1.2,1.2,1.6213349213632553,0.7044727962312184,-1.9777071870161982,2.0950490536689834,-1.193553523027798,1.2519640167485082,-0.6128414775106085,-1.0182619452970079,,,,,,,,,,,,,,,,
1.3,1.3,1.2538797492092817,0.34125559226363894,-1.8445521982262179,1.9367052357184302,-0.975138546927824,0.8756268160367057,-0.6640470849346677,-0.9874953654099426,,,,,,,,,,,,,,,,
1.4,1.4,1.1627876661413392,0.554453143913243,-1.4912458172783734,1.5165641522039985,-0.9986831036456916,0.9257140084406074,-0.7905069133148539,-1.326139566856323,,,,,,,,,,,,,,,,
1.5,1.5,0.16800949530441345,0.018711532161500358,-0.334057816309861,0.1404717667438526,-1.3159658509578218,0.6159236555703168,-0.821589407584797,-1.3459692885373482,,,,,,,,,,,,,,,,
1.6,1.6,-0.7055724620936478,-0.3820837837138714,0.5995632233395154,-0.8992395489796206,-1.2658935073284718,0.1713226068201007,-0.713447183705048,-1.2436368372168187,,,,,,,,,,,,,,,,
1.7,1.7,-0.4272886616528018,-0.14568573028192514,0.9758993720486305,-0.45171217384388224,-1.0659471633370547,-0.03944967767044739,-0.7617038541628268,-1.3887900392337533,,,,,,,,,,,,,,,,
1.8,1.8,-0.7045269216281879,-0.6041651478960802,1.1675679613696823,-0.2237857815240191,-0.6163532759369993,-0.08493661478452391,-0.7950632964974554,-1.5838974709331977,,,,,,,,,,,,,,,,
1.9,1.9,-0.5395118109089904,-0.8471225978360303,1.2063805726167365,-0.17763101777586887,-0.37005253482581685,-0.04231286243199236,-0.9174961619260251,-1.583754527548758,,,,,,,,,,,,,,,,
2.0,2.0,-0.19681587665177885,-0.4166091377693618,0.9734205243678861,-0.45465994327748604,-0.5354053521692754,-0.13786131979801158,-0.7448595713559019,-1.5426681663206097,,,,,,,,,,,,,,,,
2.1,2.1,0.21029362236081542,-0.03610380607870418,-0.10920061581587687,-0.12692150138257385,-0.6095463276070625,-0.09646088496630705,-0.5820234662878044,-1.6684342643839951,,,,,,,,,,,,,,,,
2.2,2.2,0.48671992513546886,0.39114230361587915,-0.6634555510841227,0.532181423455905,-0.48983483361885904,-0.48338043632919625,-0.6184336735274166,-1.7730475660317853,,,,,,,,,,,,,,,,
2.3,2.3,1.0061494737821473,0.9643937747598224,-0.9688050094169792,0.895293609344927,-0.39877004465490024,-0.5743995507829847,-0.6028087437728277,-1.604050126055448,,,,,,,,,,,,,,,,
2.4,2.4,1.0954135637872555,1.0609601622619989,-1.0338363019041779,0.9726268225595192,-0.8461125438813716,-0.45079336942750026,-0.6562752732804864,-1.8650573341760315,,,,,,,,,,,,,,,,
2.5,2.5,1.3446778958604608,1.2236263826995417,-1.344211391440162,1.3417153345294948,-0.8799927270020942,-0.4063255671257664,-0.5820442064507366,-1.777495367726004,,,,,,,,,,,,,,,,
2.6,2.6,1.4775585906248332,1.2026405633685797,-1.7254861804996284,1.7951155888991657,-0.8303789254678751,-0.06912492061405331,-0.6739769758039359,-1.8047827502126177,,,,,,,,,,,,,,,,
2.7,2.7,1.29996240768638,1.2024552775690256,-1.5988752380608107,1.644553749630033,-0.2328328467565575,-0.517020245041702,-0.662694369821606,-1.9149353005834808,,,,,,,,,,,,,,,,
2.8,2.8,1.2523559353292466,1.392125821607361,-0.8417156153318698,0.7441628100911403,-0.08549509004908389,-0.10629112054598337,-0.5080361535867352,-1.9595653635140928,,,,,,,,,,,,,,,,
2.9,2.9,1.7811393682908907,1.634717974532483,-0.5983763196009484,0.45479120266149575,-0.031585797138152114,-0.16156816079688013,-0.2811342464503682,-2.0757893591958796,,,,,,,,,,,,,,,,
3.0,3.0,1.523240724607104,1.3623209643440923,-0.8991279106256591,0.8124357461390855,-0.2624968927050245,-0.17202059124592084,-0.39416489465234866,-1.9988543473967653,,,,,,,,,,,,,,,,
3.1,3.1,1.2133357197810801,1.5050959067889451,-1.0438842866432587,0.984575577020416,0.1806983301395019,-0.12642730817734082,-0.55929376548632,-1.9229685764115845,,,,,,,,,,,,,,,,
3.2,3.2,0.3576973863116689,0.9945342745353984,-0.27152940968736405,0.06611490843201545,0.07703537988763322,-0.24122207109534555,-0.7231249011385947,-2.0558087713838455,,,,,,,,,,,,,,,,
3.3,3.3,-0.05899416340565262,0.7047690146473224,0.23507760133752037,-0.5363265701424216,-0.07867822406427831,0.21952431967981997,-0.8067219649231426,-2.0683304172318717,,,,,,,,,,,,,,,,
3.4,3.4,-0.27036291146790553,0.23306293363214234,0.738053048016516,-0.7345517082465427,0.13561785134120005,0.37873617853922265,-0.8213696702209204,-1.7970733822232128,,,,,,,,,,,,,,,,
3.5,3.5,-0.17468860642191872,0.35572086425769806,0.6901728067571962,-0.7914894187618606,0.15948877416573365,0.5911531417108945,-0.6199159000870843,-1.779794873484564,,,,,,,,,,,,,,,,
3.6,3.6,0.6901432913055987,0.9531126668821841,0.005032904742964777,-0.26276449117659295,0.15675951297793683,0.6113075515235167,-0.6378468980885769,-1.6915863153439947,,,,,,,,,,,,,,,,
3.7,3.7,0.9577748117500499,0.9186476960567295,-0.9779556558064676,0.9061752766350079,-0.009107499830730488,0.7171925091197839,-0.5784095614225979,-1.9068886591137804,,,,,,,,,,,,,,,,
3.8,3.8,1.2828963463752512,0.8698430597327106,-1.2552892263668458,1.2359718303161715,0.34853148642635245,0.5050549925596631,-0.5723165498023687,-1.570102454742294,,,,,,,,,,,,,,,,
3.9,3.9,1.2191872885644177,1.2113055330295055,-1.1200288506758667,1.0751243510068007,0.5167824814212248,0.6917530730816257,-0.6639598496330215,-1.6509803776402259,,,,,,,,,,,,,,,,
4.0,4.0,0.8845105000438892,1.333443896327571,-0.6356193832771287,0.49907950870433876,0.5173204684658744,0.7867943675786794,-0.8441081607426333,-1.8467199284879774,,,,,,,,,,,,,,,,
4.1,4.1,0.5632025452394456,1.037373577865552,-0.03674426812314706,-0.2130843619158394,0.9222125216245144,0.8015036893690338,-0.7406287157847024,-1.5676150667200146,,,,,,,,,,,,,,,,
4.2,4.2,0.9812714784331055,1.4714782796836654,-0.3443190133329557,0.15267406669629674,0.49676746787993903,0.7938525355388895,-0.7373110689848438,-1.6182162117550167,,,,,,,,,,,,,,,,
4.3,4.3,1.2312791652211048,1.5371202895679155,-1.0880500575628476,1.03709615363334,0.2561117621538861,0.6361397684029729,-0.4303459498503294,-1.4738095455537956,,,,,,,,,,,,,,,,
4.4,4.4,1.3346750572693016,1.4550298250601834,-1.4289570050140223,1.4424922121349775,0.632103426869657,0.6295622804622201,-0.3666573967711022,-1.5721180841844933,,,,,,,,,,,,,,,,
4.5,4.5,1.4971647204631418,1.905505434246443,-1.3600138435935947,1.3605071246809106,0.21636041533259334,0.35698027818937994,-0.32397365938261313,-1.4585669987276009,0.08886989766424754,-0.23589340521871585,0.15326567254232018,0.5088185438901411,1.2173773836981363,1.4070959916396575,0.9496120700433581,0.6803913322072441,0.4914954559613409,0.7962855159900118,0.25834170201189444,-0.021108273433498914,-0.030018896160074984,-0.08427597702586467,-0.2156452231495737,-0.07038301314287305
4.6,4.6,1.2324876959575521,1.7912576245613732,-0.9418177901059294,0.8632012380382793,0.07426895115928493,0.5466268703219601,-0.5570180898649464,-1.4720173983280513,0.10398852877319865,-0.19173276321503108,0.0875266788531186,0.4347521636471912,1.1246402270419078,1.391512393892907,0.9224992669202928,0.6015751748580583,0.4147860734105947,0.8103604107564705,0.3048784833522683,0.0002704818829863207,-0.06593760774905136,-0.12085212097620782,-0.19307142751803377,-0.04970009402777873
4.7,4.7,0.45389530377684983,1.1689945178874923,-0.10253876397907086,-0.13484357072482403,-0.13181655616267118,0.5018149410995989,-0.30346814628951635,-1.6683862388271655,-0.027175024374304003,-0.29466496872654624,0.09442629748826999,0.3184021941342787,1.0741992817754955,1.4164139983377626,0.9250451594134103,0.5458046698482597,0.4949114883710252,0.900082433022397,0.37134106288591356,0.09593340436355287,-0.017129690066985608,-0.06115943947173722,-0.1837764951620097,-0.017945721482459147
4.8,4.8,0.19585357871948347,0.7233978345300653,0.09566407258665227,-0.37054028893000607,-0.27504958831346527,0.4605916808710689,-0.1963174846508447,-1.600294491494075,-0.18289842387436595,-0.4541593863974246,-0.03182317887819236,0.17942647934406938,1.0030064283745777,1.3151865388859982,0.9286698129279368,0.5491504164022178,0.6343273263974191,0.9423379584286775,0.5229788572067405,0.2359034110674563,0.04193148030707279,-0.08767771733017823,-0.0921848434182485,0.03029243749889303
