T1,T2
2.8,3.6333
21.333,24.45
29.183,29.933
45.717,46.283
46.983,47.533
59.183,60.517
65.383,66.117
68.783,69.3
71.217,71.933
91.617,92.217
115.88,116.4
117.87,118.4
122.22,125.73
139.65,141.43
141.48,143.9
146.3,148.8
167.22,167.72
176.22,177.6
180.82,181.5
184.05,184.85
186.87,187.45
188.3,188.88
193.18,193.77
198.27,198.83
206.27,207.13
207.17,209.8
225.72,226.23
230.23,230.83
234.27,234.92
239.27,242.33
258.25,259.82
261.93,263.02
270.82,271.32
280.75,281.48
284.22,284.7
286.58,287.08
295.83,299.38
