T1,T2
0.88333,1.65
2.4333,3.3667
5.8333,6.8
11.033,11.817
11.933,15.483
20.133,24.633
26.95,27.55
28.983,29.5
31.383,31.867
37.333,37.85
38.467,42.317
51.583,52.417
52.65,54.3
60.85,64.5
69.3,70.567
74.85,75.367
77.883,82.817
86.417,86.967
87.833,88.367
89.933,93.283
96.633,99.533
107.98,112.53
115.37,118.42
129.58,130.32
133.75,136.92
140.72,142.83
148.1,148.65
151.1,151.88
155.85,158.78
168.32,169.3
171.08,171.67
172.42,173.08
175.98,176.53
177.43,178.05
179.17,180.28
183.65,184.45
185.1,188.83
200.22,205.68
209.53,210.05
217.02,218.13
219.22,220.08
231.37,234.9
238.3,238.95
245.37,245.97
246.6,247.28
252.22,255.77
263.62,264.27
265.57,266.38
270.6,271.08
272.52,276.82
285.48,286.08
289.2,289.95
290.58,291.15
295.73,299.37
