T1,T2
3.6333,15.517
16.083,22.116
22.6,29.633
30.116,39.3
40.2,46.833
47.366,55.666
59.983,68.416
68.949,85.599
105.65,111.73
112.43,119.1
132.67,165.08
165.62,169.9
170.42,179.38
183.6,189.07
204.02,208.88
209.48,213.97
218.13,223.26
232.13,239.13
252.96,257.68
258.33,262.51
269.88,277.01
280.78,295.6
