T1,T2
0,6.9333
7.8,7.8333
8.65,9.5
13.683,14.9
17.283,33.183
33.717,42.8
43.767,59.767
60.5,79.15
79.667,90.183
95.967,99.05
102.08,107.8
108.37,133.2
133.87,136.05
140.8,140.83
141.7,143.67
144.53,162.08
162.73,162.83
164.12,164.15
164.98,165.5
166.57,166.6
167.15,170.7
171.18,171.88
172.62,190.47
191,191.07
192.35,192.83
194.32,194.35
197.07,198.93
199.53,199.77
200.35,200.38
200.97,223.08
226.6,226.72
227.23,227.27
228.67,228.7
229.27,230.95
231.58,232.22
232.72,233.97
234.55,242.57
243.1,244.35
244.98,246.15
247.6,247.63
251.2,253.13
254.32,254.85
255.43,258.03
258.62,263.58
264.22,264.25
268.72,271.28
271.95,272.75
273.72,274.78
275.28,281.93
288.63,291.02
291.82,292.08
294.83,294.87
