Start,Stop
2.0999,2.3832
4.0665,4.4332
4.9498,5.2498
12.383,13.55
15.466,16.499
16.983,17.249
19.849,25.416
25.999,26.466
28.166,28.816
33.282,34.365
34.982,35.632
36.799,39.415
39.949,40.782
41.282,42.365
43.132,44.015
44.665,45.198
46.615,46.648
47.482,48.265
49.065,49.098
49.998,54.465
55.398,55.431
56.765,57.098
58.215,58.665
60.698,63.431
63.948,65.031
66.248,67.281
68.314,71.597
72.331,72.797
74.364,74.447
75.181,77.631
78.614,78.647
79.247,82.014
84.097,84.13
90.83,91.33
91.88,96.097
96.863,108.05
109.56,109.6
111.73,111.8
112.73,117.15
117.86,118.1
118.65,118.7
120.4,122.01
122.71,127.93
128.43,137.05
137.7,138.43
139.23,141.38
141.94,141.99
144.61,145.16
146.33,153.79
155.26,155.29
157.01,157.46
158.06,158.09
159.73,159.76
167.68,167.71
173.86,173.89
204.69,205.83
206.76,207.03
208.24,214.41
215.01,220.93
221.54,222.71
223.81,224.34
225.34,233.04
234.07,234.77
235.96,249.74
250.34,256.99
259.24,259.31
261.49,261.52
262.37,270.39
271.06,286.01
286.56,289.29
289.97,291.92
293.36,293.39
294.76,294.79
297.24,299.94
300.87,300.91
301.56,301.94
