T1,T2
3.35,3.6333
13.567,13.817
48.883,49.267
50.967,51.317
53.95,54.2
60.683,60.917
68.783,69.15
81.117,81.4
87.95,88.333
94.55,94.883
96.3,96.767
101.12,101.48
104.97,105.3
108.1,108.5
109.7,109.9
112.12,112.42
115.42,115.82
118.07,118.37
133.65,134.02
138.18,138.53
141.37,141.73
150.15,150.55
151.8,152.17
166.12,166.37
167.68,167.98
171.1,171.48
174.13,174.5
180.98,181.3
182.42,182.85
183.87,184.17
194.5,194.8
198.83,199.32
201.68,202.1
211.85,212.17
213.88,214.28
218.63,218.95
225.08,225.38
227.85,228.28
229.53,229.95
231.75,232.13
232.85,233.15
237.9,238.18
242.78,243.2
244.58,244.9
246.13,246.53
247.45,247.87
249.58,249.83
252.73,253.18
265.92,266.37
273.55,273.92
290.63,290.83
293.53,293.83
