PREDICTORS,TRIAL_0,TRIAL_1,TRIAL_2,TRIAL_3,TRIAL_4,TRIAL_5,TRIAL_6,TRIAL_7,TRIAL_8,TRIAL_9,TRIAL_10,TRIAL_11,TRIAL_12,TRIAL_13,TRIAL_14,TRIAL_15,TRIAL_16,TRIAL_17,TRIAL_18,TRIAL_19,TRIAL_20,TRIAL_21,TRIAL_22,TRIAL_23,TRIAL_24,TRIAL_25,TRIAL_26,TRIAL_27,TRIAL_28,TRIAL_29,TRIAL_30,TRIAL_31,TRIAL_32,TRIAL_33,TRIAL_34,TRIAL_35,TRIAL_36,TRIAL_37,TRIAL_38,TRIAL_39,TRIAL_40,TRIAL_41,TRIAL_42,TRIAL_43,TRIAL_44,TRIAL_45,TRIAL_46,TRIAL_47,TRIAL_48,TRIAL_49
ForVel,0.08005544794130148,0.0860261438860701,0.10891184349807093,0.12828207611763576,0.10036209120470152,0.12446395968583679,0.07556623148917485,0.09877044695482418,0.09122668557067437,0.06041566585899971,0.10998174615127942,0.08979904724639354,0.011653442950147919,0.05665091622122209,0.0713103348787586,0.10949165143856908,0.07003895743367183,0.11332990608735527,0.019548300877707866,0.0959296891093987,0.07568673276154614,0.08973900480555108,0.12031964319297339,0.06469557450154928,0.03769626069333676,0.07509500884889786,0.1353209607130773,0.11789198587957561,0.05831891414800061,0.09465922990350017,0.06582453338820404,0.07161892766086675,0.06884255147732732,0.07220292369249459,0.11013554868521924,0.057078869561529855,0.11694881352482,0.11457252193101297,0.10460236605258055,0.14737537067623196,0.08110409936260643,0.06341656944492902,0.1179853579657819,0.07965694032424309,0.01248611813610323,0.0979900351612164,0.08812042674600273,0.08017607316496167,0.059287422868257056,0.0019021336767615082
AbsAngVel,0.043626791451973346,0.027627023683053253,0.027833424817887087,0.04243015772037528,0.017404090643173387,0.021957984721334367,0.022038432565727576,0.008449230771877647,0.025433335594519324,0.01965926657932915,0.021362001489951047,0.019378674757947523,0.025012275797208106,0.034345981041235873,0.025449594709165302,0.015182475848678822,0.026129365839739238,0.02145571491108289,0.01646668028278986,0.02247051003911027,0.03324278135268788,0.024630378160731548,0.031082309901868,0.030017860627234993,0.01534882620018485,0.022894943127340972,0.036121322045512216,0.035148422695795545,0.020114921609014735,0.01869154610198731,0.014729541015193637,0.03685730871313386,0.022616809648736136,0.03670622071453866,0.021597873868027695,0.021909366878440806,0.0252408494303904,0.032287166580143745,0.03616147077085197,0.031841949817533965,0.015721617634318896,0.026693404861382164,0.03666943873474526,0.02077131509923269,0.027098143670091668,0.03537642450785583,0.03305142442961018,0.011160734114322612,0.009856095637004514,0.024506724917580547
Motion,0.0014660069710986656,0.016698822664145685,0.004228938353297074,0.02095720601219042,0.015511475441145504,0.025247646355005093,0.00808993669666025,0.0078062868555137666,0.013510508315258352,-0.0013248545800923495,0.022704075955963354,0.012656247900679762,0.0014829518001570063,-0.008671364979490948,0.005154286794851304,0.016681761383331772,0.0038187938985513314,0.024165811890997646,-0.010392818998998576,0.002732978669048536,-0.01882906235995563,0.020981248429861155,0.006906172818093248,-0.008556701205998607,0.007719415561268539,0.014721779828044011,0.004347002951015422,0.015123096765854105,0.01737311206419956,0.0055558869252746446,0.008534755018077211,-0.00382813834249629,-0.005622550625210776,-0.0009440099778530442,0.017964007110114255,0.011045186373336069,0.028350052815505067,0.014186888147333265,0.01515092101636717,0.02422140758872071,0.016600957084552448,0.025160944095241278,0.00855485502233766,0.00840077625457103,-0.011350926591501498,-6.611988607496677e-05,0.016473882917434568,0.010462605900457,0.021428886211851572,-0.020100473512952854
ALL,0.0939640331838385,0.10488762588862999,0.12066489074221831,0.14384662853887786,0.12225133167375847,0.14700832853959833,0.09755464378235201,0.12045900582927693,0.11526993820635957,0.07813820183585174,0.11948957049972075,0.10813085390034939,0.029869936015604948,0.08241611402098159,0.08504105687006058,0.11762710600282343,0.09032704095889388,0.1300318397346184,0.036441255822154406,0.11585171627128588,0.08955909732551304,0.11449822548596056,0.14293942045924934,0.08742306977542946,0.050618600774871014,0.09176108594092636,0.16130770817040696,0.142297018699591,0.07687468245312745,0.10127364292341258,0.08263796685226554,0.10066787342930006,0.08702225972814692,0.08437538265090472,0.12518667458839472,0.08729649340581203,0.12535661252676877,0.14635211939719928,0.12935245098832882,0.153626543402008,0.09614297666750249,0.0882391235496055,0.13727366256887263,0.10770063309612743,0.04193712114155146,0.13119339706478816,0.1015118234584147,0.09603616335554688,0.07747343267399766,0.016929401682431955
