T1,T2
12.1,12.533
15.533,15.933
24.183,24.517
29.383,29.733
55.283,55.733
72.1,72.383
76.7,77.05
82.4,82.567
83.267,83.5
84.55,84.9
86.583,87.017
93.917,94.333
97.733,98.05
106.47,106.82
115.35,115.7
122.82,123.28
132.28,132.7
134.82,135.17
144.07,144.43
147.8,148.03
152.63,153
155.42,155.82
156.6,156.8
168.55,168.88
171.27,171.73
174.25,174.52
183.7,184.03
190.75,191.22
212.77,213.07
213.97,214.32
217.68,217.9
242.58,242.82
245.3,245.72
251.1,251.3
252.1,252.37
261.52,262
277.52,277.88
279.98,280.35
282.38,282.85
288.57,288.95
295.9,296.25
