T1,T2
0,11.45
16.233,26.6
27.967,28
28.983,29.017
30.017,38.983
42.433,53.067
54.317,58.35
61.883,72.183
76.5,84.55
87.05,95.233
96.417,106.18
109.35,118.15
120.73,137.3
138.12,138.15
138.75,138.97
139.77,139.8
141.95,151.8
152.4,156.37
157.78,160.87
162.38,165.8
169.2,183.22
184.38,187.48
190,190.03
191.6,200.23
200.93,206.13
206.85,206.88
207.73,207.77
208.98,220.75
224.35,240.2
241.3,241.4
242.33,242.37
243.9,256.63
257.22,257.25
257.83,257.92
259.67,270.87
271.47,271.53
272.55,272.83
273.65,299.87
