0,0.91573,1.3531,1.7911,0.83114
0.1,0.98632,1.4883,1.764,0.859
0.2,1.0625,1.4939,1.6533,0.82469
0.3,1.0253,1.5511,1.6283,0.80214
0.4,1.1012,1.5817,1.5186,0.79933
0.5,1.1203,1.5927,1.4517,0.83501
0.6,1.1686,1.5693,1.4035,0.81051
0.7,1.1214,1.5101,1.3237,0.77902
0.80001,1.1355,1.5376,1.2527,0.8403
0.9,1.1645,1.403,1.2886,0.85967
1,1.0842,1.4524,1.2923,0.80469
1.1,1.0994,1.3343,1.3186,0.79624
1.2,1.0814,1.34,1.299,0.8349
1.3,1.0317,1.3499,1.3052,0.86437
1.4,1.095,1.2562,1.341,0.8623
1.5,1.0528,1.2919,1.3173,0.89222
1.6,1.0623,1.2658,1.355,0.87916
1.7,1.0354,1.2813,1.3487,0.87107
1.8,1.0183,1.2197,1.3749,0.86985
1.9,0.98012,1.1831,1.3619,0.87884
2,1.0762,1.2404,1.3371,0.92381
2.1,1.0629,1.258,1.2644,0.88351
2.2,1.0579,1.2683,1.2624,0.88048
2.3,1.1076,1.213,1.3365,0.84547
2.4,1.0973,1.2223,1.3311,0.87533
2.5,1.1023,1.1814,1.3177,0.87137
2.6,1.0378,1.1372,1.4047,0.91345
2.7,1.0536,1.172,1.2907,0.90617
2.8,1.0635,1.1981,1.3156,0.90232
2.9,1.0623,1.2159,1.2988,0.88698
3,1.0227,1.1599,1.3493,0.85657
3.1,1.0349,1.1804,1.3187,0.89201
3.2,1.0783,1.1775,1.3333,0.89133
3.3,1.0215,1.245,1.2883,0.91149
3.4,1.0467,1.1842,1.2587,0.88064
3.5,1.0758,1.153,1.2152,0.92385
3.6,1.061,1.1977,1.238,0.91688
3.7,1.0834,1.1873,1.2342,0.90542
3.8,1.0028,1.1212,1.2315,0.893
3.9,0.98919,1.1435,1.1779,0.90086
4,0.97556,1.117,1.183,0.84429
4.1,1.0124,1.1449,1.2343,0.84167
4.2,0.98856,1.0696,1.2967,0.85218
4.3,0.97636,1.0987,1.3027,0.84706
4.4,0.99623,1.0912,1.3729,0.82374
4.5,0.94627,1.0672,1.3906,0.83879
4.6,0.93506,1.0291,1.3524,0.80144
4.7,0.92615,0.98437,1.5096,0.79096
4.8,0.91396,0.98601,1.6454,0.8076
4.9,0.82167,0.99868,1.7294,0.83002
5,0.77391,0.97264,1.8188,0.8043
5.1,0.73108,1.003,1.7671,0.87577
5.2,0.80969,0.98434,1.7881,0.78757
5.3,0.77884,0.95992,1.758,0.83285
5.4,0.77706,0.9317,1.7482,0.82197
5.5,0.80171,0.94649,1.7386,0.81314
5.6,0.8266,0.9053,1.6828,0.81322
5.7,0.85878,0.98905,1.6058,0.8224
5.8,0.83756,0.98251,1.6442,0.79852
5.9,0.88604,0.98828,1.6067,0.78217
6,0.8617,1.0032,1.5609,0.76639
6.1,0.87973,1.0317,1.5714,0.78309
6.2,0.9308,1.0319,1.4929,0.78007
6.3,0.90918,1.0278,1.4708,0.77127
6.4,0.95069,0.98834,1.4246,0.83361
6.5,0.93634,0.9361,1.4303,0.8545
6.6,0.99303,0.9607,1.4894,0.84259
6.7,1.0265,0.94706,1.4628,0.86111
6.8,1,1.0657,1.4346,0.88175
6.9,1.0121,1.1085,1.4063,0.83865
7,1.0092,1.0217,1.4232,0.82971
7.1,1.0704,1.0105,1.3562,0.81321
7.2,1.0705,1.0522,1.4404,0.8321
7.3,1.0534,0.97636,1.4482,0.80989
7.4001,1.0534,1.0052,1.4114,0.8655
7.5001,1.0721,1.0354,1.4041,0.80271
7.6001,0.99562,1.058,1.5361,0.86868
7.7001,0.9663,1.0357,1.6183,0.83002
7.8001,0.98601,1.03,1.6369,0.77395
7.9001,0.98555,0.94474,1.6233,0.73195
8.0001,0.99625,0.9524,1.5939,0.77998
8.1001,0.93949,0.96901,1.5305,0.73842
8.2001,0.9766,0.93309,1.5833,0.76467
8.3001,0.98254,0.91075,1.5774,0.79206
8.4001,0.96018,0.93088,1.6058,0.75814
8.5001,0.97729,0.98558,1.5779,0.84159
8.6001,0.92108,1.0016,1.6226,0.78339
8.7001,0.97172,0.99796,1.6798,0.85712
8.8001,0.94027,0.99252,1.7586,0.81529
8.9001,0.9545,1.0324,1.7254,0.81814
9.0001,0.94111,0.99557,1.6891,0.81304
9.1001,0.96056,0.92747,1.5949,0.81797
9.2001,0.93659,0.94449,1.5989,0.79955
9.3001,1.03,1.0168,1.5439,0.77169
9.4001,0.98166,0.99549,1.4994,0.82183
9.5001,0.99137,1.0164,1.509,0.80965
9.6001,1.0536,1.0808,1.434,0.7931
9.7001,1.0521,1.0802,1.3553,0.80835
9.8001,1.081,1.1037,1.35,0.75715
9.9,1.0597,1.1346,1.3084,0.76034
10,1.1337,1.1456,1.3244,0.77193
10.1,1.0727,1.0878,1.2425,0.77576
10.2,1.0712,1.0204,1.2575,0.80409
10.3,1.0516,1.039,1.2292,0.82058
10.4,1.0875,0.98031,1.2287,0.7921
10.5,1.0461,0.99664,1.1784,0.81109
10.6,1.0746,0.99588,1.1885,0.85081
10.7,1.0402,1.0059,1.1597,0.81046
10.8,1.074,0.98701,1.2714,0.78222
10.9,1.0135,0.99128,1.2893,0.81267
11,0.9287,0.91284,1.2882,0.81033
11.1,0.98919,0.95629,1.3265,0.82298
11.2,0.97008,0.92933,1.3811,0.7745
11.3,0.92575,0.95007,1.4281,0.80994
11.4,0.94348,0.91362,1.5595,0.85151
11.5,0.87762,0.93696,1.6575,0.85539
11.6,0.80249,0.86717,1.6782,0.84413
11.7,0.78433,0.88464,1.7133,0.85386
11.8,0.90576,0.89657,1.6292,0.80666
11.9,0.91597,0.94876,1.5515,0.77609
12,0.9155,0.9835,1.6025,0.74058
12.1,0.85697,0.95556,1.5344,0.73578
12.2,0.89856,0.95237,1.5248,0.72923
12.3,0.91177,0.9517,1.4928,0.67964
12.4,0.92098,0.97583,1.4692,0.75512
12.5,0.96965,0.97116,1.5095,0.72567
12.6,0.94468,0.98073,1.4686,0.70812
12.7,0.90417,0.98618,1.4742,0.7323
12.8,0.94252,0.95815,1.4574,0.72312
12.9,0.95187,0.93172,1.4328,0.71241
13,0.95306,0.97986,1.4065,0.69573
13.1,0.95142,1.0385,1.3459,0.6658
13.2,0.9475,0.98802,1.3797,0.73578
13.3,0.90341,0.95476,1.5835,0.71332
13.4,0.90677,0.94362,1.6556,0.78397
13.5,0.87746,0.96345,1.7168,0.82032
13.6,0.90458,1.022,1.6925,0.82122
13.7,0.84444,0.99395,1.6711,0.79635
13.8,0.87599,0.98492,1.6572,0.86243
13.9,0.85333,1.0141,1.6069,0.80121
14,0.88094,1.066,1.5044,0.81469
14.1,0.90174,1.0289,1.5328,0.78464
14.2,0.95155,1.0383,1.5036,0.85032
14.3,0.94719,1.0478,1.4405,0.76798
14.4,0.96505,1.0638,1.3781,0.75177
14.5,0.96524,1.0865,1.3556,0.78379
14.6,1.0147,1.1088,1.3759,0.72289
14.7,0.99415,1.0875,1.3746,0.74178
14.8,1.0248,1.1607,1.3141,0.73736
14.9,1.0182,1.116,1.3365,0.72367
15,0.99333,1.1096,1.3268,0.7323
15.1,1.0407,1.1694,1.2823,0.76333
15.2,1.0544,1.1658,1.2567,0.74519
15.3,1.0469,1.1322,1.2407,0.74594
15.4,1.021,1.1611,1.2474,0.77685
15.5,1.0252,1.1308,1.342,0.77825
15.6,1.0053,1.152,1.4361,0.82235
15.7,1.0728,1.1304,1.4689,0.84563
15.8,0.96375,1.124,1.5023,0.90064
15.9,0.95619,1.0456,1.5044,0.85101
16,0.93424,1.1225,1.4746,0.93136
16.1,0.96109,1.0936,1.4754,0.89915
16.2,0.9541,1.1294,1.4786,0.87156
16.3,0.93162,1.0676,1.4422,0.89553
16.4,0.97218,1.1045,1.4085,0.85669
16.5,0.97175,1.0666,1.3708,0.85674
16.6,0.96421,1.0563,1.429,0.87111
16.7,0.91654,0.95778,1.4672,0.86089
16.8,0.87378,1.0082,1.4792,0.87302
16.9,0.97458,1.0638,1.4429,0.9028
17,0.87969,0.99039,1.4278,0.88934
17.1,0.91638,0.96535,1.4493,0.84876
17.2,0.91662,0.97129,1.5363,0.88746
17.3,0.85092,0.98142,1.557,0.84218
17.4,0.86279,0.92502,1.5325,0.80932
17.5,0.90839,0.91293,1.5403,0.85512
17.6,0.87036,0.90024,1.5636,0.82033
17.7,0.94029,0.92171,1.5408,0.8696
17.8,0.8835,0.94005,1.5735,0.84295
17.9,0.97632,0.88925,1.6119,0.93048
18,0.92171,0.90687,1.5941,0.90427
18.1,0.89593,0.87066,1.5565,0.86777
18.2,0.90189,0.92204,1.5751,0.85061
18.3,0.83974,0.91981,1.5646,0.88114
18.4,0.8341,0.8636,1.5524,0.84288
18.5,0.82236,0.85655,1.5321,0.87853
18.6,0.89871,0.81856,1.5331,0.87007
18.7,0.84298,0.85939,1.6101,0.87764
18.8,0.88217,0.86145,1.6091,0.86336
18.9,0.90631,0.81748,1.6457,0.86914
19,0.9228,0.87705,1.5578,0.83956
19.1,0.9018,0.88221,1.5716,0.83701
19.2,0.92264,0.88579,1.5096,0.82168
19.3,0.88945,0.91245,1.472,0.80496
19.4,0.9422,0.88236,1.4476,0.81042
19.5,0.95778,0.85907,1.468,0.85121
19.6,0.88514,0.87233,1.5308,0.80016
19.7,0.81164,0.81779,1.4983,0.82827
19.8,0.87703,0.85373,1.4674,0.82139
19.9,0.94048,0.86218,1.4261,0.82008
20,0.89001,0.86252,1.4764,0.8616
20.1,0.88539,0.82914,1.4923,0.84726
20.2,0.89401,0.88295,1.4462,0.90865
20.3,0.88888,0.84017,1.4706,0.83213
20.4,0.87068,0.86144,1.3974,0.87434
20.5,0.91385,0.8784,1.3846,0.86034
20.6,0.90368,0.91185,1.3587,0.90458
20.7,0.9267,0.89355,1.4126,0.90419
20.8,0.92064,0.8846,1.4204,0.95133
20.9,0.95696,0.86894,1.4128,0.97992
21,0.93545,0.8579,1.4587,0.92384
21.1,0.9507,0.86446,1.481,0.92529
21.2,0.96386,0.85365,1.5067,0.98102
21.3,0.93464,0.82654,1.5398,0.94435
21.4,0.95215,0.80607,1.5956,0.90706
21.5,0.95625,0.8072,1.6706,1.02
21.6,0.9546,0.8732,1.586,0.95784
21.7,0.95024,0.89649,1.608,0.98277
21.8,0.93625,0.93747,1.6177,0.93643
21.9,0.94662,0.9527,1.5571,0.93541
22,0.94268,0.97169,1.5262,0.91006
22.1,0.97131,0.96398,1.5042,0.97169
22.2,0.9494,1.0071,1.4445,0.93134
22.3,0.99946,1.0575,1.4046,0.92254
22.4,1.0084,1.1788,1.3817,0.94387
22.5,0.96695,1.1776,1.3936,0.90778
22.6,1.0271,1.2009,1.2922,0.90657
22.7,1.0882,1.0983,1.295,0.90394
22.8,1.0441,1.1029,1.2052,0.88135
22.9,1.0648,1.1292,1.2413,0.89241
23,1.0915,1.0843,1.3494,0.88204
23.1,0.96873,1.0587,1.4098,0.89121
23.2,0.96278,0.97452,1.4565,0.88971
23.3,0.9178,0.94717,1.4065,0.90614
23.4,0.90067,0.94007,1.3934,0.87576
23.5,0.83211,0.92232,1.4546,0.87143
23.6,0.84249,0.9901,1.4695,0.87441
23.7,0.89981,1.0239,1.4702,0.89276
23.8,0.8259,1.0283,1.5214,0.89108
23.9,0.86803,1.0119,1.5397,0.85286
24,0.88065,0.92221,1.4716,0.86345
24.1,0.83548,0.96256,1.4727,0.85914
24.2,0.85834,0.96131,1.4607,0.85756
24.3,0.88812,0.98551,1.4101,0.87229
24.4,0.90792,0.95968,1.4191,0.84119
24.5,0.90718,0.9441,1.3769,0.87148
24.6,0.88811,1.0559,1.3785,0.8328
24.7,0.94085,1.0549,1.3568,0.85482
