Start,Stop
3.3667,6.7334
7.2668,7.8834
8.4168,10.7
11.267,11.45
12.05,12.5
13.2,16.434
17.634,18.234
19.217,23
24.034,24.117
27.534,27.65
28.25,28.917
29.55,30.834
31.45,31.484
32.25,32.317
33.234,34.367
34.867,36.467
36.967,38.4
39.167,41.45
42.484,46.467
47.084,47.117
48.001,48.667
49.601,54.467
55.817,55.851
57.151,58.301
58.817,64.617
67.267,67.317
69.468,70.468
71.101,71.134
71.801,71.834
73.934,74.351
75.418,79.018
79.668,82.451
85.151,87.784
89.384,89.468
90.684,96.484
97.318,97.351
99.651,100.17
100.9,101.35
102.15,102.62
103.82,109.75
110.5,113.98
114.6,115.43
116.4,116.43
117.35,118.35
119.55,119.58
120.18,127.38
128.7,133.03
134.62,135.72
136.37,138.67
139.87,140.04
140.52,140.74
141.6,146.94
148.95,151.59
152.79,153.12
154.04,154.07
155,157.3
158.42,162.6
163.35,163.39
163.99,166.17
167.09,168.27
169.09,173.7
175.02,175.27
176.37,179.09
179.57,179.6
180.29,180.32
182.39,182.55
183.25,187.14
187.65,191.07
193.54,196.99
197.69,198.09
198.69,199.74
201.79,206.35
206.84,207.37
208.05,218.79
220.34,222.02
222.92,222.95
223.52,223.67
225.49,226.75
227.34,231.57
232.09,232.29
233.27,234.75
235.65,258.84
259.65,263.52
264.3,271.37
272.19,272.22
272.85,274.3
274.94,278.04
278.55,282.3
282.8,287.02
287.7,287.77
288.79,295.12
296.39,296.74
297.49,297.52
