T1,T2
3.95,8.6833
12.117,15.133
15.983,19.067
20.467,23.083
25.867,29.9
32.017,35.4
39.033,41.267
42,47.783
48.8,50.483
51.167,52
53.6,57.233
59.567,62.417
63.45,69.367
70.817,72.633
74.967,78.283
79.75,82.1
83.267,86.783
89.233,93.467
94.917,97.533
98.483,101.82
103.65,113.47
115.4,118.07
120.83,123.07
124.03,128.77
129.58,129.62
131.22,133.65
135.33,141.05
143.65,146.75
148.03,151.5
152.73,157.02
158.73,161.43
164.22,166.98
167.92,172.2
173.42,177
177.5,179.88
182.52,189.55
190.73,192.53
194.13,199.03
201.43,204.05
204.57,204.6
205.48,208.12
208.95,211.57
213.92,219.97
222.35,223.38
224.02,227.3
227.93,233.63
234.78,236.05
237.37,237.4
238.55,239.7
240.22,240.7
242.42,244.53
245.12,251.95
252.7,257.07
257.83,258.9
259.48,259.8
260.65,262.2
263.3,264.37
265.23,269.77
271.37,274.38
277.87,280.52
285.87,290.13
292.05,293.6
295.6,299.87
