T1,T2
0.016667,3.05
4.2167,4.7333
7.65,12.317
16.767,17.967
18,18.65
18.983,22.917
28.45,29.083
29.583,32.883
32.917,35.35
38.467,39.383
39.85,43.133
46.85,52.35
56.367,61.633
66.983,68.1
70.25,71.2
71.283,71.883
72.95,74.65
81.083,82.35
82.383,83.65
83.683,84.55
89.3,93.567
93.6,94.617
97.5,98.1
101.77,102.42
113.7,114.5
118.47,119.07
119.1,122
122.25,123.08
123.12,123.63
123.67,124.77
124.82,125.5
125.53,126.25
131.83,132.68
132.72,133.58
133.62,134.1
134.13,135.6
135.63,137.52
144.68,145.53
146.28,147.2
149.77,150.5
155.4,159.58
163.57,164.05
164.08,164.6
170.08,170.68
171.22,171.83
174.23,174.8
177.58,179.48
179.63,182.1
186.72,187.53
187.73,189.13
189.17,191.87
195.67,200.12
204.27,204.83
204.87,210.2
210.23,211.03
215.53,216.17
217.28,218.8
218.88,224.77
229.37,231.42
231.45,231.95
232.67,233.6
239.88,240.42
241.25,241.88
241.92,242.7
243.18,243.78
247.37,249.2
249.23,249.88
249.92,253.47
256.78,264.72
267.13,268.18
268.22,271.07
277.47,278.88
278.92,281.73
283.75,284.33
287.25,287.75
288.22,289.9
289.93,291.28
291.32,292.65
292.68,293.32
297.35,298.72
298.98,300.92
