T1,T2
0,5.5833
7.5167,12.833
15.817,19.717
21.4,22.95
23.5,25.75
26.717,29.1
29.967,32.033
32.733,39.283
39.783,42.3
42.917,50.833
53.783,59.733
61.317,66.15
66.867,67.133
68.6,68.7
69.2,71.117
71.683,89.483
91.333,99.7
100.73,101.33
103.83,113.98
117.03,122.17
123.37,131.1
131.87,149.85
153.97,160.23
161.38,163.03
163.72,164.75
165.65,169.33
169.95,171.97
172.47,173.85
174.45,176.42
181.53,188.28
188.8,190.97
191.55,204.45
205.27,208.43
208.95,208.98
209.68,209.72
210.9,210.93
213.1,214.58
215.18,216.43
216.98,224
224.68,233.4
233.92,234.88
236.12,238.6
239.98,253.88
254.6,256.37
257.53,263.43
265.33,281.85
283.4,285.82
286.9,288.87
289.75,292.4
293.83,297.07
297.92,299.87
