T1,T2
1.5167,1.7
4.75,5.0167
6.5,6.6667
9.6833,10
14.433,14.65
15.433,15.683
17.533,17.95
21.983,22.167
28.517,28.817
33,33.367
36.25,36.55
39.85,40.2
46.217,46.45
59.467,59.7
61.317,61.65
66.25,66.55
69.917,70.183
71.633,71.833
73.433,73.683
76.3,76.75
81.467,81.75
82.267,82.683
83.733,83.983
86.617,86.8
92.75,93.067
99.083,99.567
100.77,101.1
102.72,102.98
111.5,111.77
112.62,112.9
114.35,114.73
120.27,120.58
127.58,127.92
139.53,139.95
143.05,143.55
150.65,150.87
156.55,156.8
163.13,163.55
172.25,172.58
173.92,174.25
175.73,176.07
177.6,178.02
180,180.25
182.67,182.83
199.75,199.95
202.08,202.53
203.25,203.67
208.62,208.82
209.45,209.88
214.33,214.67
215.15,215.63
218.87,219.13
220.38,220.82
221.87,222.17
228.33,228.63
233.48,233.73
238.47,238.8
240.3,240.53
244.3,244.6
247.55,247.78
261.42,261.8
269.03,269.28
272.1,272.37
274.18,274.57
276.55,276.78
277.8,277.97
280.82,281.22
283.18,283.58
286.48,286.72
292.32,292.65
293.57,293.95
295.42,295.75
296.5,296.92
297.48,297.73
