T1,T2
0,13.3
13.817,17.083
17.617,23.417
24.217,32.817
33.433,35.283
36.117,39.867
40.517,42.467
43.017,47.25
47.817,49.95
50.583,52.917
53.433,57.817
59.5,69.283
69.933,84.583
85.35,87.8
88.45,95.667
96.15,100.85
101.8,105.65
106.2,108.73
109.4,122.55
123.1,125.57
126.07,129.75
130.32,132.28
132.78,134.57
135.33,146.93
147.67,149.8
150.33,154.53
155.3,160.33
161.12,165.8
166.28,168.52
169.05,177.13
177.68,181.62
182.33,192.98
193.5,195.6
196.12,204.2
204.73,207.67
208.32,222.32
222.82,224.2
224.92,228.23
228.9,231.52
232.13,239.37
240.13,241.68
242.32,243.35
246.85,246.92
247.4,261.52
262,264.72
265.23,267.85
268.38,270.22
270.82,281.13
281.62,286.68
287.22,288.68
289.22,297.57
