T1,T2
2.5665,11.399
20.532,24.532
25.299,38.048
39.714,43.314
43.798,51.68
51.714,52.297
55.63,57.497
57.68,60.913
60.947,61.863
61.897,63.247
66.996,67.48
69.463,75.962
80.212,80.779
81.362,85.945
85.995,90.262
94.961,103.69
103.73,104.59
105.39,106.41
107.13,107.73
108.23,108.74
109.13,111.08
112.16,112.89
113.53,117.53
117.56,120.18
120.21,122.78
124.38,127.53
128.33,132.08
132.63,133.38
139.68,140.54
141.08,145.23
147.34,147.96
149.56,151.19
152.66,154.99
157.51,159.22
159.27,164.37
170.71,171.29
175.19,176.91
178.14,180.06
184.79,185.71
198.54,202.61
205.16,205.66
222.02,222.62
225.35,226.57
230.95,231.45
231.52,236.49
236.95,237.45
238.99,239.49
240.04,240.9
250.02,250.55
253.84,254.39
257.14,264.94
267.67,274.92
279.05,280.98
281.12,281.73
283.97,284.6
285.18,287.03
287.62,289.5
289.55,291.73
297.48,298.55
302.05,302.65
