G2_RSP,PC_1,PC_2,PC_3,PC_4
-0.47580932785634644,-0.5325203587142652,1.6263469815619338,1.189962879903331,-4.274851098339791
-0.43393817063459583,-1.7196170095973546,0.4592293187618078,0.5767523001574261,4.736426672965276
-0.40047763199789876,11.159318653124462,7.550390250901047,-4.125989882706718,-0.25915052189925614
-0.38696236534353645,8.939116084481965,4.539411427937084,-3.5518618609945722,-3.148225896636994
-0.3835215165357424,-0.9464606795518353,3.036550606054273,0.7501724356025068,-3.027353838080557
-0.3767658990591672,3.391184200583528,3.7472708986379484,1.5717274717869003,2.5967532674314007
-0.3742263209897767,2.1839951176078376,0.06713510258103005,3.2557714468320307,-3.377527089188038
-0.3661348654981647,-0.6497387899260333,0.7763214491635185,-2.1637320431259544,6.8726880137508335
-0.3600547103463549,5.507061895315234,2.901441850634933,-2.917140386925932,-3.1890772751775676
-0.35498424407880147,4.452461685569362,-1.1292901518326486,-2.777106910047842,-4.901868534361469
-0.3434073460525042,0.36076998114135633,3.8768721254205616,1.55751275440881,-1.4852814223024429
-0.3351461552757592,5.5660302241742725,1.6952041272974194,-6.093937478872748,0.06224941041645416
-0.32743575952136345,1.8354739698097622,-4.75829547459224,0.768677000375298,-0.3410521832514343
-0.32108463673496573,9.67638647817179,9.811163921937654,2.5748296847397443,2.322588671489025
-0.30854961788673474,0.602713845295781,3.882038643191708,3.4120060251751108,-3.412004925141264
-0.3010528718111667,2.9146805147986146,2.583289249801331,0.4696777716659689,-1.154527671772783
-0.2992359382402626,2.6724459188732603,-0.5482732182494047,-1.5973018636331802,-2.33903127141443
-0.29849864241928625,-2.45291300120696,1.7687876964203493,3.8967297141330164,-0.8249552649062486
-0.29786319314316584,3.3564518796358045,3.518243968818888,-3.5506851870225278,-2.335259805675221
-0.2976629982855199,-1.3708793339355219,1.6660655988880393,3.8083545959986274,-3.0648776760589085
-0.2918111613977172,-1.9546238889410281,-1.0398852925694377,-0.9747653002071229,-1.8578331531223358
-0.2913352493064567,1.0913439962822558,0.5557934661769737,3.149744788663374,2.979561811746959
-0.2909293533553511,-3.2793876868414724,-1.7515752128441069,0.5672358029687674,-0.5311633026839557
-0.28797067554243816,4.117916645784039,2.6376841430578435,-4.494995513306985,-2.2573951855699437
-0.2845977954743847,9.16221205974645,9.067012276924066,0.665146896682359,0.17001705201223685
-0.281000433207501,-2.0501624925590756,2.364686791458476,1.1502966228934626,-0.5104818680914373
-0.27779430316519144,0.5198138399737678,-1.1537872180315365,-1.362188869196627,2.3968982085299326
-0.2771057636363819,-1.8161437245638992,-1.4886680889562491,-1.0462582120307709,-0.12311437272485559
-0.2767708994968454,-0.2716191460722227,-1.1129128590486101,2.3778761574194056,0.565505121621991
-0.2758918659652828,-1.8233361731411097,-2.6868236782636035,-0.039159565498787734,4.885341184184445
-0.27512829349736656,-1.8779286750983,1.1508084223272075,-1.4202033579238222,-1.741259318049977
-0.2715156074534598,9.42998430799475,8.160366304592598,1.9035902404311436,-1.5122880126100693
-0.2646854790400465,-4.704712801082358,-0.4540072451242573,0.4176770955728674,0.6924398930144688
-0.2635480886771936,0.8675676596882516,1.395755484343721,4.15611471832099,3.599871158847185
-0.26281782984177726,-1.6425053465161759,-0.2998794390783038,-3.218161310825009,-1.0109506651751352
-0.2622219886467665,-4.115655552232405,1.2296507172948485,2.4267681751990393,-2.5577480655700007
-0.25882541872131976,0.5173661644199272,1.907292687254934,3.2639070461779274,-2.8425747902524594
-0.2523962433669217,-3.2214052916527787,-1.48429939500595,0.13797876422384722,-1.872842954893964
-0.24874755282698588,9.25545398468751,5.48461460701036,-5.256331528928699,0.44020898794110463
-0.24185201391655625,1.854307501693445,5.685166606059802,-3.3163772645871794,0.1645137139224746
-0.23385871620777307,-1.4184282525453256,-0.7085945416065433,-3.392523967871929,0.7916382373575933
-0.231366952363044,1.561853975507035,1.0061761088590533,-4.241391598049566,-1.4174008139618601
-0.2303597662817789,-1.337917627392493,2.3490344271940966,-1.8364400419992422,-0.43623216743724347
-0.22905691521824334,9.177041054965034,-1.774649848350342,-0.9728205968055361,-0.8686681193079336
-0.22901659154347023,5.839229919929714,-1.600960187701057,-0.6435244890053573,-3.2683842194054025
-0.2255955924836944,0.6944521625367875,2.4692430805122196,-5.019284395504707,2.1284171840811594
-0.22461201855481555,0.749900702146004,6.396667582120321,1.689205599073493,0.3506838555492528
-0.2243707952367831,-1.2722786092974454,-3.8615619881092984,0.262184506751053,2.074424169194854
-0.2238789355595101,-0.3805514226872453,0.36670096047605477,-2.5519181981717702,6.318977607630122
-0.21776750499111014,4.065895703815874,1.3508857093533713,-1.022006588517608,-3.0044828807792188
-0.21493316278831767,3.412542239258362,4.897329829887345,3.104225010793975,-1.7125201171065088
-0.21441707322078923,2.414048929383582,-2.0756169591458926,-1.9587415609280057,-2.6359412698935576
-0.2125079457717725,0.5831376476856474,-3.418036310068754,0.2967566599848659,2.802656215978582
-0.21112268791629973,0.8252884278468993,-2.800409014386426,2.971596653592434,0.8363252461387316
-0.21091948715211278,2.1712131568043715,-0.8137861407330296,-4.8563944687241705,-3.8365344557305625
-0.21063395399773494,-3.7261929883432146,-2.140324077845066,0.345530237678485,0.37695735261580404
-0.20964794006860968,2.1472776466221286,-2.671126365415198,-1.6915192911480061,-0.6614763187197701
-0.20870939849146586,-2.8013620582356418,-1.956406334835233,-1.4339818125497317,0.4927763790618241
-0.20665224444319516,9.611306111409554,-3.2147107916924273,0.26433152888942035,-3.5637944559484795
-0.20424842530099174,5.974608636425496,0.59016931441154,1.413648574836269,-1.698921670313344
-0.20231830677053803,-0.9335788191254601,4.141274214305689,-4.066586437756184,-0.6308962778903531
-0.20198745946825647,-6.088186940714705,1.251535843752156,-2.1033640989622087,1.3936993338692012
-0.19939734809829346,5.975760873584462,-1.9354077049413378,-0.2628830425454066,-3.454169818451552
-0.19651444610077456,1.1955871482062141,-1.0726742916044305,1.6175733528589453,-2.64667036020417
-0.19592034458211036,5.116064580795937,1.9171463828521185,-5.348456962841847,-1.3227913635197335
-0.19589158775849075,2.8448575061616763,0.9113761389275159,1.0219422521180317,-2.4364814339401866
-0.1954928089655511,1.343179721269546,7.943660758304657,1.5664018986654056,0.7976305125579224
-0.19364912030978995,3.880544371136258,6.423625660534248,0.029668716854081262,0.06028810097612091
