TRAIN,TEST
0.19802028850125963,0.14600081551122124
0.20506013965151104,0.09498446789769566
0.20683427089708017,0.054148750172235076
0.20072177817835168,0.11381431485084703
0.2028269279088999,0.11483660350226454
0.2061738630540071,0.05179753076098281
0.19838956609059144,0.09380486987133074
0.20742744244357955,0.07942385693309628
0.21097313885836777,0.06509875621234007
0.18459852155068726,0.18301666962114527
0.20630427681054908,0.08786094307373814
0.19739706903789211,0.12997569797883135
0.2081748906580556,0.07308167677243016
0.2041234925525569,0.07748345020658431
0.19930999873766375,0.12849452682985818
0.20379074829810906,0.09701046046241812
0.20330740995755292,0.0682685157461389
0.19099983966439493,0.16069859289516586
0.20811862499506795,0.08841950372146723
0.20295811527564078,0.09143125435816002
0.19541072264531034,0.11829541381762643
0.1915954916747634,0.16171618469677618
0.22063866940471297,-0.002600484917759216
0.21403960919046117,0.06732711447468587
0.21023066654553346,0.06551062191706514
0.21275587394385365,0.06551696255984296
0.21012502465684116,0.04651416561887889
0.2188640278994638,0.02949285803505952
0.20291674838050022,0.10882881879738483
0.19417012404907463,0.1329413131755861
0.1971058123704288,0.12078655280551953
0.20897141241252692,0.09914108937734523
0.22730576873386155,0.005108584386984472
0.21053269514084816,0.06868365652257968
0.19171376094331416,0.14394945891607358
0.191937525569146,0.16587844565537568
0.24208105488034015,-0.13953348571374447
0.20395473149512564,0.09279141816333358
0.20085101887617976,0.11033255395814713
0.19250196105664596,0.15516646815668078
0.1960592722558554,0.1325648339046378
0.2010020137623226,0.10649608227663165
0.22125693528410215,0.01564738797893639
0.17778540062685308,0.1982033963106712
0.18834707239598902,0.18180596850368003
0.2074236371878171,0.07556255720523787
0.22082741977421105,0.028885221486119272
0.20364781989922023,0.09772997478766843
0.20430444902159006,0.07183289217169087
0.2130249396452294,0.06398664390796138
0.2116611567956359,0.029644844549995053
0.2115433706692037,0.04570590040956779
0.19927202987138093,0.12482467563859279
0.21564288776495408,0.04742338495043674
0.20665163972759648,0.08659369228754876
0.2044660182793835,0.09824249251421713
0.19190611341825417,0.1460675964362076
0.19693049432570298,0.14228721495665542
0.1975279558780234,0.1251139875941002
0.19190820013830012,0.09972324593899784
0.21352607746267782,0.05900468360599154
0.19671429413405994,0.11987240284292776
0.20309008600078238,0.10094386177379243
0.20608230706114217,0.10291708983909253
0.21988117086947526,0.05776993240237949
0.18880127829963533,0.15127710533346317
0.19932301321109935,0.10431566787375679
0.18895574968289197,0.16327766865657
0.20918276085531962,0.08136063227950796
0.20436522448400984,0.06849818993152168
0.1789959595406575,0.1988306704938306
0.1917150907548786,0.12101822676333451
0.19779682074363655,0.11518100973731338
0.19957481202256655,0.14095518048041977
0.22185683571106263,0.013127472762341386
0.19750963523189646,0.12355400087209989
0.19018283436905672,0.14975993181038738
0.1938258397956376,0.1577972782785374
0.21243173284925176,0.07123217232840873
0.2045961065487936,0.09513788868987161
0.2035660150123585,0.09773139164510682
0.1984150487120674,0.10783690343977238
0.2095609919780752,0.08148621965003322
0.19771412547163947,0.11065495046300688
0.21762031472325627,0.041060293975532014
0.21667928840788553,0.04984485058144206
0.1833703585306351,0.18060637899439957
0.1811498948481568,0.1984101046222676
0.19537152917280176,0.12547656832877296
0.1921443640030257,0.1617008636211419
0.21626197823661908,0.06107819332774245
0.1980898171926554,0.11982953839228161
0.18664942245419203,0.1615137310060134
0.1893108907142007,0.17821176756981372
0.2056526808227802,0.08722531184099858
0.2139658406825772,0.04530805305240959
0.18762606668914095,0.16441336701223808
0.20649252309917465,0.09014434374397061
0.2071171192136273,0.05377932530739149
0.21898665751469604,-0.027540692866999228
0.21697037077406123,0.030751298713204367
0.20754042266469497,0.08329549743309073
0.21657505442744174,0.035638014793444195
0.21857921473236275,0.027726908097702282
0.21005060724227453,0.08597993868336995
0.203142616388118,0.10229152723144053
0.22973882497332498,-0.03585217131508989
0.19451925772047818,0.1490085865402202
0.2239207350477822,-0.027206117338973934
0.1980916786227771,0.11337591840863182
0.21365070158304078,0.049119964884248524
0.19584806589840142,0.14138738551136376
0.2133880897533964,0.047324489371492584
0.18825105282765398,0.16652449676074718
0.2091572458261115,0.07571450448850346
0.19578658389693182,0.1256068527557752
0.19099357397287853,0.14407631413838107
0.18983408389293965,0.1286911435174869
0.21287524962987048,0.06182203876741266
0.1746046802245855,0.18382013896268187
0.1831407704466681,0.1881741823647768
0.18827597620748138,0.15557335003601824
0.21168609441099753,0.06449727250564807
0.17575814969222445,0.19530929767660432
0.20345586139237293,0.08919455740806925
0.19641148738074432,0.08040748829591371
0.2037737322743134,0.08318117480915353
0.20565296524322274,0.0326907425694094
0.1996950863967446,0.121495560302736
0.20302404478504987,0.12440733750976118
0.20901514983283387,0.08317445693316283
0.20313871591641863,0.09694558779893779
0.2121999260094356,0.04125686076114987
0.22020676603227085,-0.07362204501389824
0.2070891147934114,0.09318276297902206
0.19696329012429706,0.11755765777893612
0.1999128392977163,0.1108535846845583
0.22592195155537667,0.012105675091069301
0.19516262022533393,0.13415227375860161
0.18726998159836905,0.1625480723235525
0.19116519120169795,0.1439449623027137
0.21378356247148245,0.06840479563338442
0.20884179465571073,0.07902356297608981
0.21643162107121547,0.03851575850667388
0.2030541063527237,0.09740404801688995
0.20224076807090374,0.11182521674295554
0.17607655421776205,0.20476146541336782
0.22264092616250564,0.007385898992783635
0.21870309828924406,0.008683025986666815
0.19554934257788825,0.10427731792132355
0.20558288972386518,0.07212849315768688
0.20397734815903867,0.10987183704988379
0.21466978175672735,0.05055163457232903
0.18654516348905328,0.15789269594961042
0.21641174471708757,0.01645180576336014
0.18335723452473163,0.19004978029115882
0.1973168863855559,0.1299651703648943
0.20033939113450816,0.06506134436224842
0.2020695092826741,0.11253149194487445
0.20290965314742093,0.09399833260621493
0.22626615480363588,0.012948216720711003
0.22163341591676766,-0.0328085073597526
0.20192993526643319,0.09195848445347354
0.20621771137563338,0.05880768863237573
0.18172495323352958,0.2021418106009023
