G4_RSP,Fly,For_Vel_Pre,G2_Pre,G4_Pre,Motion_Post,Mvmt_Ctr,T_Init
-0.2596939676906915,20160119.Fly3,0.0011544959835557175,0.7033932776489291,1.7328892934000582,0.04381045352580678,4,87.117
-0.23940256589701642,20160130.Fly3,0.0008981952198930783,1.195477748776732,1.2167980535381167,0.09096500024870245,2,193.17
-0.22642742932951093,20160119.Fly3,0.00048404558913430076,0.8775311215155319,1.9427259596589501,0.04745112618548904,6,92.68299999999999
-0.21989625468378077,20180403.Fly2,0.018506417298137415,0.33732608684798804,0.6050050988540001,0.05126631097271198,0,268.79
-0.21140151488891626,20160119.Fly3,0.000623417269083528,0.681380132652535,2.0414582984650087,0.045399677562328204,10,154.27
-0.20688229454157195,20160119.Fly3,0.001995639707877605,0.6102140359238069,1.2661144246234735,0.044719439170492904,5,117.48
-0.19427704255315884,20160205.Fly6,-7.94717228991154e-05,0.714001762840215,1.2597155282563286,0.047180527155411156,3,72.733
-0.19355268264231387,20160211.Fly1,-3.9947347261894223e-05,0.7489189401049089,0.9223412360617649,0.03594733916143521,0,15.85
-0.1895187033159623,20160119.Fly3,0.0008214021350656846,0.7597750830474012,1.920716634900034,0.04604434727794136,3,56.8
-0.1883067166272133,20160628.Fly1,6.804929808827006e-05,0.5737739899100806,1.3435960608428483,0.03761668615926232,5,195.63
-0.1878118817765477,20160119.Fly3,0.0006028925420817098,0.6850435615319556,1.8906818517725514,0.04977692297401595,15,233.68
-0.18775578466553758,20160205.Fly6,0.00032278821040828456,0.538421292390179,1.2290102887423404,0.04342394922256172,2,53.85
-0.1873637458070679,20160628.Fly1,-4.947449024754283e-05,0.545165180621731,1.1957293977004348,0.04916758408685629,3,156.95
-0.18520225262086318,20160119.Fly3,0.00029579947666733735,0.7720743920692748,2.0552959264393973,0.04524369710856026,13,214.1
-0.18391111569991708,20160205.Fly6,2.5070828947994728e-05,0.6015971186298709,1.3055777816509504,0.04175763879530336,6,165.22
-0.18310392797317848,20160119.Fly3,0.000829251507222311,0.8157204884043747,2.0195463530347544,0.041323902982933314,9,161.0
-0.17882852651945277,20160628.Fly1,4.2284618982515285e-05,0.5877042000540262,1.2352658425385419,0.06028476334291862,4,169.7
-0.17851037547664492,20160119.Fly3,-0.0001262974843513907,0.7991837577347205,1.894571699411351,0.04671058496357204,7,110.12
-0.17681481247035186,20160119.Fly3,0.00040785084109232303,0.8166630071234767,1.9507589113879882,0.04783499785289956,6,112.57
-0.16725151934675578,20160119.Fly3,8.475442406343347e-05,0.8427766256392453,1.9930642676561827,0.05115998361177491,15,242.4
-0.16201687443970952,20160119.Fly3,9.535071365478108e-05,0.8640140058680406,2.0209822824451447,0.051706158629899926,16,244.78
-0.16138916964201255,20160628.Fly1,-4.253412793719452e-05,0.5474802875731932,1.330813420652527,0.0653074270559325,6,207.9
-0.1608038543915831,20160119.Fly3,5.280853911003877e-05,0.7311130089873817,1.8324413332632195,0.04918411005213722,1,31.783
-0.15917067014584765,20160628.Fly1,-3.1149138622556694e-05,0.5050182315225842,1.1700146393282982,0.06693161662124157,0,27.45
-0.15886621255386318,20160119.Fly3,-7.853220029981077e-05,0.7409644053664114,1.8867232045554618,0.05067994932208615,11,169.43
-0.15725174120138768,20160119.Fly3,0.0001509847962387389,0.7923377491299167,1.8766145121146487,0.054035213818933746,17,263.03
-0.15319345918774846,20160119.Fly3,-0.00015504180979396693,1.0313166208746458,2.247075827824903,0.05542719669072053,12,175.82
-0.14551896926056898,20160628.Fly1,-0.00014946496071607563,0.40865873629855465,0.7637433799882317,0.059190791837793674,1,109.2
-0.14465798227127827,20160628.Fly1,-8.460636457116558e-05,0.5958909464969535,1.500345590544465,0.048226764421328804,12,281.45
-0.14455410610681946,20160119.Fly3,0.001162037047676634,0.7611451095024913,1.7036797920202598,0.04372349136171137,10,176.38
-0.13885095635826178,20160119.Fly3,0.0008524207053669261,0.7622545041508201,1.45676100817765,0.04163698394316779,1,29.233
-0.13397835728957558,20160628.Fly1,-4.049435406737263e-05,0.8731364431831408,1.5478589307026385,0.09540494002477903,0,65.75
-0.13266641583426986,20160203.Fly8,0.003868203806800611,1.1400930883169091,1.4250276538914701,0.04684665587996239,0,10.467
-0.1309146550383375,20160130.Fly3,0.00015674524965124205,1.0030586088725948,1.0351857144770023,0.08031027477765848,1,169.6
-0.13009713858243172,20160205.Fly6,3.537607902868294e-05,0.6698335679015445,1.2421013272876913,0.02929850200238679,0,11.417
