Time,xpos,ypos,ForVel,AngVel,LatVel,Motion,AbsHeading,ForVel_Conv,AngVel_Conv,LatVel_Conv,Motion_Conv,G2_Red_R,G3_Red_R,G4_Red_R,G5_Red_R,G2_Red_L,G3_Red_L,G4_Red_L,G5_Red_L,G2_Green_R,G3_Green_R,G4_Green,G5_Green_R,G2_Green_L,G3_Green_L,G4_Green_L,G5_Green_L,G2_R,G3_R,G4_R,G5_R,G2_L,G3_L,G4_L,G5_L,G2_avg,G3_avg,G4_avg,G5_avg
0.0,0.0027361635260960302,-0.000865631394499999,3.16011853501919e-05,-4.4957861490886e-05,-3.2886562015686305e-05,0.0078516684260842,0.802923333333333,-6.37930147812648e-05,6.87078326514162e-05,0.000203869194118476,0.00108774386580698,978.9771,1366.826,1170.4979,942.3361,1075.5338,1410.8446,1200.7935,898.3984,671.5189999999999,1003.8552,914.5396,504.2472,895.4391,1514.2253,882.2801,549.3967,0.685939436172715,0.7344425698662449,0.78132528046398,0.5351033458232151,0.832553193586292,1.07327575269452,0.7347475648394171,0.611529027656327,0.759246314879504,0.9038591612803829,0.758036422651698,0.573316186739771
0.1,-0.00950738476598218,-0.00105964155862227,-0.00326927148122143,-0.00950622643376387,-0.0013187194752530302,0.0146350611538515,0.8145,-0.000613207173891371,-0.000692416738312051,-0.000126731707431685,0.0065976931682336605,1124.8442,1418.7318,1348.0867,1103.1722,1166.9957,1556.0782,1348.3069,1088.5704,784.8963,1186.4399,897.3602,554.6417,1123.2607,1720.5967,975.3038,618.6262,0.6977822350864239,0.836267926044937,0.665654664495985,0.5027698304942779,0.962523426607313,1.1057263703071,0.723354452906827,0.568292321746026,0.8301528308468679,0.9709971481760171,0.6945045587014059,0.535531076120152
0.2,-0.0888093074148644,0.0290498887831222,-0.0034816996627852898,-0.0631242133325978,-0.0198370987369691,0.0688647160191092,1.0289620000000002,-0.0036541861686201,-0.0200261342952539,-0.007362282818846959,0.0352123789487233,1097.5148,1408.807,1384.5812,1107.0875,1202.9421,1577.1388,1460.0320000000002,1084.6688,917.0648,1453.119,877.8097,649.1986,1329.7577,2070.9929,920.263,629.9869,0.835583082797608,1.03145356319212,0.633989324714217,0.586402249144715,1.10542120023898,1.31313293414632,0.6303033084206371,0.580810381934098,0.9705021415182941,1.17229324866922,0.632146316567427,0.583606315539407
0.3,-0.214175617461407,0.0490174379280999,-0.00629379793642649,-0.0621730038315204,-0.0198472468793802,0.0704588097221521,1.5444333333333302,-0.008860930906773371,-0.106771683091019,-0.0353055131205213,0.134333614535308,1096.3175,1407.8922,1335.8431,1139.225,1226.0824,1587.0938,1395.4346,1138.6721,974.6452,1627.5175,905.6842,646.5444,1365.7220000000002,2225.2883,889.3105,600.077,0.889017278297573,1.15599582127098,0.677986958198908,0.5675300313809829,1.11389087715475,1.40211517428901,0.637300021083038,0.526997192607073,1.00145407772616,1.27905549777999,0.657643489640973,0.547263611994028
0.4,-0.21398535087868803,-0.0453549587976557,-0.0220293988322739,0.0385434928777128,0.011424476599367999,0.0679814843041778,1.59904,-0.0229622625853583,-0.219232521089625,-0.0685273502265399,0.27605423812338004,1098.3619,1446.9933,1392.7831,1126.2598,1228.8604,1619.1388,1379.8187,1133.0951,1045.6038,1690.3928,859.4857,631.8722,1448.0911,2443.7046,930.3715,657.6656,0.95196656038415,1.1682105231586102,0.6170994607846689,0.561035917290131,1.17840163130002,1.5092619607411102,0.674270829928599,0.580415183156295,1.06518409584209,1.33873624194986,0.645685145356634,0.570725550223213
0.5,-0.0847958187041711,-0.202757602894167,-0.0142709030994362,0.12325734038603399,0.0333628165682209,0.129925334473186,0.9901059999999999,-0.053626927731432,-0.226791489288104,-0.06935496369564,0.44454737690377794,1161.4945,1514.9866,1344.882,1141.7306,1185.5055,1496.0641,1349.4042,1144.1492,1072.9391,1703.2502,870.2885,574.575,1505.9121,2362.8042,825.367,718.4574,0.9237573660486551,1.1242675017719599,0.647111419440516,0.503249190308116,1.27027002405303,1.57934690097837,0.611652905778713,0.6279403070858239,1.09701369505084,1.35180720137517,0.629382162609615,0.56559474869697
0.6,-0.0016495298267844099,-0.394888469721667,-0.0050243605977627,0.113026285453612,0.0317655247399925,0.11919366023712101,0.21556799999999998,-0.08684778854110099,-0.0787578220982315,-0.0256269152005079,0.681197431812807,1160.9734,1462.3019,1371.1597,1094.3334,1240.6581,1504.8944,1433.1746,1085.8771,1093.218,1757.8586,803.3595,591.7056,1611.6888,2290.783,843.7489,724.5164,0.941639145220726,1.20211742869239,0.58589783524122,0.540699571081354,1.2990595878106899,1.52222175854997,0.5887272213727479,0.667217680527566,1.1203493665157098,1.36216959362118,0.587312528306984,0.60395862580446
0.7,-0.0199814182902555,-0.527593561742889,-0.004807410501802579,0.0799140811264858,0.0187071659992722,0.0843631302406588,0.3633616666666671,-0.11058175167387899,0.150831751736597,0.039235616090811005,0.9414438008934221,1170.9797,1409.5242,1343.4045,1068.882,1222.0215,1462.35,1439.058,1047.6328,1138.4357,1706.2166,810.2838,581.1805,1574.2719,2300.917,844.1248,687.7672,0.972207887122211,1.21049117141799,0.603156979152593,0.543727464771602,1.28825221160184,1.5734379594488301,0.5865814998422579,0.656496436537688,1.13023004936203,1.3919645654334099,0.594869239497426,0.6001119506546451
0.8,-0.07411907490115,-0.563198558365767,-0.00395667336844836,0.0165536828275837,0.00412233566225939,0.0305089187080201,0.602766666666667,-0.127237756948516,0.3748583620385251,0.0980156470673529,1.15943790921893,1122.431,1383.8945,1334.7367,1095.7528,1202.4619,1593.5469,1406.2964,1033.3721,1113.7595,1695.1683,812.9952,592.4361,1559.0239,2301.2241,809.5832,684.8951,0.992274358067445,1.2249259607578502,0.609105301442599,0.540665832658607,1.2965266508652,1.4440893455975499,0.57568461385523,0.662776844855788,1.1444005044663201,1.3345076531776998,0.5923949576489139,0.601721338757198
0.9,-0.0597002461962122,-0.536913712524,0.000292541171281981,-0.0114349554688219,-0.00249022585513351,0.023952411019592997,0.5093449999999999,-0.136804626187635,0.514095083797716,0.131214153823231,1.28759426250592,1119.5466,1470.0674,1360.6133,1065.2347,1192.0905,1528.2657,1445.2720000000002,1092.9918,1115.1194,1797.8754,767.2878,591.5472,1573.1844,2233.28,774.127,671.4967,0.9960455420078091,1.2229884153610902,0.5639278992789499,0.555321001090182,1.3196853762361203,1.4613165760377902,0.535627203737428,0.61436572534213,1.15786545912196,1.34215249569944,0.549777551508189,0.584843363216156
