T1,T2
0.016667,27.417
29.15,29.967
35.35,44.033
44.167,44.75
48.383,48.883
52.3,59.883
60.55,61.9
62.167,63.55
68.717,71.167
74,74.817
78.15,79.433
79.467,94.367
104.85,111.98
116.55,117.25
120.68,121.45
127.45,128.02
128.8,129.55
130.02,136.3
143.38,161.93
168.23,169.33
174.72,175.97
176.2,179.1
180.22,180.72
182.25,182.88
189.13,197.5
202.12,203.13
207.05,207.55
211.92,213.22
218.88,228.57
228.83,229.48
239.37,245.48
245.53,246.22
246.25,247.33
256.1,256.77
266.82,272.1
280.23,280.9
284.95,285.93
296.77,297.52
