T1,T2
2.8167,3.1333
7.7333,8.1
14.367,14.783
18.883,19.083
23.9,24.25
26.983,27.267
29.117,29.467
31.233,31.533
33.817,34.117
38.467,38.817
51.533,51.833
54.867,55.217
56.8,57.017
59.167,59.6
61.483,61.783
62.933,63.217
64.2,64.6
66.483,66.717
70.417,70.8
75,75.383
82.95,83.3
96.35,96.583
97.45,97.683
101.97,102.27
105.55,105.88
107.8,108.27
109.8,110.22
123.55,123.92
127.08,127.33
129.1,129.33
130.17,130.63
133.42,133.88
134.65,134.85
143.35,143.6
157.28,157.48
161.37,161.55
165,165.32
166.28,166.47
173.2,173.5
177.65,177.98
179.07,179.23
180.4,180.67
188.4,188.7
189.13,189.47
190.75,191
191.97,192.28
195.43,195.67
200.83,201.18
203,203.43
204.07,204.28
204.87,205.23
211.62,211.92
215.15,215.42
216.62,216.85
232.77,233.12
247.9,248.1
249.07,249.32
250.48,250.7
252.52,252.87
255.5,255.88
258.77,259.02
260.55,261.03
262.13,262.42
264.57,265.03
266.05,266.37
271.98,272.28
273.9,274.12
277.82,278.17
285.8,286.18
287.28,287.57
288.8,289
289.83,290.12
291.6,291.92
293.05,293.27
297.77,298.08
