T1,T2
3.2167,3.5
8.05,8.3667
12.333,12.7
15.1,15.283
24.1,24.35
26.983,27.183
29.3,29.55
42.917,43.15
44.4,44.683
48.35,48.683
53.717,53.967
63.55,63.717
73.1,73.333
79.4,79.733
80.433,80.7
83.5,83.833
98.483,98.917
101.95,102.23
118.68,119.07
123.72,123.92
126.2,126.53
130.67,130.92
131.42,131.88
133.5,133.73
134.3,134.72
139.98,140.28
144.13,144.35
145.55,145.93
151.27,151.53
153.3,153.72
156.57,156.92
157.62,158
159.57,159.87
160.85,161.08
167.88,168.17
169.6,170.02
170.93,171.3
174.22,174.42
177.35,177.83
178.75,179.12
184.92,185.37
186.48,186.82
192.03,192.4
197.83,198.3
200.97,201.15
202.82,203.12
206.62,207.07
209.22,209.38
213.53,213.9
216.87,217.13
223.45,223.75
226.7,227.08
234.93,235.17
237.25,237.63
245.37,245.67
250.98,251.22
261.25,261.65
270.22,270.48
272.63,272.82
280.1,280.38
289.12,289.48
290.67,291.05
