T1,T2
8.6167,8.8667
13.383,13.8
16.05,16.433
21.667,22.017
25.033,25.417
27.5,27.783
34.667,35
60.517,60.783
61.883,62.317
65.85,66.267
70.667,70.983
74.467,74.75
75.917,76.2
78.383,78.8
87.817,88.083
92.733,93.083
94.767,95.1
103.05,103.52
111.38,111.75
112.7,113
117.58,117.93
121.08,121.43
126.97,127.23
131.38,131.73
134.57,135
136.27,136.43
138.08,138.32
141.57,141.88
147.83,148.17
150.9,151.23
153.35,153.75
154.85,155.27
158.48,158.83
163.87,164.15
173.03,173.28
176.03,176.25
180.92,181.2
182.02,182.23
185.83,186.13
189.3,189.52
191.72,192
194.28,194.53
197.4,197.67
205.6,205.88
209.33,209.6
217.73,217.95
221.18,221.5
225.4,225.63
232.43,232.77
242.07,242.42
243.62,243.93
244.68,245.07
248.48,248.82
250.6,250.83
253.82,254.28
258.2,258.43
262.62,262.95
267.65,267.98
274.88,275.18
275.97,276.38
285.62,285.95
290.37,290.8
292.4,292.87
295,295.35
