T1,T2
6.2833,6.8499
9.1332,10.617
13.933,14.483
16.683,17.2
17.616,18.166
20.35,21.1
21.8,22.533
22.7,23.5
32.4,33.083
33.5,34.133
34.9,35.466
36.733,38.25
43.65,44.916
49.033,49.633
50.616,51.299
62.966,63.666
68.266,69.699
73.633,74.166
77.966,78.516
82.182,83.349
86.132,86.866
88.682,90.216
95.216,95.782
99.732,100.27
100.3,101.07
102.32,102.93
106.27,107.3
111.05,111.87
112.38,113.58
115.68,116.45
117.13,117.93
118.82,120.92
120.95,122.43
126.92,127.4
130.48,131.78
132.88,133.65
135.83,136.68
138.98,139.6
141.17,142.1
142.95,144.27
145.33,146.02
149.22,153.15
156.41,156.91
158.21,159.05
160.11,162.91
163.78,167.61
168.5,169.3
170.86,171.43
172.1,172.8
174,174.58
174.63,175.25
175.83,176.53
178.2,178.78
179.28,179.85
183.96,184.5
188.45,189.16
191.33,191.96
192,192.85
193.81,195.25
196.08,196.6
197.01,198.63
199.15,199.73
200.25,200.85
201.46,202.26
203.48,205.35
205.8,209.7
213.96,214.51
215.03,216.86
216.9,221.51
222.35,223.48
226.06,226.96
227.2,228.43
229.3,233.63
234.26,239.51
239.98,242.28
244.36,246.01
246.05,249.26
249.85,257.98
263.05,263.56
291.06,291.75
304.25,304.93
