T1,T2
9.4,9.6833
11.367,11.65
23.75,24.033
34.333,34.65
39.083,39.317
44.417,44.7
48.2,48.533
52.433,52.7
59.9,60.3
60.75,61.167
61.85,62.217
64.3,64.55
67.7,68.017
73.583,74.033
75.85,76.2
86.45,86.8
87.667,87.933
94.867,95.217
96.783,97
102.72,102.95
108.22,108.43
112.6,112.88
119.05,119.25
120.43,120.68
123.83,124.1
128.48,128.75
140.08,140.48
152.82,153.02
154.08,154.45
156.22,156.37
165.85,166.1
166.6,166.87
169.32,169.6
185.55,185.82
196.85,197.15
199.57,200.02
211.03,211.4
213.17,213.37
215.87,216.1
227.27,227.7
229.68,229.95
232.28,232.58
233.63,234.05
234.87,235.3
243.65,243.9
249.65,250.02
259.08,259.4
262.87,263.27
266.17,266.37
267.58,267.88
270.25,270.58
281.82,282.15
283.37,283.55
286.2,286.38
