T1,T2
5.9667,6.45
15.85,16.6
39.833,41.2
41.933,42.417
65.25,66.15
66.85,68.717
69.733,70.483
78.267,80.117
80.15,80.633
80.667,81.167
89.5,90.85
99.117,99.633
101.05,102.03
103.13,103.8
104.98,106.73
106.77,108
113.27,114.18
114.62,115.6
122.38,125.65
125.75,126.55
137.45,138.32
140.87,143.52
152.35,153.28
160.7,161.55
162.15,164.23
164.27,165.15
172.33,173.35
173.38,174.92
174.95,175.67
180.7,181.33
186.35,186.88
187.38,189.55
198.53,201.9
202.37,204.65
210.52,212.18
215.98,220.42
223.82,225.3
225.78,227.13
231.47,232.22
232.35,233.02
233.05,234.65
238.18,239.73
239.77,241.42
243.77,244.27
244.3,245.73
245.77,246.28
247.48,248.08
250.35,251.1
253.15,253.72
253.75,255.75
257.5,260.35
264.08,264.75
264.78,265.27
265.42,266.53
267.13,267.73
270.02,270.65
270.68,271.25
271.97,272.78
272.82,273.75
277.05,277.7
279.05,279.58
279.8,280.43
282.43,284.63
284.92,285.57
288.6,289.85
290.3,292.2
294.1,295.8
295.83,297.47
300.35,301.73
