BEHAV,DAN,20180124.Fly4.3,20180124.Fly4.2,20180119.Fly10.1,20180531.Fly3.3,20180131.Fly7.3,20180131.Fly7.2,20180604.Fly8.3,20180604.Fly8.2,20180125.Fly3.3,20180125.Fly3.4,20180131.Fly9.3,20170826.Fly7.2,20170821.Fly1.1,20180604.Fly3.2,20180604.Fly3.3,20180604.Fly3.4,20180604.Fly3.1,20180530.Fly3.1,20180119.Fly7.2,20180530.Fly1.2,20180530.Fly1.1,20180530.Fly1.3,20180120.Fly1.2,20180120.Fly1.1,20180120.Fly1.3,20170826.Fly4.1,20180131.Fly1.3,20180131.Fly1.2,20180125.Fly6.1,20180131.Fly8.3,20180131.Fly8.4,20180131.Fly8.2,20180131.Fly8.1,20180119.Fly9.2,20180530.Fly5.5,20180530.Fly5.4,20180530.Fly5.2,20180530.Fly5.1,20180530.Fly5.3,20180531.Fly2.5,20170828.Fly4.3,20180201.Fly3.2,20180201.Fly3.4,20170822.Fly1.1,20170828.Fly2.2,20170828.Fly2.6,20180131.Fly4.2,20180131.Fly4.3
Motion,G2,-0.34516002535027623,-0.31757288787182136,0.1241962236103028,-0.6426467217111724,-0.21893853543955943,-0.21894241771228362,-3.289489511782066,NaN,-0.15584984843455496,-0.3069846957704787,-0.0032314900028183047,-0.2855255785227757,-3.643913178866625,-0.3102303289961825,-0.12926018217851576,-0.13336941576273476,-0.26856978218345584,NaN,NaN,-0.6927494674516208,-0.28206334571884994,NaN,-0.18420049266854566,-0.15006915878532956,-0.5109737504504326,-0.23415789870472414,NaN,-0.2693246606400017,-0.14198195724260065,-0.5613708246706415,0.10598989613583731,-0.3593329659314741,-0.31501568187760376,NaN,-0.18421687447791957,-0.2489904102578766,-0.19007501795788317,-0.19683452004346935,-0.0959220629144455,NaN,-0.0019784340391586497,-0.019466702216011544,-0.5912990976058141,-0.09665483529950869,-0.12567621373852944,NaN,-0.1004858747839279,-0.14456815196503658
Motion,G3,-0.3635873048233418,-0.26943872219443943,0.18029217037236078,-0.8701721124840878,-0.2922398768270016,-0.15481987726826607,-3.9810176052490505,NaN,0.012371434043657925,-0.2396238052897648,-0.08247551114861462,-0.2875992434662218,-3.5000462814358,-0.28620854033337273,-0.30102479860083564,-0.15937610889292775,-0.14539485111542216,NaN,NaN,-0.8101181444310077,-0.17931140846375127,NaN,-0.3792944136694536,-0.18789116235921033,-0.7355403563956748,-0.05487612208152326,NaN,-0.3334560843444079,-0.1390374260787457,-0.6771733411107128,0.2134266244418439,-0.2809354598934988,-0.0770451278120281,NaN,-0.2504053661080734,-0.2976878716141671,-0.10252300134892223,-0.294703518569728,-0.09362799023013424,NaN,-0.27207109960036413,0.03503045415643258,-1.0665801255408232,-0.0763560109029835,-0.15074068516355155,NaN,-0.1661036439892296,-0.09476878243597642
Motion,G4,-0.17616197036187087,-0.3814351702885621,0.06540748016713938,-0.814254254924025,-0.09313252791442683,-0.15171424048694337,-3.467289277991034,NaN,-0.19744708572120784,-0.3531040800206,0.01000662657637097,-0.17607610867459367,-3.4919752294237814,-0.10044640722822917,-0.36390658347369875,-0.19526780471956995,-0.18664678407092739,NaN,NaN,-0.674609685971093,-0.12565933302122945,NaN,-0.20231009618413887,-0.20880699455010787,-0.8541703410888675,0.008909225476338545,NaN,-0.3383292376488458,-0.12413203744671497,-0.831366740552308,-0.1823663646687903,-0.37764038425452173,-0.25570037865706485,NaN,-0.05594196249442751,-0.16895225495004218,-0.25781129825531557,-0.15099425041646475,-0.08413288484692849,NaN,0.04506093401706068,-0.08790989210003075,-0.5285779714112837,-0.0800060707396657,-0.061984868187009434,NaN,-0.05585164952973232,-0.21941140814190363
Motion,G5,-0.5736582666525074,-0.28132173151487416,0.20638787456500018,-0.8350372873883183,-0.36774253595571804,-0.20922000367136873,-4.054191131686869,NaN,-0.10263114966518838,-0.33034892032015195,-0.04951140224941741,-0.28549972744320984,-3.925759441492894,-0.13705022706563885,-0.31056498216937345,-0.04555218207556888,-0.21087185368675931,NaN,NaN,-0.587187522886556,-0.25508181350868653,NaN,-0.29614662345836007,-0.24539884619232,-1.3537282064112266,0.447165178512962,NaN,-0.17885734528165886,-0.08336407705963533,-0.7662622903211043,-0.022640359570987645,-0.38679849303031766,0.09738479151742241,NaN,-0.0034988033371567973,-0.2051140293081024,-0.20756073433838318,-0.082076259881249,-0.14679016622355068,NaN,-0.04408209548011621,0.044247001152749155,-0.9883486882063379,0.11444568358387042,-0.0673512057981871,NaN,0.0789466701930982,0.07022415177519592
ForVel,G2,-0.5701441020355746,-0.0045416640357358595,-0.037476975806706614,-0.5251565399450506,-0.045894764186085624,0.07725172074952946,-2.169533894695106,NaN,0.11829322819254118,-0.0038056981809519996,0.4792094401973376,-0.24231876830363852,-3.2476109531950756,-0.010961790313556596,-0.18347244877302016,0.04669087653470083,-0.08086746315932447,NaN,NaN,-0.44028342785702157,-0.33039401325793927,NaN,-0.3037715037714801,-0.050852452455216524,-0.2211899429362254,0.25067433203329037,NaN,0.014038342704008944,0.116352665748646,0.1598635131099172,0.2049707263174455,0.21975695732539724,-0.1432380661424102,NaN,-0.021832385661020748,-0.14311088893198343,0.0013754426630212535,0.02951089789466188,-0.015824554593074414,NaN,0.06781838865842693,0.13439237031051066,-0.5036753674771124,-0.06834841628034605,-0.024849816233776245,NaN,-0.010906405561407428,0.12464042779040085
ForVel,G3,-0.30694224330427655,-0.12045429741966496,-0.15289600512930934,-0.6687267277184017,0.17204120423539582,-0.1616706778141903,-2.012237457257753,NaN,-0.17927338152861538,-0.021791127566680668,0.03780467336036053,-0.28391245588523795,-1.986410209572409,-0.19264255579506173,-0.37436266353400405,-0.07032180626082862,-0.338778283795232,NaN,NaN,-0.851320522412599,-0.2536024716947023,NaN,-0.2963695590390021,-0.09357787457984723,-0.43812128349517643,0.10252310180224877,NaN,-0.3794146508963103,-0.06959182849688506,-0.4166749469432285,0.2974937835293394,-0.17246668721967517,-0.1921833396449617,NaN,-0.1880748031052628,-0.2176094485865192,-0.10509579223957877,0.08129052580619245,-0.04267981736413695,NaN,-0.24485357926574358,0.015508290046244988,-0.9229517238457685,-0.022308613651828457,0.14761340030875003,NaN,-0.13778424293935898,0.039650976569897245
ForVel,G4,-0.20857495000556625,-0.11785188577286165,0.25253378646956026,-0.1904193884698,0.142706548785277,-0.07066694396959483,-1.7590660487490828,NaN,0.07429856153303616,-0.16135371633187146,0.499005006876841,-0.04694749139234755,-4.824282009674434,-0.0817011394574012,0.027451383534836782,-0.007293333026285209,-0.159954774531883,NaN,NaN,-0.5733864873997838,-0.20329958951393579,NaN,-0.15135748602357424,0.010229157307542147,-0.6212739819929647,0.2548319415977325,NaN,-0.08741593187082186,-0.06243063727092246,-0.3913656696815344,0.0022060214002135314,0.10999413422289495,-0.20426868399147313,NaN,0.033533743024936724,-0.0600561666794075,0.05335153874301313,0.061414874140819364,0.12241358764119825,NaN,-0.17671537362314949,-0.036360645637790734,-0.598863847762557,0.11127225156689324,0.15023545693734286,NaN,-0.09478058913465182,-0.06439210215694313
ForVel,G5,-0.4668957686471267,-0.1994630531872268,0.0979699891542849,-0.886920080215895,-0.002487728661545452,0.02952640135589879,-4.473316504800474,NaN,-0.06278161091732248,0.06680708367423327,0.34376130088732015,-0.25113839866024734,-4.020659608779235,-0.2685410404624675,-0.31740986129733306,0.024824625601040595,-0.1785801535181395,NaN,NaN,-0.610730956378982,-0.3835884133442473,NaN,-0.31719910242342864,0.04549794632061788,-1.4113693201679371,0.5532359422670072,NaN,-0.18842628530374972,0.20682250893756615,-0.501061061398064,-0.17416461716730525,-0.04982092479016442,-0.05287576301999497,NaN,0.0985302821258418,-0.11722169987376163,-0.030087075276590936,0.10672466353867494,0.025749184998359986,NaN,0.01384389433451072,0.12105180324475573,-0.6537959002036764,0.2805433625139082,0.2533554376618543,NaN,0.06222449695770238,0.14838300388368197
AngVel,G2,-0.6246586751830856,-0.36224960533961315,-0.19942100268438767,-0.7767932543081513,-0.15482267054798626,-0.27878188148506955,-3.98877940157987,NaN,-0.1315820617982597,-0.29767250045897153,-0.024363254584557792,-0.1546357432444223,-2.725051220593107,-0.5427140594078663,-0.2988414029654689,-0.19228979583410677,-0.3978991302744954,NaN,NaN,-0.9035766050698295,-0.23338826978203753,NaN,-0.3271067605576492,-0.22944720092155557,-0.7634390316488961,-0.07836598225204328,NaN,-0.2275242775091233,-0.22912160741481324,-1.1047200965398085,-0.08733649242071428,-0.32561442935259444,-0.2909891958472335,NaN,-0.22005843312653806,-0.23951869296000372,-0.1701987900897599,-0.14616257732607463,-0.14568847202813529,NaN,-0.2277830829727765,-0.24956572681685074,-0.9184961118567676,-0.05943390195708864,-0.0006064378391907876,NaN,-0.1957752645261126,-0.17359092630938777
AngVel,G3,-0.43747333830603297,-0.3591198886450262,-0.16629930778659596,-0.8440747952066034,-0.2463012634844579,-0.24315196168524622,-3.533366437730086,NaN,-0.12999635663207476,-0.3010513117809883,-0.15255208570014678,-0.08533617291507434,-2.9970391714295093,-0.5153895506318571,-0.3435700937637838,-0.21920991433311587,-0.23735180145203927,NaN,NaN,-0.9169387181135402,-0.41054188882274945,NaN,0.24246046542911326,-0.21244327915818362,-1.0498106559555458,-0.26551813601972496,NaN,-0.1409743912671899,-0.21857387992610966,-0.937153678968474,-0.1323749497475022,-0.39280682247517285,-0.2712229283455063,NaN,-0.16519228158785393,0.059600743171544845,-0.24606010932653333,-0.327041141877936,-0.13455307572740693,NaN,-0.2615478348566247,-0.23403133330731607,-0.6692520377874251,0.017932740200110375,0.028352625908736995,NaN,-0.26852789049166104,-0.34410029943808573
