BEHAV,DAN,20170201.Fly2.2,20170201.Fly2.1,20170201.Fly2.3,20170201.Fly2.4,20170330.Fly1.2,20170330.Fly1.1,20170428.Fly2.6,20170428.Fly2.1,20170428.Fly2.2,20170308.Fly3.3,20170308.Fly3.6,20170331.Fly3.2,20170117.Fly1.1,20170117.Fly1.2,20170428.Fly5.2,20170428.Fly5.1,20170428.Fly5.7,20170313.Fly2.1,20170131.Fly1.2,20170131.Fly1.1,20170331.Fly2.4,20170428.Fly1.1,20170428.Fly1.7,20170428.Fly1.2,20170111.Fly2.2,20170111.Fly2.3,20170201.Fly4.2,20170201.Fly4.3,20170201.Fly4.1,20170310.Fly3.2,20170310.Fly3.1,20170131.Fly2.8,20170131.Fly2.1,20170131.Fly2.2,20170201.Fly1.1,20170313.Fly3.2,20170313.Fly3.1,20170313.Fly3.3,20170118.Fly2.2,20170118.Fly2.1,20170118.Fly2.8,20170428.Fly3.2,20170428.Fly3.1,20170331.Fly1.2,20170331.Fly1.1,20170313.Fly1.3,20170313.Fly1.4,20170313.Fly1.2,20170313.Fly1.8,20170310.Fly2.1,20170310.Fly2.6,20170310.Fly2.2
Motion,G2,-0.14879583471632163,-0.22422983786608275,-0.3048288526199887,-9.621429976196813,-0.14150949379726407,0.23504139543610314,-0.2254533164898651,-0.07836749412818222,-0.2024572829039526,0.08800315819995863,-0.03170714303157385,NaN,0.25737811251430587,0.037262426065593934,NaN,NaN,NaN,-2.1227572405109574,-0.017275710840821024,-0.8349159609886274,-0.2023602546555887,-4.025358453478245,NaN,-0.17270299804369027,-0.07589305842652583,-0.1245085197746969,-0.1953830822928364,-0.007858758885734396,-0.04462233863598253,0.13450458158798473,-0.08710677395681832,0.030134529234406182,-0.041714997892112304,0.15639958457179226,-0.04042096194923461,-0.30654644844566414,NaN,-0.16007181811802962,NaN,-0.8539172321946016,-0.3691597245495446,-0.20141349412079523,-0.20281074765128349,NaN,NaN,-1.4975660552219865,-1.4903117568386572,-1.4454838723525074,-1.1994790658000145,0.3015185882720629,-0.2424437650028184,-0.017066222701870304
Motion,G3,-0.14599511832807566,-0.007452737368471851,-0.19121421980222064,-12.450558154140113,-0.016922114085260676,0.2938445272217407,-0.27433358188165147,-0.17268704549434966,-0.02887437492199263,0.03374590239019115,0.03602820465137335,NaN,0.3779704616665813,0.027476605895387363,NaN,NaN,NaN,-2.631866081346404,-0.26914127309886626,-0.9736107781337413,-0.7343203369046813,-3.9739319714830366,NaN,-0.17709893481877836,-0.13785941509235666,-0.1386159966420133,0.05498959392833391,-0.1992044703288507,-0.14070461349386298,0.12799281820237396,0.09782429106333534,-0.19714828023969133,-0.1472937027150545,-0.11861562223359168,0.10784448666727087,-0.29708140390863425,NaN,-0.1980796608407842,NaN,-0.9004454956087047,-0.5268704789575951,-0.194292919754379,-0.10052115702397635,NaN,NaN,-1.6332962471146173,-2.00907055815104,-1.0117898297115513,-0.9440474974632456,-0.10079377559092184,-0.223550269479728,-0.02656370921480944
Motion,G4,0.24198891633792918,-0.060758069877556276,-0.3513346389689529,-10.92282126810355,-0.16549556143373123,0.3529825677382564,-0.10288346516383462,0.41360884008949195,-0.003963323566700039,0.10167057788550005,0.012429669993908266,NaN,0.2748622484924308,-0.07977091640496825,NaN,NaN,NaN,-2.1438918523508192,-0.11340021084822349,-0.04606575141361735,0.16344051236565393,-3.4086727114600475,NaN,0.0770140315174449,0.13204726040689807,0.015110413097542352,-0.18657434874611,0.3381303801240959,0.20045154934370102,0.32456759878175345,-0.12025280418663287,-0.11116041558956358,0.16292971327282046,0.2868213460557304,0.041008931140001925,-0.004686822586233097,NaN,-0.06974815279081836,NaN,-0.8730240695001905,-0.4508311900378441,-0.08363668781863831,0.017193329879531594,NaN,NaN,-1.5084420344741178,-1.2212197568722933,-1.5176298953885379,-0.7893992534925791,-0.23196772234830365,0.1590132498697635,-0.04913401524312211
Motion,G5,0.0483078568819173,-0.20914276882788063,-0.277129655968938,-12.627840550471076,-0.08454371406259953,0.2828905625206217,-0.2538727474041145,0.32094563298850753,0.056208713075589056,-0.10221218419894473,-0.1040055341197268,NaN,-0.1620202402840445,-0.1425622168519134,NaN,NaN,NaN,-1.6226442650163628,-0.10963900859702491,-0.33630290200790736,0.2709031059860406,-3.451399633734913,NaN,0.03275851723186063,0.15207038749836677,0.2559795128153364,-0.24404605376079092,0.24725527492292965,0.1888588467249911,0.3089273856717706,0.023120787115473607,0.13972522702751056,0.023366346873703092,0.16913800995812545,-0.13085094674056164,-0.23658307323093974,NaN,-0.18108840775483115,NaN,-0.7458373284290931,-0.8030090655378237,-0.23103646287021729,0.026657607871841904,NaN,NaN,-1.9134305943030165,-1.6099936177631005,-1.9112969128540813,-0.10822825427870031,0.1612783794182765,0.05161137343589839,0.17592976499542057
ForVel,G2,0.02589840340626437,0.11873056977328611,-0.0081339301514054,-8.144515490846302,-0.09130368478604822,0.3070901425685504,0.19077982728813758,-0.019688812233494613,-0.09896091308666,0.2753270482243856,0.06711956826968957,NaN,0.3130412027615288,0.09351336163751733,NaN,NaN,NaN,-0.8202296662962358,0.018820409696870377,-0.35534012809787896,-0.3853828562755748,-3.5270232613090373,NaN,0.03503401440110332,0.18521466358276772,0.34945365128018824,-0.178205115288119,0.18499706290193974,-0.08514982480006905,0.1210860816811491,-0.005661955311213829,0.0740712055234869,0.3851595439344314,0.4118405783185112,0.08387255516053915,0.0702497295939194,NaN,0.17824188440534983,NaN,-0.1474746061231893,-0.3836412692719857,0.04065612732314039,-0.033673018144615874,NaN,NaN,-0.9245642477468032,-1.5355923997097318,-1.2747814873554568,-0.6731945970937798,0.3218269401103301,-0.2228100584132997,-0.0906141929297275
ForVel,G3,-0.14309275498600615,-0.28077747185512125,0.10096105789323184,-9.482768349100608,-0.17014043586236327,0.38372153020653343,0.41599150790672523,-0.028821016390222276,-0.03610366727870962,-0.12790212656094568,-0.018280929233838172,NaN,0.09943482208041887,-0.06469639443809339,NaN,NaN,NaN,-2.4270130948816626,-0.1478431387394239,-0.7767351272992424,-0.8088586953174,-4.455446157352352,NaN,-0.1044336919900779,-0.1388697016547782,-0.18465112331693412,0.11790490954932675,-0.13398241614331807,0.005468548060873379,-0.10785286496136415,0.04974376947552095,-0.15885217043990152,-0.020337537859775656,-0.039996037818507135,0.4677239104769716,-0.14741481911938714,NaN,-0.167319457369004,NaN,-0.7080053233140731,-0.44817389667920704,0.19679350143401464,-0.07562933533015159,NaN,NaN,-1.7065590403586408,-1.524858251009801,-1.5268368355544935,-0.015309196519884383,-0.02102657031030053,-0.22281657749337347,-0.039950430415583105
ForVel,G4,0.48194425345206593,-0.12357989993170282,-0.19960289451299396,-8.818982141786003,-0.15335375310103005,0.36234916812449924,-0.01295496680077668,0.27368893282756346,0.14311764730310006,0.3779024350997423,0.216741807963875,NaN,0.15936445208386862,0.04246559274134021,NaN,NaN,NaN,-1.5566021442851103,0.0706670277448459,0.33233820044952167,-0.2742891876796594,-2.929161714357098,NaN,0.2872277850217536,0.267659263347115,0.26888829688648985,-0.21164550112665403,0.2857268316363555,0.38074907521423995,0.1571950879389452,-0.01920938043090037,-0.11846994560538104,0.4509957785561729,0.47668378432738856,0.16079446645047724,0.07116775028820665,NaN,0.16641353245773483,NaN,-0.7267808672009424,-0.4713404906131391,-0.014756343201451694,0.018767054836665187,NaN,NaN,-1.0725977791487584,-1.669245617142109,-1.3387593978761747,0.07496593994205769,-0.21144385147954603,0.10763862910161193,-0.12490183317659054
ForVel,G5,0.35608604768726293,-0.24378907327800947,-0.2153958273753631,-12.113979122761071,-0.18544513036642085,0.27246473659390813,0.1007300957047852,0.00940872950843663,0.15968089423367582,-0.03427735435113677,-0.10372487775344208,NaN,-0.08578108205601609,-0.05092667240399407,NaN,NaN,NaN,-1.348227707638633,-0.14662011169974853,-0.21051793560294607,-0.31082189004370564,-2.7475178062128998,NaN,0.12077777932198819,0.2663797122899667,0.17244955029344955,-0.05985889673752798,0.24959003633215493,0.4397700096341288,0.05541349535088447,-0.04685549143343093,0.11064040637059536,0.09869390216098062,0.12211957593127176,0.0016112547249276243,-0.2184422350171591,NaN,-0.06277525284988039,NaN,-0.8542793634646504,-0.7191547805735472,-0.05618408274408737,-0.19560423242706237,NaN,NaN,-1.666808743111174,-1.7008815029045778,-0.5247253038228501,-0.10129800425395485,0.07028754940595716,0.03037265519782062,0.05372552412487075
AngVel,G2,0.005570054666120372,-0.14289903189555697,-0.20935031934243908,-6.239180086864819,-0.14701691300855235,-0.14323184298153624,-0.09352171306086965,-0.27802809937718886,-0.19361638132892134,-0.14118821823554484,-0.09248619907529543,NaN,-0.01502941807912439,-0.1337498864214599,NaN,NaN,NaN,-2.598647083240857,-0.21676816884623462,-0.4832498885356271,-0.3844633081641642,-3.6590533416088675,NaN,-0.23350564037882937,-0.14788929711074594,0.09264943514759194,-0.1856784076785456,-0.25931825789738716,-0.1620360374429637,-0.15881607281024457,-0.1640288312047895,-0.018745783374127134,0.20573763955198587,0.17957710306396946,-0.1831410275915375,-0.3632352489646409,NaN,-0.19459344692978298,NaN,-0.5082035774992275,-0.4656574747891422,-0.16996955141936843,-0.23132348655536394,NaN,NaN,-1.0459007678508963,-1.1185512694181363,-1.9173749761076917,-0.6143582953468376,0.02622679163625452,-0.19174304797284591,-0.017655137804531318
AngVel,G3,-0.07936567906620784,-0.17538168445593438,-0.2624635210541377,-8.846651217918353,-0.14490897449981976,-0.19306441021368403,-0.21405391003137675,-0.32560208556130066,-0.22448860665671133,-0.10116122889114698,-0.11877322055759532,NaN,-0.16020950141592927,-0.18045212569912628,NaN,NaN,NaN,-2.621213337308437,-0.0998628283857117,-0.8631185769160894,-0.8657512622823116,-4.735734838207201,NaN,-0.25956641585106466,-0.16421536544553783,-0.1729335803047789,-0.24648627713713522,-0.24023949959592894,-0.2326844335371605,-0.33780012740557264,-0.3584967126554657,-0.09364692139773756,0.10779315891843533,-0.12597708788257367,0.24723472207291797,-0.3281120011396279,NaN,-0.2932619051063632,NaN,-0.560940775999071,-0.6826765994265485,0.019895211430938975,-0.08534104150023603,NaN,NaN,-1.6313927066391969,-1.7091652322053652,-1.5179056428862503,-0.25831058404279195,-0.2135980604984744,-0.26408606805008716,-0.07742549096220497
