T1,T2
10.267,10.5
19.317,19.633
20.467,20.933
29.85,30.217
57.283,57.5
63.15,63.433
64.017,64.483
66.15,66.333
76.283,76.55
86.35,86.783
100.77,101.07
101.98,102.27
109.3,109.58
111.7,111.92
113.07,113.45
114.55,114.87
117.53,117.78
118.57,118.82
120.73,121
147.03,147.37
150.48,150.75
151.62,152.02
163.15,163.48
166.58,166.77
168.62,168.93
170.73,171.13
176.4,176.85
188.2,188.65
191.23,191.55
199.83,200.1
200.95,201.33
202.9,203.12
206.1,206.33
227.83,228.27
230.68,230.88
250.88,251.12
259.77,260.13
261.7,262.1
271.35,271.53
272.55,273.02
276.02,276.35
279.18,279.42
291.55,291.75
295.83,296.08
