Time,xpos,ypos,ForVel,AngVel,LatVel,Motion,AbsHeading,ForVel_Conv,AngVel_Conv,LatVel_Conv,Motion_Conv,G2_Red_R,G3_Red_R,G4_Red_R,G5_Red_R,G2_Red_L,G3_Red_L,G4_Red_L,G5_Red_L,G2_Green_R,G3_Green_R,G4_Green,G5_Green_R,G2_Green_L,G3_Green_L,G4_Green_L,G5_Green_L,G2_R,G3_R,G4_R,G5_R,G2_L,G3_L,G4_L,G5_L,G2_avg,G3_avg,G4_avg,G5_avg
0.0,0.006597975,0.00877075,0.000758825,0.0006273125,-0.005212125,0.005924875,0.625795,1.0664249999999999e-05,0.00013838,-0.00050802925,0.0005755025,2033.9,1473.8,1229.4,1057.9,884.82,1301.4,1444.5,1382.0,2479.9,3276.0,1645.4,1021.8,915.81,3340.3,1778.1,1201.5,1.2193,2.2228,1.3384,0.9658700000000001,1.035,2.5666,1.2309,0.86936,1.1272,2.3947,1.2847,0.91761
0.1,0.00376535,0.0157167166666667,-0.00474691166666667,-0.0021059145,0.00232560333333333,0.00935603166666667,0.620641666666667,0.0001601463,0.00031583,-0.0036510999999999996,0.00479445,2199.7,1486.7,1348.6,1199.7,946.8,1419.1,1613.0,1557.7,2986.0,3605.5,1824.2,1151.1,1106.1,3666.0,1925.1,1333.2,1.3574,2.4252,1.3526,0.95955,1.1682,2.5834,1.1935,0.85588,1.2628,2.5043,1.2731,0.90771
0.2,-0.0364395,0.0671776666666667,-0.0102833166666667,-0.0179371233333333,-0.00697695666666667,0.0278003333333333,0.572113333333333,-0.00664715,-0.0030603966666666697,-0.006352833333333329,0.0217615,2237.3,1500.0,1400.1,1227.9,955.7,1426.1,1569.6,1515.0,3497.3,3767.0,1784.1,1274.9,1266.6,3911.3,1906.5,1367.7,1.5632,2.5114,1.2743,1.0383,1.3253,2.7427,1.2147,0.9027700000000001,1.4442,2.6271,1.2445,0.9705299999999999
0.3,-0.0757266666666667,0.22171,-0.02676035,-0.08756649999999999,-0.0395555833333333,0.102553166666667,0.258278833333333,-0.024875,-0.0350241666666667,-0.0203798333333333,0.0747756666666667,2145.0,1545.0,1338.7,1185.7,979.8,1358.9,1566.4,1541.2,3866.7,3787.8,1789.7,1349.9,1395.1,3936.1,1885.6,1415.2,1.8027,2.4517,1.3368,1.1385,1.4239,2.8965,1.2038,0.91824,1.6133,2.6741,1.2703,1.0284
0.4,-0.20865833333333303,0.524625,0.000564733333333333,-0.141575,-0.05151699999999999,0.151683333333333,0.5049316666666671,-0.0590736666666667,-0.163448166666667,-0.07309299999999999,0.229215,2138.5,1504.8,1336.0,1162.9,947.33,1399.8,1568.4,1536.1,4220.0,3792.2,1685.0,1373.9,1537.0,3941.7,1848.4,1413.2,1.9734,2.5201,1.2613,1.1814,1.6224,2.8160000000000003,1.1786,0.92004,1.7979,2.6681,1.2199,1.0507
0.5,-0.4726216666666671,0.747968333333333,0.0035700000000000003,-0.10838099999999999,-0.0586248333333333,0.126041833333333,1.27750166666667,-0.0836668333333333,-0.4013416666666671,-0.17182999999999998,0.497645,2211.1,1510.3,1333.4,1165.8,985.05,1428.6,1528.3,1508.5,4389.3,3827.2,1681.1,1411.4,1549.4,3993.4,1842.5,1449.5,1.9851,2.5340000000000003,1.2607,1.2107,1.5729,2.7954,1.2055,0.9608399999999999,1.7790000000000001,2.6647,1.2331,1.0858
0.6,-0.688955,0.832841666666667,0.0183912833333333,-0.0774898333333333,-0.030696800000000003,0.0869766666666667,1.80425,-0.0876746666666667,-0.66368,-0.28646833333333305,0.79195,2205.4,1488.1,1346.9,1108.0,972.33,1407.7,1581.5,1474.9,4512.0,3821.2,1596.3,1551.0,1653.1,4004.2,1777.0,1548.9,2.046,2.5678,1.1852,1.3998,1.7002,2.8444,1.1236,1.0502,1.8731,2.7061,1.1544,1.225
0.7,-0.866426666666667,0.8771700000000001,0.0183517833333333,-0.0224738333333333,-0.0166392166666667,0.0397628333333333,2.07455,-0.0661835,-0.884183333333333,-0.3834116666666671,1.04027666666667,2187.8,1536.6,1346.5,1184.7,964.32,1412.0,1573.4,1528.9,4528.0,3753.6,1554.9,1672.8,1639.5,3957.2,1741.4,1638.2,2.0697,2.4427,1.1548,1.412,1.7002,2.8026,1.1068,1.0715,1.8849,2.6227,1.1308,1.2417
0.8,-1.0967833333333301,0.8459983333333342,0.0114126,-0.104227666666667,-0.0468330666666667,0.119793333333333,2.43985,-0.0270241166666667,-1.03057,-0.4591583333333329,1.21983333333333,2239.3,1488.4,1339.3,1203.8,959.1,1415.0,1557.9,1540.8,4488.3,3644.8,1531.2,1704.3,1680.2,4062.8,1720.7,1681.3,2.0043,2.4488,1.1433,1.4158,1.7518,2.8712,1.1045,1.0912,1.8781,2.66,1.1239,1.2535
0.9,-1.21635,0.700586666666667,0.00602725,-0.0601166666666667,-0.0236668833333333,0.067886,2.98641666666667,0.0139262,-1.18981666666667,-0.5333383333333329,1.40921666666667,2203.4,1513.3,1371.4,1197.3,928.62,1426.2,1534.1,1540.6,4554.3,3696.4,1491.5,1717.2,1664.7,4041.1,1731.7,1712.4,2.0669,2.4425,1.0876,1.4342,1.7927,2.8336,1.1288,1.1115,1.9298,2.6381,1.1082,1.2729
1.0,-1.23023333333333,0.4896033333333329,0.0129602525,-0.105116666666667,-0.046984,0.11721199999999998,2.82836666666667,0.045094999999999996,-1.33168333333333,-0.592078333333333,1.57078333333333,2163.3,1491.0,1352.2,1196.5,940.53,1439.2,1583.3,1490.9,4548.7,3568.6,1430.1,1838.1,1674.8,3884.4,1676.7,1727.1,2.1026,2.3934,1.0576,1.5363,1.7808,2.699,1.0590000000000002,1.1584,1.9417,2.5462,1.0583,1.3473
1.1,-1.26655,0.2014875,0.12207349999999999,-0.115204,-0.06554199999999999,0.186725,2.3873,0.065581,-1.4326,-0.63653,1.6838,2227.8,1490.4,1355.3,1203.6,952.47,1353.3,1536.8,1487.5,4654.9,3483.1,1430.1,1793.8,1716.0,3841.0,1658.7,1720.0,2.0894,2.3369999999999997,1.0552,1.4904,1.8016,2.8382,1.0793,1.1563,1.9455,2.5876,1.0672,1.3233
1.2,-1.32893333333333,0.0346258833333333,0.0142349166666667,-0.009562316666666671,-0.0116593166666667,0.0416305,2.3036,0.116070666666667,-1.5228333333333302,-0.680575,1.80326666666667,2175.7,1523.6,1304.9,1185.1,971.69,1390.8,1539.1,1449.2,4655.8,3420.9,1386.2,1794.8,1710.2,3852.9,1622.3,1716.4,2.1399,2.2454,1.0623,1.5144,1.7601,2.7703,1.054,1.1844,1.95,2.5078,1.0582,1.3494
1.3,-1.28893333333333,-0.24215949999999997,0.046303500000000004,-0.0739145,-0.0382036666666667,0.0974518333333333,1.99695,0.19247333333333302,-1.59461666666667,-0.725811666666667,1.9315166666666699,2225.4,1459.1,1366.0,1165.3,952.5,1404.5,1530.9,1488.7,4634.4,3341.2,1418.5,1699.2,1720.5,3676.5,1617.9,1717.2,2.0825,2.2899,1.0385,1.4581,1.8063,2.6177,1.0568,1.1535,1.9444,2.4538,1.0476,1.3058
1.4,-1.27661666666667,-0.5343833333333329,0.0472785,-0.021506,2.7950000000000103e-05,0.0565743333333333,1.7185,0.28359166666666696,-1.6491,-0.759573333333333,2.03788333333333,2206.2,1519.4,1348.4,1169.9,947.26,1393.7,1541.3,1496.5,4669.7,3189.2,1410.8,1680.8,1715.9,3579.1,1642.4,1717.9,2.1167,2.099,1.0462,1.4368,1.8114,2.5681,1.0656,1.148,1.964,2.3335,1.0559,1.2924
1.5,-1.34035,-0.790478333333333,0.0427791666666667,0.0033123000000000007,0.009634805,0.046431,1.6971666666666698,0.3858766666666671,-1.6388333333333303,-0.751516666666667,2.0881,2149.7,1474.3,1361.4,1229.5,922.81,1403.9,1539.6,1476.0,4516.9,3100.3,1405.8,1702.5,1627.1,3483.2,1791.3,1744.6,2.1012,2.1029,1.0327,1.3846,1.7632,2.4811,1.1635,1.182,1.9322,2.292,1.0981,1.2833
1.6,-1.4543833333333303,-1.05145333333333,0.044748,0.0296088333333333,0.01630185,0.0584121666666667,1.81193333333333,0.4863066666666671,-1.5531166666666698,-0.704023333333333,2.09111666666667,2149.5,1511.2,1354.6,1186.4,916.62,1411.1,1519.7,1477.4,4458.4,3012.2,1442.8,1739.3,1653.3,3407.0,1874.2,1730.6,2.0741,1.9933,1.0651,1.4661,1.8036,2.4144,1.2333,1.1714,1.9389,2.2038,1.1492,1.3187
1.7,-1.6213,-1.15995,0.0224966666666667,0.045195,0.018467700000000004,0.0604881666666667,2.02056666666667,0.574008333333333,-1.4076,-0.626556666666667,2.08006666666667,2209.9,1440.0,1320.2,1188.8,963.22,1396.7,1513.1,1489.7,4496.6,2886.9,1393.2,1766.5,1686.4,3312.6,1856.0,1793.8,2.0348,2.0048,1.0553,1.4859,1.7508,2.3717,1.2266,1.2041,1.8928,2.1882,1.141,1.345
1.8,-1.80385,-1.20858333333333,0.0192335833333333,0.0452176666666667,0.0132581666666667,0.0652341666666667,2.3230833333333303,0.635341666666667,-1.21275,-0.5310216666666671,2.07036666666667,2209.6,1446.3,1352.5,1175.4,915.27,1424.3,1545.5,1525.6,4427.9,2829.9,1366.4,1805.8,1647.2,3294.7,1841.1,1736.3,2.0039,1.9566,1.0102,1.5364,1.7997,2.3133,1.1913,1.1381,1.9018,2.135,1.1008,1.3372
1.9,-2.01598333333333,-1.23343333333333,0.0318736666666667,0.0344295,0.032820999999999996,0.0628015,2.5409,0.677265,-0.9970049999999999,-0.43019333333333293,2.06858333333333,2229.8,1433.9,1348.2,1179.9,982.95,1409.1,1607.7,1473.2,4376.6,2743.4,1393.6,1775.3,1644.5,3159.6,1858.7,1722.7,1.9628,1.9132,1.0337,1.5046,1.673,2.2423,1.1561,1.1693,1.8179,2.0778,1.0949,1.337
2.0,-2.25205,-1.20996666666667,0.0436733333333333,0.0341961666666667,0.0164077833333333,0.060391499999999994,2.74926666666667,0.714548333333333,-0.777328333333333,-0.321913333333333,2.05491666666667,2132.5,1453.0,1326.8,1154.0,980.7,1430.6,1544.4,1488.7,4391.9,2700.7,1404.0,1735.5,1601.1,3056.3,1869.1,1649.3,2.0595,1.8587,1.0582,1.5039,1.6326,2.1363,1.2102,1.1078,1.8459999999999999,1.9975,1.1342,1.3059
2.1,-2.53376666666667,-1.14666666666667,0.0481051666666667,0.0438653333333333,0.020132499999999998,0.0725346666666667,2.9913333333333303,0.757948333333333,-0.571011666666667,-0.21936833333333303,2.0444833333333303,2161.7,1417.2,1324.1,1138.4,957.08,1361.2,1557.8,1476.0,4238.7,2598.2,1432.5,1730.4,1593.5,3036.7,1984.0,1752.2,1.9608,1.8334,1.0818,1.52,1.665,2.2309,1.2736,1.1872,1.8129,2.0321,1.1777,1.3536
2.2,-2.87616666666667,-1.01365,0.050604,0.0424215,0.02568225,0.0750108333333333,3.0168833333333303,0.8159133333333329,-0.3641883333333329,-0.117251333333333,2.04516666666667,2145.5,1485.0,1332.9,1184.6,929.66,1392.7,1560.4,1488.1,4113.4,2476.8,1508.2,1738.2,1550.8,2940.5,2036.8,1684.9,1.9173,1.6679,1.1315,1.4673,1.6681,2.1113,1.3053,1.1322,1.7927,1.8896,1.2184,1.2998
