T1,T2
10.35,10.75
13.65,14
16.25,16.533
22.033,22.333
23.15,23.333
32.517,32.933
34.117,34.45
35.617,35.817
40.467,40.683
49.833,50.25
54.45,54.65
60.167,60.333
62.85,63.15
65.183,65.5
76.833,77.2
85.833,86.3
87.2,87.583
112.48,112.88
138.63,139.12
147.73,148.07
149.72,150.2
157.58,157.92
159.08,159.4
175.6,175.82
179.88,180.35
186.77,187.13
189.38,189.67
198.63,198.95
208.12,208.53
219.67,219.88
221.42,221.68
227.48,227.72
232.5,232.9
236.25,236.55
237.52,237.82
251.03,251.3
264.2,264.48
265.05,265.43
267.22,267.42
268.47,268.88
275.67,275.9
281.3,281.52
286.18,286.58
287.33,287.48
288.03,288.33
289.27,289.5
