T1,T2
8.2167,8.5333
11.533,11.817
15.4,15.567
18.583,18.8
38.983,39.317
60.55,60.967
61.55,62.033
64.433,64.917
66.817,67.067
71.183,71.383
73.717,74.017
79.167,79.483
81.383,81.75
88,88.333
94.383,94.667
109.05,109.42
111.52,111.85
120.7,121
121.75,122.03
123.15,123.43
128.37,128.8
134.82,135.27
138.1,138.4
145.6,145.77
146.33,146.73
152.82,153.23
153.93,154.32
167.27,167.53
187.13,187.5
188.8,189.17
195.35,195.65
197.95,198.3
227.33,227.57
229.87,230.07
233.32,233.62
246.5,246.95
250.25,250.47
257.33,257.58
264.38,264.87
277.67,277.95
280.62,281.03
284.13,284.6
291.98,292.45
294.12,294.33
