T1,T2
0.016667,4.4667
13.667,14.3
15.333,17.417
23.217,23.95
30.5,32.183
32.217,36.367
45.083,45.85
46.633,49
51.767,57.317
62.767,63.683
65.117,67.767
71.217,75.067
77.95,79.033
79.066,83.883
90,90.933
92.4,93.066
95.883,96.533
98.3,102.63
106.95,108.12
118.72,119.28
120.22,126.13
133.32,134.12
139.55,140.53
141,142.27
142.3,145.5
145.53,146.42
149.33,149.95
151.05,152.1
160.63,161.17
162.3,162.98
168.47,169
169.15,171.2
171.23,177.83
181.78,182.3
184.25,184.98
190,191.95
191.98,196.45
210.47,210.95
213.93,214.65
214.82,215.37
221.28,221.83
223.2,223.88
225.1,233.65
237.73,238.35
244.73,245.28
250.68,251.17
252.2,254.8
254.83,260.03
268.7,269.28
270.22,270.87
275.9,277.37
278.78,279.4
288.9,296.08
296.58,297.1
