Time,xpos,ypos,ForVel,AngVel,LatVel,Motion,Heading,ForVel_Conv,AngVel_Conv,LatVel_Conv,Motion_Conv,G2_Red_R,G3_Red_R,G4_Red_R,G5_Red_R,G2_Red_L,G3_Red_L,G4_Red_L,G5_Red_L,G2_Green_R,G3_Green_R,G4_Green,G5_Green_R,G2_Green_L,G3_Green_L,G4_Green_L,G5_Green_L,G2_R,G3_R,G4_R,G5_R,G2_L,G3_L,G4_L,G5_L,G2_avg,G3_avg,G4_avg,G5_avg
0,0.00096388273684001,-0.00979594170393994,-9.5546486054258e-05,0.00158904220465559,-0.00078872599485248,0.00750680575625845,-2.96465793074121,5.2258362969484e-06,1.56480470475392e-05,-0.000289094834063611,0.00148342983477866,903.5099,950.5752,822.7888,537.1819,706.5285,685.9896,594.1487,582.8271,396.9942,885.1544,941.165,400.36,268.2399,552.8746,687.4247,370.2133,0.439391090235979,0.931177670109635,1.14387191463958,0.745296891053105,0.379658994647774,0.805951868658067,1.15699100242077,0.635202618409473,0.409525042441876,0.868564769383851,1.15043145853018,0.690249754731289
0.1,-0.00852014257844888,-0.0224963283980777,0.00553117771847049,-0.0152898486763333,-0.00310452979817723,0.0200944192561541,-2.93717393601283,0.000323837324299554,-8.17783947187774e-05,-0.00136458752550355,0.0070612469228356,999.2212,999.7621,836.8094,612.257,772.2247,758.9397,651.4343,643.0084,485.1723,971.945,1003.4274,386.3232,319.2309,586.1046,712.5249,423.0784,0.485550446687881,0.972176280737187,1.1991110520508,0.630982087587402,0.413391205953397,0.772267678183128,1.09377860514867,0.657967143197507,0.449470826320639,0.872221979460158,1.14644482859974,0.644474615392455
0.2,-0.0504643804202714,-0.122559643541089,0.014509028942573,-0.0506232353791333,-0.0149822658358496,0.0594887845082455,-2.68967451833515,0.00878635953932261,-0.0257180872400299,-0.0108503778303499,0.0429839416259786,981.4561,981.2836,870.7979,602.2557,767.978,724.8021,617.3134,680.925,518.9068,1025.7435,987.236,445.9682,365.4027,635.311,694.1025,434.1568,0.528711167009915,1.04530790079443,1.13371426366554,0.740496436978513,0.475798395266531,0.876530297028665,1.12439240748702,0.63759856078129,0.502254781138223,0.960919098911547,1.12905333557628,0.689047498879901
0.3,-0.0796022365213241,-0.100627082399067,-0.00693015748619463,0.0514475567931561,0.0269292426299671,0.0844830091281935,-2.67380244802147,0.0265889339350782,-0.0853994603292385,-0.027553503267905,0.134117369012322,1025.8177,986.8602,899.1254,623.5522,813.332,766.5712,652.0071,683.0734,529.6641,1079.9045,1026.2689,471.5229,365.5223,657.639,698.9514,475.9013,0.51633355517262,1.09428316189061,1.14140797268101,0.756188335154619,0.449413400677706,0.857896826804868,1.07199967607715,0.696705946974366,0.482873477925163,0.976089994347739,1.10670382437908,0.726447141064493
0.4,-0.0596255476614018,0.0928204433230224,-0.00890156378935322,0.110134475517503,0.0342541312743827,0.117930716646967,0.927756820277316,0.0298707901534086,-0.0556577730290775,-0.0106748608429348,0.289882453775352,1015.0054,982.5447,863.0561,646.7227,782.8,732.3393,640.051,680.6973,604.6649,1090.1299,1031.1163,474.3524,391.4859,677.7993,674.7512,527.2606,0.595725796138622,1.10949649415441,1.19472685495184,0.733471084283882,0.500109734287174,0.925526323658993,1.05421474226273,0.774588939900305,0.547917765212898,1.0175114089067,1.12447079860728,0.754030012092094
0.5,-0.00533287057770999,0.197036642152275,-0.00081098235194875,0.0963852970445505,0.0396741644534515,0.106351512509225,2.64660818936753,0.025069971420974,0.0186662706153975,0.0150160577031305,0.41427425654437,1007.8475,997.3578,918.3581,663.4402,789.5546,749.6871,654.4111,680.4342,592.3202,1169.6653,983.5355,447.5534,409.7471,671.3949,651.2133,493.3271,0.587708160212731,1.17276397697998,1.07097166127244,0.674594937117166,0.518959803413215,0.895566830481677,0.995113469193906,0.725018084041043,0.553333981812973,1.03416540373083,1.03304256523317,0.699806510579105
0.6,0.0913992822484729,0.306040860318043,-0.00299309734649772,0.0646911187558634,0.0318159373239467,0.0827550481570946,2.33623024478921,0.0158292808667205,0.154723026332722,0.065038084902172,0.590811445919806,963.5613,957.3088,832.5668,587.2392,764.7711,759.3798,647.8643,629.2319,618.6901,1083.5228,965.0619,518.0204,401.2055,740.2545,620.2642,539.6442,0.64208691237392,1.13184251518423,1.15914050380102,0.88212844101688,0.524608605110732,0.974814578949822,0.95739833171854,0.857623715517284,0.583347758742326,1.05332854706703,1.05826941775978,0.869876078267082
0.7,0.15955973829414,0.339707215037822,-0.000976270899678089,0.0381282746847709,0.0130771769175336,0.0474632725425282,2.13353862056861,0.00518561961431096,0.297296028918057,0.120450826663324,0.762479171617644,985.0767,979.3532,879.7822,597.7328,794.6323,723.9717,641.4532,677.7454,614.4117,1070.1836,953.1015,526.7264,404.0536,689.1339,555.4183,560.4966,0.623719655535452,1.09274529352638,1.08333801252174,0.881207121309053,0.508478701406928,0.951879610763791,0.865875016291134,0.827001702999386,0.56609917847119,1.02231245214509,0.974606514406435,0.85410441215422
0.8,0.180311290868696,0.324072899388389,-0.00517173229937829,-0.0234913892097156,-0.0110812277343022,0.0562617644984918,2.07342983350526,-0.00765219893202233,0.434112253470295,0.171047258754176,0.915016592122648,982.2581,1007.2412,866.9678,592.0522,769.7388,722.5447,632.3258,634.8811,626.3625,1085.6766,930.2558,527.6959,422.7725,745.8124,599.1143,596.8845,0.637676085338467,1.07787151677275,1.07299925095257,0.891299618513368,0.549241508937837,1.0322024367489,0.94747723404612,0.940151628391521,0.593458797138152,1.05503697676082,1.01023824249935,0.915725623452444
0.9,0.06191144293786,0.196044761793867,0.00186597454538632,-0.0941168951625508,-0.0382254661716341,0.102920402024879,2.52361801279504,-0.0183707345739409,0.457112698271582,0.176856406787256,1.04491863938057,998.5865,965.5315,889.948,618.668,753.0618,740.3431,655.1647,665.5759,685.0079,1112.0066,836.717,523.0992,462.6076,770.9472,525.9005,607.1956,0.685977529237577,1.15170411322676,0.940186392912844,0.845524901885987,0.614302305600948,1.04133772571123,0.802699687574743,0.912286036799109,0.650139917419263,1.09652091946899,0.871443040243793,0.878905469342548
1,-0.0447808798728341,0.074070548310689,0.00547849640281366,-0.0472595494274857,-0.0180922449540001,0.056364270891063,2.93853900446597,-0.0190071729263745,0.339769503145886,0.131184606391508,1.18806287872741,976.2912,978.731,859.9827,637.5967,751.3581,759.7437,664.6451,647.7606,681.5369,1114.89,896.8812,468.0725,482.866,733.1395,532.6226,600.941,0.698087722187806,1.139117898585,1.04290609566913,0.734120016618656,0.642657608935074,0.964982664548584,0.801363915870289,0.927720827725552,0.67037266556144,1.05205028156679,0.922135005769712,0.830920422172104
1.1,-0.0537922898021242,-0.0496017567195221,0.00240855519907063,-0.0778367135988113,-0.0269189391188001,0.0840927866143654,-0.888253489031158,-0.0122599625742824,0.1799857691308,0.0697347315583863,1.30375531416283,1004.6168,1005.1723,839.2937,612.855,770.8069,733.9029,628.6215,655.2015,717.1152,1105.3274,898.4695,522.9211,485.6467,745.5118,523.2873,581.554,0.713819637497601,1.0996397334069,1.07050666530679,0.85325419552749,0.630049756949503,1.0158180326035,0.832436211615416,0.887595648056361,0.671934697223552,1.0577288830052,0.951471438461104,0.870424921791926
1.2,-0.030689442453244,-0.1778631086023,0.0131504591133724,-0.0969577979399356,-0.0349763328469824,0.105050388756515,-2.60882709392955,-0.00845199961117056,0.0545409766455572,0.0231410147199672,1.3790795622369,992.0874,960.835,827.731,584.2926,753.4028,722.0679,631.5095,684.0135,765.9221,1102.6409,853.967,507.2366,512.5059,750.8549,539.356,607.3263,0.772030871473622,1.14758610999807,1.03169628780365,0.868120869578016,0.680254838447641,1.03986744182922,0.854074245913957,0.887886423294277,0.726142854960631,1.09372677591365,0.942885266858802,0.878003646436147
1.3,0.17241571865805,-0.38918836386745,0.0119001672189151,-0.156257028616757,-0.0471765666004752,0.166031306018373,-1.7037281054083,0.00570440331029614,-0.196680404219996,-0.0655342205870525,1.54620014284436,979.9942,973.5222,895.236,632.173,756.9347,759.1414,663.9709,633.5219,740.3973,1034.5964,771.6518,490.514,520.6351,713.9011,531.4378,608.5649,0.755511920376672,1.06273529252851,0.861953496061374,0.775917351737578,0.687820362839753,0.940405963895527,0.800393210003631,0.96060593958946,0.721666141608213,1.00157062821202,0.831173353032503,0.868261645663519
