Time,xpos,ypos,ForVel,AngVel,LatVel,Motion,AbsHeading,ForVel_Conv,AngVel_Conv,LatVel_Conv,Motion_Conv,G2_Red_R,G3_Red_R,G4_Red_R,G5_Red_R,G2_Red_L,G3_Red_L,G4_Red_L,G5_Red_L,G2_Green_R,G3_Green_R,G4_Green,G5_Green_R,G2_Green_L,G3_Green_L,G4_Green_L,G5_Green_L,G2_R,G3_R,G4_R,G5_R,G2_L,G3_L,G4_L,G5_L,G2_avg,G3_avg,G4_avg,G5_avg
0.0,0.0060205,0.00181405,-0.0012095425,0.0111201,0.00248885,0.0163925,1.7669,-0.0002261275,0.0008363575,-0.0006742175,0.001467005,938.02,1027.9,973.49,715.95,881.54,941.86,1041.7,781.2,1344.4,3267.7,2932.1,1247.6,1244.5,2987.7,2743.8,1049.3,1.4332,3.1791,3.012,1.7425,1.4118,3.1721,2.634,1.3431,1.4225,3.1756,2.823,1.5428
0.1,0.0231153333333333,0.00413273333333333,0.0014842466666666698,-0.0031779033333333303,0.0023190000000000003,0.0272111333333333,1.7619666666666698,-0.001204035,0.006403783333333329,0.000624198333333333,0.0175483833333333,1083.4,1107.0,1057.0,829.77,962.54,1044.1,1146.6,860.27,1675.3,3591.2,3191.5,1489.0,1471.2,3158.4,3035.2,1193.1,1.5464,3.2441,3.0194,1.7945,1.5285,3.0251,2.647,1.3869,1.5374,3.1346,2.8332,1.5907
0.2,0.00270048333333333,0.005942775666666671,-0.0007487533333333331,-0.00484693166666667,-0.00862768333333333,0.0108809666666667,1.77753333333333,-0.000686348333333333,0.00835816666666667,0.00218478666666667,0.0563413333333333,1121.3,1081.1,1112.4,833.11,979.51,1112.4,1114.6,893.84,1812.0,3595.4,3139.3,1514.1,1578.5,3312.3,3012.2,1223.1,1.6159,3.3257,2.8223,1.8174,1.6115,2.9777,2.7024,1.3684,1.6137,3.1517,2.7623,1.5929
0.3,-0.0135645,0.00288944833333333,0.000183986666666667,0.00609036,0.0060056333333333295,0.0144843833333333,1.7959,-0.000201976166666667,0.00407553333333333,-0.003674655,0.0917756666666667,1137.0,1146.0,1089.5,818.28,970.45,1015.0,1104.4,867.42,1932.9,3674.7,3027.4,1498.2,1709.5,3277.0,2887.3,1221.6,1.7,3.2065,2.7786,1.8309,1.7616,3.2287,2.6144,1.4083,1.7308,3.2176,2.6965,1.6196
0.4,0.06959965,0.0234735,0.00174256333333333,0.0132893833333333,0.0185616833333333,0.03045945,1.73225,0.0003916525,0.00588466666666667,-0.0007480000000000001,0.12828499999999998,1126.8,1091.0,1096.4,819.24,962.57,1035.6,1105.0,842.57,2045.7,3734.5,2939.7,1525.5,1795.9,3398.0,2794.7,1219.0,1.8155,3.4231,2.6813,1.8619999999999999,1.8658,3.2811,2.5292,1.4468,1.8406,3.3521,2.6053,1.6544
0.5,0.264153333333333,0.09423,0.02516828,0.0713071666666667,0.034423,0.0867791666666667,1.4287666666666698,0.00532888333333333,0.0379721666666667,0.029752999999999998,0.19568,1168.7,1145.0,1082.9,815.57,976.93,1043.5,1151.9,841.14,2127.7,3845.0,2828.4,1579.7,1845.6,3403.2,2703.7,1289.0,1.8206,3.358,2.6119,1.9369999999999998,1.8892,3.2613,2.3472,1.5324,1.8549,3.3096,2.4795,1.7347
0.6,0.5167483333333329,0.28229499999999996,0.0408119833333333,0.0577936666666667,0.0262276666666667,0.077195,1.03214666666667,0.0429183333333333,0.1360665,0.0870293333333333,0.329926666666667,1134.1,1088.6,1089.6,829.12,978.21,1021.4,1106.0,882.37,2140.5,3808.7,2736.1,1593.5,1879.0,3417.3,2619.6,1307.1,1.8874,3.4986,2.5111,1.9219,1.9209,3.3456,2.3685,1.4814,1.9041,3.4221,2.4398,1.7016
0.7,0.676198333333333,0.433295,0.0381746666666667,0.0139843166666667,-0.0104288666666667,0.0467776666666667,0.835133333333333,0.114564333333333,0.25572,0.143076666666667,0.48942333333333293,1147.0,1135.2,1111.9,854.23,980.76,1055.1,1130.9,901.58,2224.9,3764.2,2684.0,1620.7,1951.4,3370.2,2610.4,1356.2,1.9397,3.3159,2.4139,1.8972,1.9897,3.1942,2.3083,1.5042,1.9647,3.255,2.3611,1.7007
0.8,0.748968333333333,0.613495,0.0208477833333333,-0.0105988333333333,-0.0120881333333333,0.031148000000000002,0.85159,0.19494833333333303,0.335203333333333,0.165205,0.622075,1118.8,1102.3,1091.5,865.59,978.46,1041.5,1088.7,899.91,2240.3,3731.1,2672.2,1670.4,1933.4,3308.2,2531.2,1374.2,2.0025,3.3848,2.4481,1.9298,1.9759,3.1764,2.325,1.5271,1.9892,3.2806,2.3866,1.7284
0.9,0.716846666666667,0.795805,0.0237573333333333,-0.0305378333333333,-0.025883999999999997,0.0477165,0.986123333333333,0.26607,0.35439499999999996,0.151255,0.723066666666667,1136.1,1094.2,1081.7,839.86,919.05,1013.1,1094.5,855.81,2299.0,3615.2,2684.8,1722.1,2018.4,3244.4,2514.5,1448.4,2.0236,3.3041,2.4821,2.0505,2.1962,3.2025,2.2973,1.6925,2.1099,3.2533,2.3897,1.8715
1.0,0.642844,0.944686,0.01557788,-0.0311262,-0.023598400000000002,0.0426244,1.16042,0.318902,0.321506,0.1107146,0.803828,1114.6,1072.5,1069.8,841.5,964.54,1022.4,1084.7,867.14,2371.0,3536.2,2679.1,1744.6,2044.4,3134.6,2483.4,1442.3,2.1272,3.2971,2.5043,2.0732,2.1195,3.0661,2.2895,1.6632,2.1234,3.1816,2.3969,1.8682
1.1,0.54375,1.11725,0.0292686666666667,-0.0377306666666667,-0.0202261666666667,0.0543318333333333,1.4036333333333302,0.3657766666666671,0.23809666666666698,0.046053,0.888658333333333,1178.4,1124.2,1079.4,836.27,955.43,1065.8,1106.1,875.59,2317.5,3545.2,2842.2,1777.4,1971.2,3170.5,2621.1,1380.7,1.9667,3.1535,2.6332,2.1254,2.0631,2.9748,2.3697,1.5768,2.0149,3.0642,2.5015,1.8511
1.2,0.4900416666666671,1.3653,0.0404074166666667,-0.0281675,-0.00294578333333333,0.0562395,1.6090333333333302,0.41698333333333293,0.135606166666667,-0.0154261,0.9714950000000001,1132.7,1083.3,1079.6,841.23,988.26,1037.1,1104.9,856.81,2297.4,3464.4,2894.5,1859.4,2012.6,3111.5,2760.0,1485.5,2.0281,3.1979,2.6811,2.2104,2.0365,3.0003,2.4979,1.7337,2.0323,3.0991,2.5895,1.972
1.3,0.45415,1.55972,0.03227018,-0.01355844,-0.01044974,0.0440246,1.7089,0.473772,0.0435846,-0.05365,1.0435,1147.1,1093.8,1089.6,828.19,995.43,1006.7,1085.3,886.31,2318.7,3386.3,3010.4,1871.8,1961.8,3091.3,2945.5,1560.4,2.0214,3.096,2.7629,2.2602,1.9708,3.0707,2.714,1.7605,1.9961,3.0833,2.7384,2.0104
1.4,0.36612166666666707,1.77055,0.0364806666666667,-0.00957846666666667,-0.00857116666666666,0.047158,1.78106666666667,0.5401383333333329,-0.0417471666666667,-0.0860796666666667,1.11033333333333,1106.6,1075.8,1091.0,833.16,953.62,1060.5,1082.3,888.49,2314.6,3383.3,3211.5,1904.3,2030.4,2957.1,3189.4,1569.9,2.0915,3.145,2.9435,2.2857,2.1291,2.7883,2.9467,1.767,2.1103,2.9666,2.9451,2.0263
1.5,0.324746,1.94638,0.0280362,0.00611488,0.006228148,0.033369,1.8112599999999999,0.59555,-0.0948994,-0.10795,1.15806,1165.8,1136.3,1076.4,828.5,955.18,1076.9,1125.1,854.06,2362.0,3268.1,3443.8,1945.1,1997.6,2891.4,3316.9,1625.9,2.0261,2.8762,3.1993,2.3477,2.0913,2.685,2.948,1.9037,2.0587,2.7806,3.0736,2.1257
1.6,0.264231666666667,2.14835,0.040162,-0.0118649533333333,0.0035254666666666703,0.0469538333333333,1.85698333333333,0.646408333333333,-0.12937,-0.116923333333333,1.19433333333333,1129.0,1065.4,1103.2,811.85,961.44,1039.0,1126.8,837.85,2270.1,3134.9,3599.7,1927.1,1962.6,2787.9,3524.8,1609.1,2.0106,2.9424,3.2631,2.3738,2.0413,2.6831,3.128,1.9205,2.026,2.8128,3.1955,2.1471
1.7,0.249675,2.3583166666666697,0.032618,0.000829716666666667,0.00076615,0.0355146666666667,1.8547,0.7000483333333329,-0.153508333333333,-0.112416666666667,1.22425,1111.6,1122.1,1112.6,837.47,977.54,1016.6,1110.6,860.31,2276.4,3072.4,3675.0,1887.4,1955.5,2685.6,3609.6,1585.9,2.0479,2.738,3.3031,2.2537,2.0004,2.6417,3.2501,1.8434,2.0241,2.6899,3.2766,2.0485
1.8,0.27725,2.54352,0.0326348,0.0269134,0.025172999999999997,0.054111,1.78388,0.743104,-0.157506,-0.09896680000000001,1.2421,1102.5,1079.9,1101.3,799.73,1000.3,1047.2,1132.5,874.33,2378.8,3001.3,3662.9,1961.9,1996.3,2640.1,3619.1,1551.1,2.1576,2.7792,3.3261,2.4532,1.9957,2.521,3.1957,1.7741,2.0766,2.6501,3.2609,2.1136
1.9,0.321386666666667,2.78318333333333,0.0374658333333333,0.00870993166666667,0.0102262053333333,0.0428755,1.6907166666666698,0.786563333333333,-0.129781666666667,-0.0629776666666667,1.26613333333333,1091.5,1124.9,1112.8,839.62,980.86,996.69,1135.1,898.65,2265.2,3011.3,3652.9,1934.6,1933.8,2657.5,3705.5,1634.0,2.0754,2.6769,3.2825,2.3041,1.9716,2.6663,3.2645,1.8183,2.0235,2.6716,3.2735,2.0612
2.0,0.353846,2.92194,0.0153262,0.0072843000000000005,0.00364938,0.0271942,1.63544,0.81781,-0.0990608,-0.0313634,1.2809,1124.8,1086.9,1098.6,820.02,969.37,1034.1,1123.5,807.87,2267.9,3060.9,3565.4,1935.0,1980.8,2714.4,3664.9,1591.2,2.0164,2.8161,3.2454,2.3597,2.0434,2.6248,3.2622,1.9696,2.0299,2.7204,3.2538,2.1647
2.1,0.39623800000000003,3.04232,0.01400306,0.00567357,0.01021658,0.02333698,1.60722,0.8341120000000001,-0.0667408,-0.0009269660000000001,1.27922,1090.9,1058.6,1096.5,831.24,937.1,1027.8,1158.8,847.49,2362.3,2958.9,3441.3,1899.9,2023.5,2705.7,3564.0,1577.1,2.1655,2.7951,3.1384,2.2856,2.1594,2.6325,3.0757,1.8609,2.1624,2.7138,3.1069999999999998,2.0733
2.2,0.3988666666666671,3.12371666666667,0.00823703,-0.00247753333333333,-0.000543866666666667,0.014411400000000001,1.59183333333333,0.830096666666667,-0.037351,0.0261276666666667,1.25556666666667,1118.9,1105.7,1107.2,814.65,980.42,1011.4,1141.6,825.52,2427.9,2956.8,3297.8,1971.7,2105.2,2696.7,3474.9,1633.3,2.1699,2.6743,2.9784,2.4204,2.1473,2.6663,3.0439999999999996,1.9786,2.1586,2.6703,3.0112,2.1995
2.3,0.41826,3.128,0.000584766666666666,-0.00204416666666667,-0.00125208333333333,0.0126890833333333,1.59015,0.803668333333333,-0.0194011666666667,0.0413075,1.21086666666667,1145.8,1087.3,1100.6,820.16,969.78,1016.9,1102.8,886.7,2533.5,2878.3,3212.5,1981.6,2206.7,2623.6,3372.1,1656.8,2.2111,2.6472,2.9189999999999996,2.4161,2.2755,2.5801,3.0579,1.8686,2.2433,2.6136,2.9884,2.1423
2.4,0.3749833333333329,3.1271,-6.98666666666669e-05,0.00125565,0.00158215,0.024658000000000003,1.61631666666667,0.756713333333333,-0.0102662833333333,0.0462458333333333,1.15383333333333,1109.2,1099.5,1087.5,829.39,1016.0,1011.3,1127.9,862.26,2514.9,2834.2,3036.2,2007.3,2166.2,2599.0,3250.8,1669.0,2.2673,2.5777,2.7919,2.4202,2.1322,2.57,2.8821,1.9356,2.1997,2.5739,2.8369999999999997,2.1779
2.5,0.37599833333333293,3.11908333333333,-0.000960631666666667,-0.00793341666666667,-0.01948365,0.0311132833333333,1.6143,0.699281666666667,-0.00506405,0.0470801666666667,1.10445,1132.9,1055.6,1043.2,812.61,1004.3,1024.0,1106.1,900.29,2565.9,2812.6,2901.4,1944.2,2221.5,2609.8,3116.8,1647.3,2.265,2.6645,2.7813,2.3925,2.2119999999999997,2.5486,2.8179,1.8297,2.2385,2.6065,2.7996,2.1111
2.6,0.39340333333333294,3.12421666666667,0.00045355,0.00947605,0.022068,0.0290173333333333,1.60556666666667,0.63715,-0.00446745,0.0395703333333333,1.07373333333333,1151.0,1066.7,1075.3,841.76,1013.4,1021.4,1099.4,894.24,2526.1,2704.8,2814.7,1889.8,2194.0,2460.5,3005.5,1647.1,2.1947,2.5357,2.6175,2.245,2.165,2.4089,2.7338,1.8419,2.1799,2.4723,2.6757,2.0435
2.7,0.3890033333333329,3.1264,-0.00056265,-0.0042640116666666705,-0.004889983333333329,0.01534045,1.6179,0.576226666666667,-0.000132251,0.04162,1.0498,1142.2,1062.1,1079.9,818.59,973.48,1008.6,1147.0,853.41,2634.4,2609.1,2693.3,1842.2,2235.0,2432.5,2850.3,1617.2,2.3065,2.4564,2.4941,2.2505,2.2958,2.4118,2.485,1.8949,2.3012,2.4341,2.4896,2.0727
2.8,0.3765766666666671,3.12386666666667,-0.000567783333333333,-0.00195041666666667,-0.0043891816666666705,0.0071515,1.6233333333333302,0.517475,-0.0005806,0.0378905,1.01289333333333,1116.2,1054.0,1068.1,800.28,979.99,1040.9,1120.4,897.4,2549.9,2514.5,2553.6,1842.7,2268.0,2309.4,2749.6,1578.8,2.2845,2.3857,2.3908,2.3025,2.3143,2.2186,2.454,1.7593,2.2994,2.3022,2.4224,2.0309
2.9,0.38006999999999996,3.12381666666667,0.000980912166666667,0.0024885000000000003,0.00135675,0.00745106666666667,1.61575,0.46191833333333293,-0.0013031133333333302,0.0320965,0.9612350000000001,1115.5,1084.9,1092.2,843.64,979.97,973.7,1089.7,883.82,2618.8,2474.6,2502.8,1797.2,2325.3,2308.4,2664.0,1544.3,2.3477,2.2809,2.2916,2.1303,2.3729,2.3707,2.4447,1.7473,2.3603,2.3258,2.3682,1.9388
3.0,0.3766516666666671,3.1238,-0.0013064833333333301,-0.001452505,0.00045905,0.00935716666666666,1.61945,0.4114033333333329,-0.000529008333333333,0.028152999999999997,0.9027516666666671,1182.5,1051.5,1048.8,820.32,951.57,974.79,1072.9,883.42,2698.3,2392.9,2347.0,1762.1,2306.3,2181.2,2533.0,1550.1,2.2819,2.2758,2.2377,2.1481,2.4237,2.2376,2.3609,1.7546,2.3528,2.2567,2.2993,1.9514
3.1,0.3730083333333329,3.1221,0.00052853,2.8083333333333397e-05,-0.00126074465,0.00348381,1.61715,0.36467833333333294,-0.000321641,0.0242383333333333,0.842931666666667,1133.0,1097.7,1071.8,815.08,967.96,991.77,1085.1,869.0,2598.3,2304.7,2338.6,1739.3,2195.1,2085.8,2467.7,1519.1,2.2932,2.0995,2.1819,2.1339,2.2678,2.1031,2.2741,1.7481,2.2805,2.1013,2.228,1.9409999999999998
