T1,T2
0,6.6833
10.533,15.65
16.217,17.217
21.217,27.633
28.417,31.333
32.283,32.317
34.317,39.933
44.167,55.583
60.767,68.117
68.767,69.917
72.167,78.267
78.85,81.133
85.517,91.017
92.717,101.53
104.87,112.7
113.37,124
125.17,131.17
132.1,133.58
137.63,144.7
148.35,154.5
155.22,155.25
155.73,157.9
158.45,161.38
164.55,171.98
173.03,173.07
174.33,178
178.6,180.65
183.5,193.03
193.52,197.83
199.35,199.38
199.95,214.45
217.48,223.25
223.78,225.43
226.53,230.55
231.68,235.1
235.6,239.72
240.7,243.65
245.2,245.23
246.38,256.88
257.48,259.78
261.55,267.93
269.4,269.43
271.42,283.12
283.88,299.85
