T1,T2
0,5.7663
8.8327,15.932
18.099,24.232
42.43,58.379
62.445,66.679
77.411,82.527
100.86,105.76
110.49,120.39
121.74,138.94
143.22,156.42
157.51,173.47
174.85,186.77
188.09,205.37
209.28,219.55
223.05,230.82
231.47,249.8
274.1,278.41
287.93,297.31
