T1,T2
9.6826,10.083
20.948,21.282
22.432,22.882
42.697,43.064
49.963,50.23
62.745,62.995
64.612,65.029
65.745,66.045
114.26,114.63
118.96,119.26
122.29,122.56
128.44,128.81
129.71,130.14
134.67,135.01
136.02,136.37
145.76,146.02
149.59,150.07
157.81,158.21
160.57,160.82
163.87,164.12
172.2,172.57
177.47,177.74
182.97,183.24
184.2,184.54
190.19,190.44
194.22,194.44
196.25,196.42
201.45,201.82
210.72,211.08
225.12,225.6
226.42,226.68
235.68,235.9
242.85,243.12
247.17,247.52
274.38,274.65
276.53,276.9
296.23,296.61
