T1,T2
1.9667,2.6
3.5,4.5667
6.7,7.6167
8.6833,10.2
11.933,14.117
15.45,19.25
26.75,28.367
32.933,34.5
35.967,37.35
43.25,44.167
44.383,44.95
45.6,46.1
46.5,48.783
49.483,50.167
50.233,50.95
53.483,54.3
55.217,58.183
58.217,59.017
59.867,61.15
64.85,66.367
71.15,72.017
72.05,75.983
76.05,76.95
77.533,78.533
78.567,79.267
80.033,80.633
80.667,81.567
82.067,82.583
82.617,83.883
85.35,87.183
87.867,89.017
89.6,90.917
99.283,99.833
100.33,101.5
102.28,103.02
129.8,130.52
133.65,134.13
139.38,139.87
144.98,145.65
146.5,148.15
166.22,167.75
168.6,169.87
169.9,170.45
170.48,171.3
173.5,174.05
176.88,177.5
178.33,179.75
180.73,181.58
182.63,185.97
187.4,188.55
190.42,191.33
191.67,193.93
195.28,196.03
196.93,200.57
202.28,205.88
206.85,210.17
210.85,212.02
213.73,214.23
215.92,218.77
219.5,220.75
221.4,222.48
223.37,226.05
226.08,227.53
228.42,230.15
230.88,231.72
231.75,232.75
232.8,234.2
236.35,238.38
241.2,242.82
244.35,245.68
245.75,248.42
249.45,250.15
251.05,252.43
256.13,256.9
268.23,269.7
294.75,295.53
