0,0,0,0,0,0,0
0.016667,0.023606,-0.049118,0.02453,0.037741,0.048666,0.066291
0.033333,0.077204,-0.086794,0.05611,0.064459,0.033842,0.091917
0.05,0.13057,-0.11145,0.056201,0.064498,0.017283,0.087277
0.066667,0.15126,-0.14823,0.027242,0.045111,0.032236,0.061777
0.083333,0.17368,-0.18285,0.029878,0.04718,0.028432,0.062666
0.1,0.21428,-0.23914,0.055092,0.066061,0.042229,0.095825
0.11667,0.2493,-0.28091,0.047686,0.083424,0.026442,0.099663
0.13333,0.25595,-0.31943,0.022745,0.083092,0.031802,0.091831
0.15,0.23531,-0.35455,-8.7081e-06,0.07893,0.040749,0.088828
0.16667,0.26301,-0.38754,0.041686,0.091242,0.01091,0.10091
0.18333,0.25668,-0.42926,0.021839,0.065742,0.03612,0.078126
0.2,0.24251,-0.47047,0.018332,0.075265,0.039547,0.086976
0.21667,0.2054,-0.5602,0.041795,0.068532,0.087663,0.11886
0.23333,0.22338,-0.62215,0.059963,0.078126,0.023809,0.10132
0.25,0.19735,-0.65274,0.011514,0.092346,0.038496,0.10071
0.26667,0.17152,-0.691,0.021246,0.060659,0.040995,0.076233
0.28333,0.16291,-0.72459,0.026752,0.058919,0.022074,0.06837
0.3,0.18526,-0.78442,0.063857,0.059738,0.0014047,0.087455
0.31667,0.21365,-0.79685,0.020884,0.046058,-0.022898,0.055514
0.33333,0.19833,-0.80015,-0.0013323,0.011837,0.015614,0.019639
0.35,0.15603,-0.86842,0.053463,0.0085076,0.059929,0.08076
0.36667,0.17535,-0.92093,0.055795,0.010914,-0.0041788,0.057006
0.38333,0.17882,-0.9614,0.039953,0.010949,0.0073297,0.042069
0.4,0.1682,-0.96921,0.0049756,0.028379,0.012207,0.031292
0.41667,0.14862,-1.007,0.032347,0.0052537,0.027699,0.042909
0.43333,0.12998,-1.052,0.039926,0.020425,0.027917,0.052826
0.45,0.10636,-1.0751,0.017726,-0.00018942,0.027873,0.033033
0.46667,0.10478,-1.0998,0.023972,0.053982,0.0059868,0.059368
0.48333,0.097493,-1.1673,0.065927,0.03926,0.016238,0.078431
0.5,0.086082,-1.1973,0.028797,0.038403,0.014212,0.050061
0.51667,0.097958,-1.2099,0.013256,0.041533,-0.011163,0.045003
0.53333,0.085659,-1.2292,0.019047,0.031282,0.012659,0.038751
0.55,0.10585,-1.2685,0.039225,0.01095,-0.020283,0.045496
0.56667,0.11689,-1.3119,0.043151,0.025171,-0.01192,0.051358
0.58333,0.12968,-1.3839,0.071894,-0.038397,-0.013783,0.082662
0.6,0.14543,-1.4509,0.067283,-0.036745,-0.014155,0.077958
0.61667,0.2104,-1.388,-0.056053,-0.11509,-0.07094,0.14636
0.63333,0.25445,-1.4336,0.053545,-0.090888,-0.033981,0.11083
0.65,0.28883,-1.443,0.019467,-0.12562,-0.02988,0.13059
0.66667,0.33627,-1.4575,0.032826,-0.1072,-0.037199,0.11813
0.68333,0.40299,-1.4623,0.036951,-0.065223,-0.055766,0.093431
0.7,0.46586,-1.4759,0.04595,-0.071831,-0.045048,0.096439
0.71667,0.45853,-1.463,-0.014671,-0.093037,-0.0021745,0.094212
0.73333,0.50191,-1.4644,0.030581,-0.075863,-0.030811,0.087406
0.75,0.54394,-1.4718,0.035584,-0.047891,-0.023581,0.064155
0.76667,0.57825,-1.4943,0.040609,-0.035448,-0.0056661,0.054201
0.78333,0.61436,-1.5129,0.039785,-0.035878,-0.0083088,0.054214
0.8,0.65113,-1.5285,0.038732,-0.041912,-0.0096539,0.057879
0.81667,0.68919,-1.5428,0.039469,-0.040419,-0.0097804,0.057334
0.83333,0.78019,-1.4856,0.043979,0.011756,-0.09806,0.10811
0.85,0.80695,-1.459,0.0082565,-0.053085,-0.036831,0.065136
0.86667,0.802,-1.4652,-0.0013208,-0.067171,0.0078135,0.067637
0.88333,0.83641,-1.4267,0.014651,-0.062589,-0.049465,0.08111
0.9,0.87015,-1.3852,0.015772,-0.055855,-0.051108,0.077334
0.91667,0.90874,-1.3461,0.023918,-0.054674,-0.049528,0.077552
0.93333,0.95534,-1.3657,0.050157,-0.0627,0.0065707,0.080562
0.95,0.99673,-1.3823,0.043919,-0.063061,0.0077385,0.077236
0.96667,1.0505,-1.3747,0.051859,-0.033765,-0.016014,0.063921
0.98333,1.0972,-1.3592,0.044472,-0.035448,-0.021088,0.060655
1,1.1184,-1.3501,0.020178,-0.012573,-0.011186,0.026274
1.0167,1.1056,-1.306,-0.016427,-0.01772,-0.042867,0.049209
1.0333,1.1675,-1.3097,0.061951,-0.0030837,-0.00091239,0.062035
1.05,1.2119,-1.3495,0.046786,-0.021826,0.037061,0.063552
1.0667,1.2508,-1.3836,0.04025,-0.017996,0.032416,0.054723
1.0833,1.2552,-1.3957,0.0050052,0.023171,0.011945,0.026545
1.1,1.2891,-1.3534,0.031117,0.016445,-0.044437,0.056686
1.1167,1.3294,-1.3178,0.037096,0.02542,-0.038879,0.059446
1.1333,1.3784,-1.2986,0.046707,0.014903,-0.024218,0.054682
1.15,1.4231,-1.3222,0.046941,-0.018966,0.018892,0.054038
1.1667,1.4626,-1.3641,0.043191,-0.0020501,0.038039,0.05759
1.1833,1.4707,-1.3558,0.0073249,-0.0025638,-0.0089925,0.011878
1.2,1.5098,-1.3656,0.03974,-0.0028186,0.0063318,0.04034
1.2167,1.5383,-1.3708,0.028886,0.001351,0.0027952,0.029052
1.2333,1.566,-1.3752,0.028008,0.00099374,0.0019019,0.02809
1.25,1.5369,-1.3742,-0.029116,0.0048125,0.0016388,0.029556
1.2667,1.5402,-1.3617,0.0021634,0.0037027,-0.012731,0.013434
1.2833,1.5553,-1.3485,0.01366,0.0080039,-0.014647,0.021568
1.3,1.5504,-1.3336,-0.0064826,0.0069337,-0.014318,0.017178
1.3167,1.5494,-1.3548,0.0013142,-0.0052018,0.021143,0.021813
1.3333,1.5498,-1.3588,0.00078798,-0.0070503,0.0039855,0.0081371
1.35,1.5424,-1.3606,-0.0071247,0.0010412,0.0025221,0.0076293
1.3667,1.5491,-1.3561,0.0061553,0.0036684,-0.0051801,0.0088419
1.3833,1.5503,-1.352,0.00078349,0.0021589,-0.0041305,0.0047261
1.4,1.5514,-1.3532,0.0011765,0.0059737,0.0010605,0.0061801
1.4167,1.5522,-1.3449,-7.9676e-05,-0.0025983,-0.0083899,0.0087834
1.4333,1.5553,-1.3398,0.0025396,0.0022356,-0.0054361,0.006403
1.45,1.5729,-1.3673,0.020472,-0.0038925,0.025429,0.032877
1.4667,1.6235,-1.3742,0.051088,0.003219,0.0013163,0.051207
1.4833,1.6874,-1.377,0.063685,0.026777,-0.0052051,0.069281
1.5,1.7751,-1.3692,0.085794,0.0049074,-0.020023,0.088237
1.5167,1.7986,-1.3679,0.023147,-0.016061,-0.0044199,0.028518
1.5333,1.835,-1.4042,0.040646,0.0009333,0.031417,0.051381
1.55,1.8938,-1.4361,0.062591,0.011032,0.02373,0.067841
1.5667,1.9677,-1.46,0.076655,0.022924,0.012562,0.080989
1.5833,2.0035,-1.4549,0.034316,0.01927,-0.011141,0.040903
1.6,2.0561,-1.4726,0.055113,0.027897,0.0071567,0.062185
1.6167,2.12,-1.4882,0.06571,0.027195,0.001092,0.071124
1.6333,2.2143,-1.515,0.098032,0.0092515,0.0035288,0.098531
1.65,2.2498,-1.5667,0.046932,-0.0033023,0.041586,0.062793
1.6667,2.293,-1.6223,0.055704,0.021397,0.043058,0.073585
1.6833,2.3541,-1.6725,0.07262,0.036215,0.031274,0.086967
1.7,2.4022,-1.7104,0.057639,0.037472,0.020891,0.071852
1.7167,2.437,-1.728,0.038725,0.037218,0.0044114,0.053891
1.7333,2.4919,-1.7447,0.057029,0.04391,-0.0058543,0.072213
1.75,2.5351,-1.7928,0.059393,0.024561,0.02571,0.069223
1.7667,2.5736,-1.8327,0.052125,0.026781,0.018811,0.061548
1.7833,2.5933,-1.8762,0.037691,0.026736,0.029418,0.05478
1.8,2.6358,-1.9189,0.057939,0.034512,0.016274,0.069375
1.8167,2.6466,-1.9707,0.036161,0.028357,0.038664,0.060056
1.8333,2.6647,-2.0162,0.040048,0.041987,0.028166,0.064498
1.85,2.7038,-2.026,0.037484,0.039799,-0.014805,0.056641
1.8667,2.7377,-2.0546,0.044304,0.029441,0.0019957,0.053232
1.8833,2.7582,-2.0993,0.044113,0.017263,0.021903,0.052189
1.9,2.7418,-2.1049,-0.008854,0.038292,0.014902,0.042033
1.9167,2.7332,-2.1182,0.002686,0.036323,0.015549,0.039603
1.9333,2.7334,-2.141,0.015828,-0.005757,0.016476,0.023561
1.95,2.7398,-2.1413,0.0047542,0.039133,-0.0042943,0.039654
1.9667,2.7399,-2.1402,-0.00067851,0.023866,-0.00083407,0.02389
1.9833,2.7373,-2.1373,-0.0038989,0.016035,-2.6601e-05,0.016502
2,2.7351,-2.1419,0.0019158,0.014057,0.0046508,0.014929
2.0167,2.7211,-2.1396,-0.010907,0.011714,0.0090485,0.018386
2.0333,2.7151,-2.1419,-0.0020894,0.0068921,0.0060845,0.0094281
2.05,2.7105,-2.1406,-0.0039688,0.003815,0.0027182,0.0061396
2.0667,2.7043,-2.142,-0.0029632,-0.016872,0.0055724,0.018014
2.0833,2.6946,-2.1366,-0.010453,-0.01051,0.0037133,0.015281
2.1,2.7068,-2.1426,0.012538,0.011329,-0.0051423,0.017663
2.1167,2.7173,-2.145,0.0086591,0.0034913,-0.0064419,0.011343
2.1333,2.6987,-2.1402,-0.015838,-0.018317,0.010803,0.026515
2.15,2.7014,-2.1425,0.0035265,-0.0022844,-0.0004481,0.0042256
2.1667,2.7083,-2.1348,-0.0011714,0.0067013,-0.010219,0.012277
2.1833,2.7134,-2.1302,-6.4142e-05,0.00637,-0.006888,0.0093822
2.2,2.7211,-2.1392,0.011823,0.0021735,6.7159e-05,0.012022
2.2167,2.7099,-2.1391,-0.0074037,0.0039252,0.0084339,0.011889
2.2333,2.7063,-2.1411,-0.00086544,-0.0024765,0.0040944,0.0048628
2.25,2.7081,-2.1416,0.0015407,-0.0013841,-0.00109,0.0023404
2.2667,2.7017,-2.1477,0.00040929,-0.0011721,0.0088181,0.0089051
2.2833,2.6938,-2.1399,-0.011135,-0.0093108,0.00078153,0.014536
2.3,2.7058,-2.1404,0.0083501,0.011992,-0.0087198,0.017017
2.3167,2.7051,-2.1368,-0.0031514,-0.0011024,-0.0018155,0.0038004
2.3333,2.7133,-2.1363,0.0049493,0.0034999,-0.0065392,0.0089166
2.35,2.7184,-2.1409,0.0068234,-0.00027985,-0.00086877,0.0068842
2.3667,2.7048,-2.1416,-0.0083814,-0.0010592,0.010779,0.013695
2.3833,2.6941,-2.1396,-0.0085111,-0.012973,0.0067605,0.016925
2.4,2.7033,-2.141,0.0070678,0.012114,-0.0059992,0.015255
2.4167,2.71,-2.1423,0.005399,0.0093401,-0.0042203,0.011584
2.4333,2.7122,-2.1362,-0.0032583,-0.0046383,-0.0056754,0.0080213
2.45,2.7097,-2.1364,-0.0014486,-0.0032404,0.0020452,0.0040965
2.4667,2.7047,-2.1412,0.00037208,-0.00069999,0.0069277,0.0069729
2.4833,2.6998,-2.1464,0.00071358,0.00088734,0.0071003,0.007191
2.5,2.7006,-2.1452,-0.00034387,0.0024277,-0.0014253,0.0028361
2.5167,2.7055,-2.1422,0.00087786,0.0039675,-0.0056778,0.0069821
2.5333,2.7111,-2.1431,0.0043353,0.0030896,-0.0036452,0.006452
2.55,2.7056,-2.1431,-0.0036046,-0.003485,0.0041433,0.0065042
2.5667,2.7084,-2.1424,0.0013329,-0.0011826,-0.0025312,0.0030955
2.5833,2.7097,-2.1414,6.7318e-05,0.00059055,-0.0017012,0.0018021
2.6,2.722,-2.1581,0.020667,-0.0048093,0.0016085,0.02128
2.6167,2.7113,-2.1809,0.010639,0.029743,0.022861,0.038993
2.6333,2.7245,-2.2166,0.036004,0.0011468,0.012288,0.03806
