TRIAL,G2_G3,G2_G4,G2_G5,G3_G4,G3_G5,G4_G5
20160628.Fly3.2,0.7880735545217048,-0.24010180171668552,0.001873235756474807,-0.03950312406444471,0.05544326800264278,0.6937686618176624
20160525.Fly6.2,0.4828621651690121,0.029878108328408502,-0.08536646479219306,0.2366634288282884,0.20413109776798954,0.4955478341418521
20160524.Fly4.1,0.6868055831371296,0.14080917446035912,0.34193215076255173,0.3584032004909859,0.44578036963843115,0.7588583424253308
20180413.Fly9.2,0.5097097403801923,-0.6785450026277152,-0.2780667052918465,-0.19575431336308285,-0.15993900777163336,0.19190847659303983
20160628.Fly1.4,0.7262923359534782,-0.039554519461793426,0.2678391477117081,0.0027164754743590302,0.2956410419504266,0.5418599873581778
20180305.1.1,0.25315632933535076,-0.6956895425786437,-0.3332809363862055,-0.25638201121887144,0.21207192833250926,0.15431109887871255
20180402.Fly1.3,0.31177064440220753,-0.4093823933001033,-0.10035376820620884,0.34229685948423305,0.33821807215483035,0.48536474458192297
20160525.Fly1.3,0.6833385731193691,-0.06926764866127293,0.3203507980653483,0.2991082527259719,0.6002784104291894,0.5986294762925223
20160205.Fly7.3,0.06291012058938932,-0.6144923915756503,-0.4516722818885384,0.48891378805483204,0.3566181311586983,0.7107792291987722
20160118.Fly1.2,0.49825999586277014,-0.3716134244980795,-0.10157522360617366,0.38022021562456365,0.35283320659983175,0.5213373829133771
20160525.Fly4.2,0.11841268295183584,-0.47331493447641565,0.1183363416021851,0.5748518479666376,0.2361272908456991,0.46318152660195505
20160210.Fly3.1,0.5331612869794777,-0.3096297654388316,-0.05107781700579628,0.21518690971437685,0.1878439695799506,0.5827324298771923
20160201.Fly2.5,0.5739382624363677,-0.3364393676887922,-0.058525234324107715,0.224253324642422,0.24073100600915137,0.462298349064994
20160210.Fly3.2,0.2893688757658937,-0.5273157683232154,-0.028431209524264967,0.2862591301445649,0.21927640368385376,0.3181583796287816
20160211.Fly3.2,0.6564258637914845,0.09736898212998235,-0.18479953924581097,0.536992602290417,0.0736766697021667,0.4448038850202487
20160201.Fly2.7,0.6717737475282395,0.1166085382489777,0.09167494336671664,0.6472640004279246,0.4764218307804255,0.6920662219530879
20160203.Fly8.1,0.7767821965575825,-0.1943206446466942,-0.11121803972421526,0.00514947926702894,-0.12318258560699358,0.2854400532365184
20160205.Fly8.1,0.20491417823896635,-0.4779785981563496,-0.33579160196429414,0.43089678655882574,0.24981620262356258,0.6601419115039233
20160524.Fly2.2,0.5930308195881195,-0.5065454498501435,0.1344048823816238,-0.18035214494217933,0.3875282134445821,0.387936992321874
20160211.Fly3.3,0.6253445975077911,-0.04665538708758412,-0.1754278191178991,0.5045253722520362,0.028580205246787733,0.28214167235549426
20160211.Fly5.1,0.5618777325452197,-0.261157448351056,-0.03704975897488968,0.23878654107795735,0.1878554253253703,0.3869142935625981
20160525.Fly2.2,0.3487190040904751,-0.4486575730407839,-0.259184418039682,-0.07271482920382859,-0.02487688247479182,0.3753336595978505
20160614.Fly2.1,0.304006990451874,-0.5581801489858187,-0.34968666180211044,0.29697092682337445,0.37743523850085714,0.585931866723691
20160118.Fly4.6,0.5105630230155433,-0.26875740452445246,-0.2930226556706204,0.3016266764495131,-0.1730874725754275,0.24356058193299157
20160628.Fly5.1,0.7660710589976545,0.08135832626026859,0.05512074799481324,0.1819850148430578,0.08471482495695119,0.572037408528726
20160531.Fly2.3,0.4102739126385733,-0.1659108255914345,0.1190872761279464,0.4791707375799338,0.32484975185035647,0.33526653067985357
20160531.Fly2.1,0.5503964430387981,0.23450203749213666,0.20266745394072339,0.4871521152466437,0.23115491722727263,0.622991173381046
20160525.Fly6.1,0.5296230521023855,-0.005467722290687104,-0.03287866425970779,0.28953616703305457,0.2466895748131293,0.5011163050432382
20160203.Fly4.2,0.5926415400909426,-0.3302631205165957,-0.09463623315960089,-0.05221609495851261,0.2626286049503744,0.44737882854727057
20160614.Fly1.2,0.5527604500119798,0.06759599257085072,0.3042400363579967,0.21792675844824377,0.27556271018867223,0.6089306486928675
20160118.Fly1.6,0.6314460919220235,-0.258433624406106,-0.12922745702499125,0.2946804419310773,0.2763028042646115,0.5951624197550975
20160211.Fly4.1,0.856636568824397,-0.5803636026271876,-0.4953538978998956,-0.45160316940127804,-0.3561380915406446,0.7398837928001991
20160119.Fly1.4,0.2735904951374374,-0.4990345415644081,-0.4090529388190511,-0.04468898560328236,0.024165989156568788,0.43358014564201414
20160614.Fly1.1,0.7190284182045719,0.44798408617945046,0.5545506710034401,0.61314372155934,0.6182049452028373,0.711401443280702
20160628.Fly1.1,0.8394575246279288,-0.056640149969730776,0.3078814848764635,-0.17932534968229918,0.20922850001076126,0.7107033582310963
20160201.Fly2.4,0.5773048982881844,0.033347065538128315,0.30385473668299795,0.5886689532444868,0.645876427771618,0.7247772167076605
20160628.Fly3.1,0.7635245447645067,0.07583300289735459,0.20935289725015505,0.46037469412155746,0.5359882285856842,0.8027390588494603
20160526.Fly2.1,0.8202759689190047,0.3276806167369715,0.6003095938218381,0.607126646886405,0.7578289519553578,0.7344772221290935
