TRIAL,G2_G3,G2_G4,G2_G5,G3_G4,G3_G5,G4_G5
20180124.Fly4.2,0.6819852570959354,-0.7081842530274458,-0.07461602895388919,-0.30130249592787806,-0.039420701953587926,0.06505011868316951
20180131.Fly8.4,0.4049721028492558,-0.6296131298084533,-0.4189164274267877,-0.18080076159633487,-0.042435457960048294,0.34771748752421133
20180125.Fly6.1,0.5922453836743232,-0.6168311799697178,-0.11245601275943329,-0.2380609171049609,0.401229199099967,0.3532601424134817
20170828.Fly4.3,0.3255338730596492,-0.6364047945241765,-0.2876458872909046,-0.37008718274682256,0.1745486792038096,0.3440007532060974
20180131.Fly7.2,0.40116638865215765,-0.6242941035830658,-0.2383797362428327,-0.07035266068903714,0.24372769851599616,0.45636075027805445
20180120.Fly1.3,0.5384579499882731,-0.7976392912468865,-0.29485873947171437,-0.2998792551488362,0.1273635948940458,0.3946377256897087
20180119.Fly7.2,0.15267604349976502,-0.49240797720754764,-0.09651528511962254,0.07730493040243623,0.38106884008962627,0.5124636056905485
20170826.Fly4.1,0.4542879984236161,-0.4739391598880875,-0.044903030719362726,0.053304384373305015,0.5401952704612569,0.5428834728343801
20180119.Fly9.2,0.19941473637228221,-0.6084386744156117,-0.30090924076650744,0.16170099673868196,-0.024060798558580326,0.48703750924974815
20170826.Fly7.2,0.5840600283125185,-0.2765535290685306,-0.0702618183927074,-0.2169131188925432,0.15542240893434328,0.12844840846980915
20180201.Fly3.4,0.21315484800176157,-0.7269050829859236,-0.33197060717436755,-0.023819687774741697,0.18903281029016908,0.38594508838572267
20170828.Fly2.2,0.4932912610733283,-0.5252564270397909,-0.20514927368640729,0.06000045803922402,0.22890467210924786,0.602898011581503
20180131.Fly4.3,0.13970106076910152,-0.7799189588934148,-0.4908435131870331,0.028277239974734962,0.29169732318186337,0.49174374597490683
20180120.Fly1.1,0.5992987084607255,-0.36136409305743067,0.12231182137044636,0.13748426752061677,0.4635792290125178,0.6785105581044735
20180131.Fly9.3,0.494913649136295,-0.7827121814897886,-0.6586240360653095,-0.29687210779332285,-0.15674500033240396,0.8512744254098376
20180125.Fly3.4,0.2054281436162197,-0.5442340332501724,-0.45699148972635223,-0.12863262834196618,0.06758284051810265,0.5149673537148841
20180131.Fly1.2,0.3587828878850203,-0.7146789950724581,-0.2751399427016402,-0.07740107092886424,0.1378614600897536,0.5120670380778655
20180131.Fly1.3,0.5028206136127534,-0.6652273210253409,-0.3895385190175214,-0.09734375856601611,0.06034370350853906,0.5294357622868744
20180124.Fly4.3,0.6113141709032958,-0.6576170124766534,-0.07504310657604686,-0.33379054996088925,-0.005986328288920751,-0.017928747574860515
20180131.Fly4.2,0.4330338394109309,-0.7539077140180347,-0.2339078062223002,-0.3110971557318602,0.16503938276508817,0.37349098536413305
20180120.Fly1.2,0.4505628078647374,-0.7581109003518848,-0.1811090977063069,-0.25621951574787927,0.2727070042811308,0.2971723255404734
20180119.Fly10.1,0.78518559711439,-0.12020930652481342,0.15925111181592935,0.12888594327741895,0.47838746296889656,0.7231262680768804
20170822.Fly1.1,0.7075757657205678,-0.03982308644851232,0.07849906390399898,0.036889753235153824,0.2701953335870626,0.5094583254991679
20180201.Fly3.2,0.1501344574818183,-0.540222059123091,-0.3530789367659039,0.10374145762765317,0.13448185248747124,0.5869307175173122
20180131.Fly8.3,0.2828598126228492,-0.5237524734790897,-0.5056393852107817,0.06076095733827836,0.04410540867977817,0.5052103191341089
20180125.Fly3.3,0.5155562852818463,-0.46739493266498416,-0.06242329779830683,-0.08741675153873145,0.22352444324178977,0.3240106692533581
20180131.Fly7.3,0.35417010220948614,-0.704476519417609,-0.3764048381521754,-0.000737717064174283,0.2473689921835423,0.47770334775583745
20170828.Fly2.6,0.2555523608971888,-0.3773186012808833,-0.2025225349603653,0.5704210535118703,0.4660879437017418,0.6575741732622292
20180131.Fly8.2,0.2658539877917258,-0.35723734586489886,-0.05477454550942125,0.23282288494272985,0.34262558844121815,0.6721818407177369
20180131.Fly8.1,0.23460165833894445,-0.7813748933388279,-0.37469053195959456,-0.2450891742490113,-0.1713193669847164,0.33790682024453317
20170821.Fly1.1,0.22377655189907636,-0.6802109024157554,-0.245224484250595,-0.10032467205027701,0.3415157300114587,0.4665879208972075
