TRIAL,G2_G3,G2_G4,G2_G5,G3_G4,G3_G5,G4_G5
20160628.Fly3.2,0.8164368613674752,-0.27278735468921433,-0.07072340853123338,-0.10344129320336001,-0.05167327121758465,0.7013261428143254
20160525.Fly6.2,0.5651387206999167,0.08768781250790696,-0.05193871486533073,0.2845779584180593,0.21607264446861643,0.4999830633327163
20160524.Fly4.1,0.6995288846994944,0.14114817568157992,0.3150169077721777,0.34622605855820743,0.3917159200591948,0.7531907434335655
20180413.Fly9.2,0.5126478812833201,-0.6757243993731143,-0.27656135722766356,-0.1934863249364475,-0.15820831802108426,0.19206116291330916
20160628.Fly1.4,0.7854640815901496,-0.05779275534402683,0.2959675163531124,-0.02126516966179334,0.3200182918479717,0.5300463330831895
20180305.1.1,0.2536892978748655,-0.695012206823663,-0.33100376183775126,-0.2561229041835381,0.2128752294451613,0.15453208380595332
20180402.Fly1.3,0.4686235214709721,-0.2656003519217319,0.002583826147467196,0.38636156236814767,0.38304893631244,0.5041300607730931
20160525.Fly1.3,0.710699183622259,-0.045516111154877886,0.3199944399986781,0.306782416755508,0.580239856992707,0.599677840427957
20160205.Fly7.3,0.1058677436890711,-0.5905323262133345,-0.43306628257801977,0.4906453226950653,0.36077663002810056,0.71234418549408
20160118.Fly1.2,0.540943130601252,-0.18630077818540344,0.03026874383512583,0.5621449806167986,0.5245692940689614,0.6205523163856157
20160525.Fly4.2,0.09259360739943302,-0.45936964541645187,0.11956044900503983,0.6171300001538613,0.14444734940533321,0.41083637159372427
20160210.Fly3.1,0.58441858332614,-0.23548179689568782,0.007744681428296908,0.268670867612155,0.24461368449435844,0.5976010322134548
20160201.Fly2.5,0.5659722150658345,-0.3245765672011521,-0.057812262165588484,0.25755882231625005,0.24427133969820586,0.45983934783966846
20160210.Fly3.2,0.29036797445223445,-0.5058446894594592,-0.019721469975994357,0.3296210410872627,0.25609055852288815,0.33905573163960206
20160211.Fly3.2,0.6830775844679672,0.1819441532879231,-0.1469787874718301,0.60952960702918,0.11817980318514512,0.45286474298076984
20160201.Fly2.7,0.6644322218051912,0.18557839849902946,0.14223251329089787,0.728976086811803,0.5501068872104731,0.7290786728656942
20160203.Fly8.1,0.787919552933224,-0.10197857154761615,-0.08894751265356127,0.13654649968627586,-0.07855669827647192,0.2920799317198586
20160205.Fly8.1,0.37060672341474404,-0.3435914487813585,-0.2603041563635585,0.4862496132292834,0.2861477648933136,0.6698592668695842
20160524.Fly2.2,0.5947739742245012,-0.492592907789346,0.14442905586528001,-0.15857610243591155,0.4045185965901891,0.40477038150898265
20160211.Fly3.3,0.6316930078259979,0.024781483138958303,-0.11214888296196009,0.5748592016554903,0.15614487619295517,0.33957828308224286
20160211.Fly5.1,0.7101214438499975,-0.009743875919741006,0.04862319530244563,0.39489548455202333,0.23508660457729239,0.40904917020994513
20160525.Fly2.2,0.3653034755522573,-0.4391298157926304,-0.24847776573092506,-0.05856824695084964,-0.0071688421317402575,0.37727466731869314
20160614.Fly2.1,0.3056457011727525,-0.5341751660485459,-0.34805517791291507,0.3320001120077075,0.3738010680433767,0.5771560698542286
20160118.Fly4.6,0.431559080199753,-0.2554859553166976,-0.2934010611834445,0.4318775817141133,-0.13255908140690634,0.2378877083993257
20160628.Fly5.1,0.9012873071032482,-0.018137655259671488,-0.2258107274221983,0.02959689870465144,-0.23482615671937632,0.5673698294365288
20160531.Fly2.3,0.3662033540528833,-0.10614962345038184,0.135638457961344,0.6349901669609814,0.42464497863235906,0.42289296770705054
20160531.Fly2.1,0.538570759769189,0.28975606184460345,0.219501885855506,0.6098125001557518,0.249667226098025,0.6090620019346298
20160525.Fly6.1,0.6328919406319967,0.09488786872068943,0.0832304565437854,0.3635207705059325,0.34242927964967107,0.5317208060621876
20160203.Fly4.2,0.5995301367078336,-0.31197130623201846,-0.06959406380751626,-0.022751965061535113,0.2959350742884074,0.4586914853173813
20160614.Fly1.2,0.5580656883378841,0.07797117406371343,0.31501344201964243,0.22850264698562364,0.2897548937359451,0.6152121690488965
20160118.Fly1.6,0.6473490165059355,-0.09095858684633218,-0.016948254220885407,0.4922968760858146,0.42038947099215845,0.6537343703601731
20160211.Fly4.1,0.846852962867138,-0.4786235256531633,-0.4312509034883669,-0.2731125061423541,-0.23052371499404417,0.7719246881755267
20160119.Fly1.4,0.23262887017597564,-0.564690225350035,-0.433840881273876,-0.01132663204276063,0.03553013276464139,0.45601597373926045
20160614.Fly1.1,0.7187848047583267,0.44805711225230505,0.5538170057229551,0.6131741647080663,0.61903767005485,0.7106019073289241
20160628.Fly1.1,0.890438161543266,-0.17790753179091634,0.24913985510160702,-0.27101993793520857,0.17424043653103202,0.6922458435127758
20160201.Fly2.4,0.5690948331931983,0.05648094113335783,0.3084022706605324,0.6346262332432752,0.6799549207562868,0.7570765671661989
20160628.Fly3.1,0.7904697507742819,0.020558017293200212,0.1443109177189225,0.369224966336871,0.43772490855183255,0.8075715907321102
20160526.Fly2.1,0.8206826225705208,0.33063764927517564,0.6005176151750903,0.6081157007849951,0.757882617525638,0.7333218138684799
20160205.Fly1.2,0.46222280141319444,-0.5130837906587582,-0.11041788618054996,0.10378782195071011,0.181949290872426,0.20707351998029158
20151230.Fly1.3,0.19289605231970397,-0.35013257790272706,-0.11781598501971204,0.6494309795578126,0.4252468980826858,0.4423281480988441
20160601.Fly1.2,0.5463370436971245,-0.5510523693305679,-0.4280296223546285,-0.2496918900939357,-0.11882365239502934,0.38951627793898574
20160203.Fly8.3,0.7388327499917016,-0.09613399029660549,-0.10799602285577496,0.11984135196400851,0.12950284928400946,0.40848604466068716
20160118.Fly1.7,0.6793863207501604,-0.12183902638239501,-0.06318530959785482,0.3449568270561607,0.3313849939046989,0.5900698039198898
20180420.Fly5.2,0.5820178725603715,-0.28511105443406637,-0.4259765608111218,0.2762827103893638,-0.015028465032266729,0.36663355323646873
20160628.Fly5.3,0.8083956513114594,-0.48295976428967663,-0.6664730238981602,-0.22419574513564478,-0.5537634390899442,0.5555377180924491
20160118.Fly4.4,0.15033721982424694,-0.2874516659336279,-0.05271196629267112,0.5657996319258262,0.45500448726630643,0.7114320628144474
20160118.Fly2.7,0.5515331797477148,-0.5729586772707618,-0.16950753068838875,-0.22189772306246633,0.07687276218297116,0.31986169594408126
20160130.Fly3.7,0.7299791208951202,-0.25598726317633225,-0.016755320235747943,-0.023826552280948734,0.26107887430535104,0.4203426516489752
20160130.Fly3.3,0.714304132380939,-0.28486903372314826,-0.08817078635251376,-0.07800759177509124,0.2528989267679359,0.20692146109235213
20160525.Fly3.2,0.5030517910320621,-0.28225362466976534,-0.13632793524833667,-0.11943089458346431,0.06690740053562574,0.31565411784653746
20160205.Fly1.3,0.48890827459543323,-0.5519390353188537,-0.030463147959563095,0.02510627651980013,0.21772465968989382,0.2288945019580349
20160119.Fly3.5,0.8445503406863004,0.1373903241303047,0.3662923764396329,0.4214755855193017,0.30332763178484634,0.18923953877706365
20180208.2.3,0.47106310443716254,-0.4973456551997892,0.07760950780356396,0.02859008280872903,0.28399001796818013,0.318265567618415
20180420.Fly1.1,0.5269924240965975,-0.7634542628127723,-0.1457985469721484,-0.4340676307499615,-0.04075152787050324,0.42949835760458366
20160210.Fly2.3,0.43169781130168144,-0.6807145803780715,-0.6670298497553419,0.13408313112567452,0.016201703833998136,0.7951163223249682
20160118.Fly2.3,0.5109259240057026,-0.35039766523690896,-0.008767564298996184,0.13449933525276767,0.28912673948905754,0.6662146759166563
20160210.Fly1.4,0.35576696039049704,-0.038686335590852716,-0.09505215119499288,0.5954147861788025,0.42844545709831966,0.42127774012431857
20160118.Fly4.3,0.26592189712214437,-0.2764262365857951,-0.07290775046209576,0.5707490870103593,0.397159066925128,0.6605227964245296
20160601.Fly4.1,0.6271300412867699,-0.24170039428134907,-0.13808655530223027,0.16070527535384677,0.17010266224441525,0.4064616009456888
20160118.Fly2.4,0.5876639107714222,-0.4266914605612997,-0.11746460900897253,0.002460346137016539,0.21189978054048764,0.5882902988416617
20160525.Fly3.1,0.5905518292080356,-0.3498333799226478,0.11936097270759066,-0.11440123290184016,0.44792804984051926,0.42905942569011457
20160203.Fly4.4,0.5630919792056442,-0.4707712830108446,-0.059255954590062686,-0.1571610305608047,0.07685751483363853,0.33466003870191957
20160205.Fly7.4,0.27488525104216105,-0.4787989908231446,-0.35691579572846244,0.46914036035727585,0.4094899525821766,0.7483171621896457
20160119.Fly3.1,0.8319962560112008,0.09010005376079609,0.10620484566241337,0.4299766021643824,0.32999999003608455,0.4212008719326343
20160210.Fly2.2,0.39580396212333335,-0.7771125465600911,-0.4974133190347711,-0.18919548388761037,-0.11955592202984189,0.5765264437396687
20160118.Fly4.5,0.6013336807466272,-0.04917481362756643,-0.4133460255914386,0.5297600538611433,-0.38370981545979005,0.1668006365505219
20160628.Fly2.1,0.7065921832175182,-0.3603208542271908,-0.30979706896878323,-0.12479549701140948,-0.11704720061085447,0.7158407191664687
20180307.3.2,0.46971464617958564,-0.7861891819056872,-0.4283657802666835,-0.2739807429906,-0.05923971630286946,0.36331744653051884
20160210.Fly1.2,0.654818779819182,0.32060974343688636,0.4113057633401692,0.6063346815761339,0.5776756762604078,0.7571870616472105
20160614.Fly2.3,0.3945898432791962,-0.33039388405072156,-0.25998851984319615,0.43607943523599574,0.14545781999293245,0.649103815840785
20160210.Fly3.3,0.35331027825046957,-0.5126103287948387,-0.05470596634075382,0.3357488654964729,0.28943506167301086,0.4491971356848935
20180306.1.4,0.3269545607062974,-0.6576281826936099,-0.47452280492447163,0.023669611864274593,-0.03869317228212337,0.5499415681753503
20160119.Fly1.3,-0.012164568280102572,-0.6148099113098265,-0.4338945411337161,0.18225199226244204,0.04587699475163757,0.5609093351932354
20160211.Fly2.1,0.8759747313479737,-0.2743172300511038,-0.2133569921888708,-0.16142474272686977,-0.26971249494176364,0.4152657415968879
20160201.Fly2.6,0.5800522203306345,0.07347446308912439,0.030452676467428875,0.6596970593040811,0.4581028937624345,0.7536103895618191
20160211.Fly3.4,0.748021533377407,0.2689467972769349,0.0427636532138659,0.6444576746393468,0.223447015158476,0.43776834525794545
20160531.Fly2.2,0.4875613584932488,-0.011281365086646379,0.0560895940466886,0.4817288379396946,0.158198510393052,0.43025471408662824
20160203.Fly4.5,0.5486936412234833,-0.5573811577870811,-0.21652319274467788,-0.052589579424704255,0.18883484358738423,0.5469668874914148
20180328.Fly5.2,0.3617447008100597,-0.4796878704834013,-0.12087832843382126,-0.3093912688577087,-0.1139280412072836,0.48658309639957237
20160118.Fly4.2,-0.1864166981485919,-0.4976164288274007,-0.3252781073375406,0.7554959413541225,0.47482627573920694,0.7264548747139158
20160524.Fly2.3,0.6105196822345716,-0.6418767395696656,0.02651187655866036,-0.31732045283453175,0.3430744164210813,0.07894851136588218
20180413.Fly10.1,0.26742825840254514,-0.2527194068744317,-0.43772415811392384,-0.19420801195362283,-0.04666627788860127,0.15639874258078137
20160119.Fly3.4,0.8950383012676039,-0.25549398071968915,0.430483856655672,-0.02759262244703269,0.39251708144917397,-0.1273954503409284
20160614.Fly4.1,0.7942518001836669,0.498591536997964,0.07154882312068088,0.7280038899718632,0.44410955767498367,0.46140933308903637
20160211.Fly5.2,0.7572756896357551,0.016655869284429976,0.0815092485894035,0.3220495644559763,0.31720196802638434,0.449074942497762
20160628.Fly2.2,0.5388921408205215,-0.30354608049216597,-0.21495051993667325,0.035918969421690504,0.07683822101884044,0.718528171491677
20160118.Fly2.1,0.6835956712974022,0.08352879323478252,0.20887626426544487,0.6036306329145297,0.48547457918324327,0.6283834348706046
20160601.Fly2.1,0.6771289604813291,-0.34173197649696246,0.09352894794270865,-0.02601775126171621,0.21603287038693447,0.572034782378837
20160203.Fly8.6,0.6372182109330993,-0.2783388147572298,-0.259199928120905,0.10270951474002765,0.05069341155923099,0.31975161559211607
20160614.Fly1.3,0.3514005836087288,-0.3247476858997308,0.008704399078402642,0.045251818965043364,0.1578245931826001,0.42795486454257425
20160202.Fly1.4,0.5146656255318641,-0.48577039760838475,-0.3066290352185688,-0.09404289472177567,0.18412403001046934,0.6676168591619119
20160205.Fly7.2,0.2968269058467028,-0.42725037078679184,-0.1705396835996486,0.46065942614592453,0.2321053143694771,0.5568526883820152
20160118.Fly2.5,0.625753200985709,-0.28464846678824846,0.0030976311604648302,0.053463336242002515,0.25702821386117913,0.534652300580272
20160211.Fly1.1,0.8263515299492239,-0.39409951530898846,-0.260474083053825,-0.19091471302367713,-0.2705597908099685,0.21548086732016689
20160205.Fly1.5,0.3604850137865796,-0.3788075161479437,-0.11139335270244381,0.27979788340291983,0.16329785335933952,0.27723353042553084
