T1,T2
0.45,0.86667
5.3667,5.6
6.2167,6.45
19.033,19.317
20.883,21.1
21.65,22.033
23.15,23.483
28.5,28.733
30.55,30.85
33.567,33.833
38.567,38.95
48.567,48.783
51.75,52.067
53.717,53.9
56.733,56.95
68.183,68.6
71.333,71.8
73.667,73.9
78.317,78.667
82.833,83.15
85.783,86.117
86.933,87.15
94.217,94.583
107.53,107.77
114.08,114.3
119.32,119.6
122.2,122.63
124.33,124.77
126.28,126.52
130,130.22
131.48,131.8
144.47,144.83
146.33,146.68
148.1,148.38
152.95,153.15
154.5,154.83
161.75,161.98
167.52,167.83
168.5,168.77
170.82,171
173.12,173.42
176.05,176.38
176.97,177.18
177.95,178.17
180.73,180.9
182.27,182.53
189.02,189.42
196.95,197.23
199.5,199.87
200.62,200.88
202.23,202.38
204.03,204.4
212.75,213
217.28,217.72
237.12,237.42
240.3,240.55
257.95,258.13
262.22,262.57
265.73,266.1
272.5,272.72
290.28,290.53
291.68,291.98
296.8,296.97
