Time,xpos,ypos,ForVel,AngVel,LatVel,Motion,Heading,ForVel_Conv,AngVel_Conv,LatVel_Conv,Motion_Conv,G2_Red,G3_Red,G4_Red,G5_Red,G2_Green,G3_Green,G4_Green,G5_Green,G2_avg,G3_avg,G4_avg,G5_avg
0,0.0287077712913884,0.050649637867309,0.00756481252022716,-0.038785353607984,-0.01389499639204,0.0458434283478408,-3.04507058748585,0.00174170037919198,-0.00385407361787793,-0.00279906173609321,0.00549008945207343,740.7297,835.2484,786.4373,559.134,1338.7678,1505.2681,816.1562,462.923,1.8073634687525,1.80218016580457,1.03778928084922,0.827928546645348
0.1,0.0582592569551308,0.0891326877184288,0.0056680912569075,-0.0233952415852143,-0.00414600656218036,0.0308612431005039,-2.92840182816401,0.00872668186735274,-0.0279804615927547,-0.0123294420852039,0.0356501981642289,735.596616541729,839.727510444778,793.735001149425,562.604314842579,1384.83976401799,1591.71577616192,812.584685757121,479.178572213893,1.88313686192934,1.89501892634431,1.02387613010694,0.851569099936272
0.2,0.0479706797029441,0.0826336192107852,-0.0128106155982951,0.0187360436838534,0.00603239708369085,0.0280261734982741,-2.94497845252395,0.0198336258659289,-0.0625007792793002,-0.0245530281082942,0.089682345705643,730.463533083458,844.206620889555,801.03270229885,566.074629685157,1430.91172803598,1678.16345232384,809.013171514243,495.434144427786,1.95891025510619,1.98785768688405,1.00996297936466,0.875209653227196
0.3,-0.103155101525526,-0.0704282784414405,-0.0219330530586649,0.093684690689917,0.0417722990712634,0.113616549328463,0.199874967910465,0.0100590671445368,-0.0497975782802278,-0.0191126429540046,0.166157195919291,729.937742357642,853.133786763237,797.295995504496,561.005455444555,1440.33188306693,1640.939246004,815.720015734266,488.113139210789,1.97323586448292,1.92409597060148,1.02317046556695,0.870021118506912
0.4,-0.28704330491927,-0.375990402268691,0.0174539647252025,0.162158148526353,0.0603554813344029,0.177014232995915,2.15180433895962,-0.0159459380292541,0.0814662145612953,0.0357324209541588,0.347974606541473,729.416563536464,862.065405144855,793.548243256743,555.927733166833,1449.7153496004,1603.59124400599,822.437148601399,480.768533816184,1.98749996456655,1.86017749708484,1.03640509955396,0.86480372584067
0.5,-0.479892869424228,-0.596252564100906,0.0301692668784863,0.116803571343031,0.0264827922867571,0.133660367165751,1.2468240971134,-0.0106250287323832,0.35171647166545,0.131433013386242,0.655438513851936,734.62251884058,858.581623988006,787.466161869065,559.366375062469,1408.93675337331,1563.87443378311,829.087374912544,473.023860569715,1.9183993288765,1.82130346092543,1.05298299874976,0.845760599125337
0.6,-0.641365646941313,-0.727168334654062,0.0297337172800046,0.0177311127875225,0.00692690513859086,0.0507486887340208,0.923696780180985,0.0307058841718152,0.635641157076528,0.214302286701031,0.971931007446006,739.845707246377,855.060484557721,781.377056421789,562.830642928536,1368.00721814093,1524.15049575212,835.73739990005,465.277983508246,1.84904784643889,1.78250478415626,1.06957095792112,0.826675870401832
0.7,-0.757591836852567,-0.859099333151599,0.0329643926122194,-0.00938108038473277,-0.00627968762663567,0.0515165323652686,0.933600026912129,0.0913539940695444,0.807078562058999,0.265567228646309,1.19420731642153,747.110186613387,850.455446953047,786.378718981019,574.520535364635,1394.35122907093,1508.60927052947,826.743135464535,483.533351048951,1.86615583226941,1.77383754219162,1.05144691571262,0.841327047173791
0.8,-0.80216310393764,-1.09486406666523,0.0371362961533735,-0.0268139752644586,-0.0188332883815821,0.0564808533496549,1.07826345876121,0.165893142881679,0.862214105232417,0.276957042011338,1.34533662755437,754.382863936064,845.846056343656,791.424922777223,586.243462437562,1420.96541488511,1493.16516463536,817.686042557443,501.893141258741,1.88361104488013,1.76529131000532,1.03318346787609,0.856113709509989
0.9,-0.744634986162515,-1.31850527744266,0.0267659124386608,-0.0279193044062538,-0.021431675167943,0.0540324795263663,1.23113150877596,0.247801601320639,0.828861380156373,0.248133087247679,1.45455739615943,747.495920689655,843.428726636682,783.847250174913,576.032134232884,1411.11957846077,1605.33697616192,837.852521289355,514.126871114443,1.88783437743355,1.90374388863793,1.06925344606325,0.89320060196037
