T1,T2
3.1667,6.3
7.1833,8.2167
8.75,9.7
10.667,11.15
12.45,14.15
15.033,16.05
16.95,18.067
18.55,19.25
19.917,19.983
23.567,28.517
29.217,30.25
31.033,33.217
33.967,35.967
36.733,39.467
43.283,43.517
44.05,46.9
47.4,48.317
48.833,50.75
51.517,52.833
53.333,55.3
55.8,57.483
61.283,64.283
64.817,67.767
68.367,70.25
74.633,82.683
83.267,84.3
84.8,85.533
86.2,87.433
88.483,90.583
91.3,93.4
94.233,96.083
97.433,104.05
105.05,110.23
111.15,113.08
113.57,114.6
115.15,116.83
117.7,119.3
119.8,120.3
120.85,122.65
123.17,127.3
127.98,131.13
134.37,138.87
139.37,146.53
147.13,151.55
152.13,154.65
155.18,157.77
158.82,160.5
161.03,162.75
163.58,165.77
166.32,167.28
167.98,168.38
169.03,175.13
175.83,187.67
188.15,190.93
191.73,195.53
196.85,198.95
199.67,203.9
206.53,209.8
210.33,216.15
216.67,233.62
234.13,236.18
236.7,239.6
240.1,242.38
243.13,250.05
250.9,252.03
252.58,254.47
254.98,257.57
258.52,267.08
268.08,273.87
274.43,276.12
276.72,285.98
286.48,296.73
