T1,T2
11.367,11.6
17,17.3
19.6,20.083
21.25,21.567
23.017,23.5
32.333,32.75
44.117,44.467
60.633,60.933
86.7,87.05
97.8,98.133
99.017,99.267
100.3,100.63
108.72,109.02
111.37,111.82
119.48,119.97
120.95,121.28
122.62,123
124.95,125.25
129.07,129.45
130.35,130.83
140.7,140.97
144.78,145.03
154,154.43
167.98,168.23
182.62,183.02
187.42,187.58
193.1,193.48
202.42,202.73
204.05,204.37
208.7,209.08
210.43,210.87
212.87,213.07
218.27,218.68
223.32,223.57
225.1,225.37
233.33,233.77
238.18,238.58
246.17,246.43
249.27,249.67
258.23,258.6
261.1,261.35
265.67,265.98
268.33,268.58
273.25,273.5
276.1,276.47
278.37,278.67
281.25,281.6
289.43,289.92
291.45,291.73
295.78,296.13
